stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ALT;18880326;-;-;-;944.2;2.6;-;6.9;-;-;-
ALT;18880327;-;-;-;940.5;7.4;-;11.1;-;-;-
ALT;18880328;-;-;-;935.9;17.3;-;11.1;-;-;-
ALT;18880329;-;-;-;938.4;24.4;-;5.4;-;-;-
ALT;18880330;-;-;-;947.2;3.2;-;5.8;-;-;-
ALT;18880331;-;-;-;956.8;2.1;-;5.9;-;-;-
ALT;18880401;-;-;-;959.7;1.8;-;6.4;-;-;-
ALT;18880402;-;-;-;953.6;0.1;-;6.4;-;-;-
ALT;18880403;-;-;-;947.6;0;-;5.9;-;-;-
ALT;18880404;-;-;-;945.2;0;-;5.7;-;-;-
ALT;18880405;-;-;-;948.2;2.7;-;4.2;-;-;-
ALT;18880406;-;-;-;955.7;0.9;-;1.1;-;-;-
ALT;18880407;-;-;-;957.1;0.1;-;0.5;-;-;-
ALT;18880408;-;-;-;953.5;0;-;3.8;-;-;-
ALT;18880409;-;-;-;956.2;5.8;-;2.6;-;-;-
ALT;18880410;-;-;-;956.6;4.9;-;1.5;-;-;-
ALT;18880411;-;-;-;958.9;5.5;-;2;-;-;-
ALT;18880412;-;-;-;953.3;6.5;-;2.4;-;-;-
ALT;18880413;-;-;-;960.7;0.6;-;4.3;-;-;-
ALT;18880414;-;-;-;961.4;0;-;8.9;-;-;-
ALT;18880415;-;-;-;956.4;0;-;9.8;-;-;-
ALT;18880416;-;-;-;959.2;0;-;12.6;-;-;-
ALT;18880417;-;-;-;960.1;1.8;-;12.3;-;-;-
ALT;18880418;-;-;-;960.9;6.2;-;9.3;-;-;-
ALT;18880419;-;-;-;953.4;24.2;-;9.6;-;-;-
ALT;18880420;-;-;-;953.1;20.3;-;4.1;-;-;-
ALT;18880421;-;-;-;954.7;0.5;-;5;-;-;-
ALT;18880422;-;-;-;953.9;0;-;11.1;-;-;-
ALT;18880423;-;-;-;953.1;0;-;14.2;-;-;-
ALT;18880424;-;-;-;953.5;0;-;14.1;-;-;-
ALT;18880425;-;-;-;948.7;5.8;-;14.6;-;-;-
ALT;18880426;-;-;-;951.8;13.1;-;7.8;-;-;-
ALT;18880427;-;-;-;962;0.6;-;7.6;-;-;-
ALT;18880428;-;-;-;965.2;1.1;-;8.4;-;-;-
ALT;18880429;-;-;-;961.4;0;-;13.3;-;-;-
ALT;18880430;-;-;-;956.5;0;-;16.5;-;-;-
ALT;18880501;-;-;-;955;3.9;-;13.1;-;-;-
ALT;18880502;-;-;-;964.1;0;-;12.5;-;-;-
ALT;18880503;-;-;-;966;0.6;-;11.1;-;-;-
ALT;18880504;-;-;-;969.9;0.5;-;9.4;-;-;-
ALT;18880505;-;-;-;970.3;0;-;11.8;-;-;-
ALT;18880506;-;-;-;971.5;0;-;11.9;-;-;-
ALT;18880507;-;-;-;970.8;0;-;13.8;-;-;-
ALT;18880508;-;-;-;968.3;0;-;16.1;-;-;-
ALT;18880509;-;-;-;965.8;25.2;-;15.6;-;-;-
ALT;18880510;-;-;-;964.1;0;-;13.6;-;-;-
ALT;18880511;-;-;-;965.9;0;-;9.6;-;-;-
ALT;18880512;-;-;-;967.7;0;-;9.9;-;-;-
ALT;18880513;-;-;-;964;0;-;12.8;-;-;-
ALT;18880514;-;-;-;955.3;4.2;-;14.5;-;-;-
ALT;18880515;-;-;-;953.6;0;-;16.6;-;-;-
ALT;18880516;-;-;-;955.9;0;-;19.3;-;-;-
ALT;18880517;-;-;-;960.6;0;-;18.6;-;-;-
ALT;18880518;-;-;-;959.4;0;-;21.2;-;-;-
ALT;18880519;-;-;-;958.9;0;-;21.5;-;-;-
ALT;18880520;-;-;-;967.6;0.9;-;15.3;-;-;-
ALT;18880521;-;-;-;966.7;0.2;-;13.5;-;-;-
ALT;18880522;-;-;-;961.1;4.2;-;15.4;-;-;-
ALT;18880523;-;-;-;962.6;0;-;14.7;-;-;-
ALT;18880524;-;-;-;963.6;0;-;14.6;-;-;-
ALT;18880525;-;-;-;960.2;3.3;-;16.4;-;-;-
ALT;18880526;-;-;-;956.6;2.6;-;14.5;-;-;-
ALT;18880527;-;-;-;954.1;0;-;15;-;-;-
ALT;18880528;-;-;-;950;9.2;-;18.7;-;-;-
ALT;18880529;-;-;-;959;2.4;-;12;-;-;-
ALT;18880530;-;-;-;961.9;0;-;14.9;-;-;-
ALT;18880531;-;-;-;963.9;8.3;-;13.4;-;-;-
ALT;18880601;-;-;-;969;0;-;14.5;-;-;-
ALT;18880602;-;-;-;968.2;0;-;17.4;-;-;-
ALT;18880603;-;-;-;964.8;0;-;20.2;-;-;-
ALT;18880604;-;-;-;961.8;0;-;22.8;-;-;-
ALT;18880605;-;-;-;960.1;0;-;23.4;-;-;-
ALT;18880606;-;-;-;958.5;0;-;21.8;-;-;-
ALT;18880607;-;-;-;961.1;16.8;-;16.3;-;-;-
ALT;18880608;-;-;-;957.9;1.7;-;19.7;-;-;-
ALT;18880609;-;-;-;958.4;7.2;-;16.5;-;-;-
ALT;18880610;-;-;-;964.6;0;-;15.3;-;-;-
ALT;18880611;-;-;-;964.3;0;-;16.3;-;-;-
ALT;18880612;-;-;-;959.1;0;-;18.5;-;-;-
ALT;18880613;-;-;-;956.9;14.8;-;20.3;-;-;-
ALT;18880614;-;-;-;960.1;22.4;-;13.6;-;-;-
ALT;18880615;-;-;-;962.1;0;-;11.7;-;-;-
ALT;18880616;-;-;-;954;6.1;-;14.7;-;-;-
ALT;18880617;-;-;-;957.2;7.4;-;11.1;-;-;-
ALT;18880618;-;-;-;960;3.8;-;11.4;-;-;-
ALT;18880619;-;-;-;960.6;0;-;12.1;-;-;-
ALT;18880620;-;-;-;955.9;0;-;16.1;-;-;-
ALT;18880621;-;-;-;957.7;0;-;17.5;-;-;-
ALT;18880622;-;-;-;959.7;0;-;17.6;-;-;-
ALT;18880623;-;-;-;959.9;0;-;19.5;-;-;-
ALT;18880624;-;-;-;960.9;0;-;21.5;-;-;-
ALT;18880625;-;-;-;961.3;3.2;-;18.5;-;-;-
ALT;18880626;-;-;-;961.6;2.9;-;18.6;-;-;-
ALT;18880627;-;-;-;958;0;-;18.3;-;-;-
ALT;18880628;-;-;-;955.9;9.1;-;14.2;-;-;-
ALT;18880629;-;-;-;953.1;8.7;-;13.9;-;-;-
ALT;18880630;-;-;-;951.4;10.4;-;12.9;-;-;-
ALT;18880701;-;-;-;958.8;21.6;-;11.5;-;-;-
ALT;18880702;-;-;-;964.4;1;-;13;-;-;-
ALT;18880703;-;-;-;958.7;3.5;-;14.3;-;-;-
ALT;18880704;-;-;-;955;7.9;-;13.8;-;-;-
ALT;18880705;-;-;-;952.6;5;-;16.1;-;-;-
ALT;18880706;-;-;-;956.2;6.2;-;15.9;-;-;-
ALT;18880707;-;-;-;959.7;8.1;-;15.9;-;-;-
ALT;18880708;-;-;-;961.7;6;-;15.4;-;-;-
ALT;18880709;-;-;-;963.2;3.6;-;13.9;-;-;-
ALT;18880710;-;-;-;960.3;0;-;15.5;-;-;-
ALT;18880711;-;-;-;955.1;6.1;-;12.8;-;-;-
ALT;18880712;-;-;-;962.6;0;-;11.2;-;-;-
ALT;18880713;-;-;-;964.3;1.4;-;11.8;-;-;-
ALT;18880714;-;-;-;962;0;-;14.5;-;-;-
ALT;18880715;-;-;-;955.3;0;-;18;-;-;-
ALT;18880716;-;-;-;947.6;12.1;-;20.5;-;-;-
ALT;18880717;-;-;-;949;9.3;-;14.8;-;-;-
ALT;18880718;-;-;-;951.1;3.8;-;14.5;-;-;-
ALT;18880719;-;-;-;956.3;8;-;14.1;-;-;-
ALT;18880720;-;-;-;961.5;2.8;-;15.3;-;-;-
ALT;18880721;-;-;-;963.2;3;-;18;-;-;-
ALT;18880722;-;-;-;962.5;0;-;20.2;-;-;-
ALT;18880723;-;-;-;958.6;3.8;-;21.1;-;-;-
ALT;18880724;-;-;-;962.8;6.5;-;18.5;-;-;-
ALT;18880725;-;-;-;960;5.4;-;23.6;-;-;-
ALT;18880726;-;-;-;961.7;4.3;-;19;-;-;-
ALT;18880727;-;-;-;960;6.6;-;19.5;-;-;-
ALT;18880728;-;-;-;957.9;0.3;-;18.6;-;-;-
ALT;18880729;-;-;-;959.2;0;-;16.5;-;-;-
ALT;18880730;-;-;-;953.4;11.6;-;22.4;-;-;-
ALT;18880731;-;-;-;960.5;48.7;-;15.1;-;-;-
ALT;18880801;-;-;-;962.2;42.5;-;14.8;-;-;-
ALT;18880802;-;-;-;963.5;52.8;-;7.9;-;-;-
ALT;18880803;-;-;-;968;0.3;-;12.7;-;-;-
ALT;18880804;-;-;-;967.6;0;-;13.7;-;-;-
ALT;18880805;-;-;-;959.4;18.5;-;13;-;-;-
ALT;18880806;-;-;-;965.9;4.1;-;10;-;-;-
ALT;18880807;-;-;-;967.6;0.4;-;13.2;-;-;-
ALT;18880808;-;-;-;970.2;0;-;15.6;-;-;-
ALT;18880809;-;-;-;970.6;0;-;17;-;-;-
ALT;18880810;-;-;-;970.2;0;-;19.2;-;-;-
ALT;18880811;-;-;-;969.1;0;-;20.9;-;-;-
ALT;18880812;-;-;-;965.6;0;-;21.2;-;-;-
ALT;18880813;-;-;-;964.8;0;-;21.6;-;-;-
ALT;18880814;-;-;-;966.2;0;-;21.8;-;-;-
ALT;18880815;-;-;-;961.2;34.7;-;19.1;-;-;-
ALT;18880816;-;-;-;960.8;0;-;19.7;-;-;-
ALT;18880817;-;-;-;953.8;16.7;-;17.2;-;-;-
ALT;18880818;-;-;-;962.3;11.3;-;11.4;-;-;-
ALT;18880819;-;-;-;965;0;-;13.6;-;-;-
ALT;18880820;-;-;-;962;0;-;15.6;-;-;-
ALT;18880821;-;-;-;958.6;3.8;-;17.1;-;-;-
ALT;18880822;-;-;-;960;7.3;-;16;-;-;-
ALT;18880823;-;-;-;963.5;0;-;15.2;-;-;-
ALT;18880824;-;-;-;959.2;0;-;16.6;-;-;-
ALT;18880825;-;-;-;957.8;4.5;-;17.9;-;-;-
ALT;18880826;-;-;-;962.4;2.7;-;16.2;-;-;-
ALT;18880827;-;-;-;964;0;-;17.2;-;-;-
ALT;18880828;-;-;-;963.3;0;-;18;-;-;-
ALT;18880829;-;-;-;963.4;0.3;-;18.3;-;-;-
ALT;18880830;-;-;-;964.5;5.2;-;16.2;-;-;-
ALT;18880831;-;-;-;967.9;1;-;14.1;-;-;-
ALT;18880901;-;-;-;966.1;32.4;-;10.1;-;-;-
ALT;18880902;-;-;-;965.3;19.7;-;7.4;-;-;-
ALT;18880903;-;-;-;962;0;-;12.3;-;-;-
ALT;18880904;-;-;-;962.9;0;-;17.8;-;-;-
ALT;18880905;-;-;-;968.9;0;-;17.8;-;-;-
ALT;18880906;-;-;-;966.9;1.7;-;18.1;-;-;-
ALT;18880907;-;-;-;963.8;13.6;-;17.3;-;-;-
ALT;18880908;-;-;-;965.1;0.3;-;12.5;-;-;-
ALT;18880909;-;-;-;961.7;0;-;13.3;-;-;-
ALT;18880910;-;-;-;965.9;17.8;-;14;-;-;-
ALT;18880911;-;-;-;971;1;-;14.8;-;-;-
ALT;18880912;-;-;-;973.6;0;-;14.1;-;-;-
ALT;18880913;-;-;-;972.4;0;-;14.9;-;-;-
ALT;18880914;-;-;-;969.7;0;-;15.8;-;-;-
ALT;18880915;-;-;-;967.8;0;-;16.2;-;-;-
ALT;18880916;-;-;-;965;9.6;-;17.2;-;-;-
ALT;18880917;-;-;-;963.2;4.7;-;14.3;-;-;-
ALT;18880918;-;-;-;961.6;0;-;16.6;-;-;-
ALT;18880919;-;-;-;964.2;0;-;14.4;-;-;-
ALT;18880920;-;-;-;964.9;0;-;13.6;-;-;-
ALT;18880921;-;-;-;966.1;0;-;14.3;-;-;-
ALT;18880922;-;-;-;966.2;0;-;17.5;-;-;-
ALT;18880923;-;-;-;965.1;0;-;18;-;-;-
ALT;18880924;-;-;-;960.3;8.9;-;16.8;-;-;-
ALT;18880925;-;-;-;960.6;14.8;-;14.5;-;-;-
ALT;18880926;-;-;-;964.4;0.1;-;15.5;-;-;-
ALT;18880927;-;-;-;965.4;0;-;14.4;-;-;-
ALT;18880928;-;-;-;964.2;0;-;14.1;-;-;-
ALT;18880929;-;-;-;959;8.3;-;13.9;-;-;-
ALT;18880930;-;-;-;950.1;21.4;-;13.5;-;-;-
ALT;18881001;-;-;-;951.1;0.1;-;9.5;-;-;-
ALT;18881002;-;-;-;940.2;1.3;-;16;-;-;-
ALT;18881003;-;-;-;947.4;18.7;-;10;-;-;-
ALT;18881004;-;-;-;953.2;4.1;-;10.2;-;-;-
ALT;18881005;-;-;-;952.4;5.2;-;9.9;-;-;-
ALT;18881006;-;-;-;957.1;6;-;6.2;-;-;-
ALT;18881007;-;-;-;958;15.7;-;4.5;-;-;-
ALT;18881008;-;-;-;956.2;4.1;-;4.5;-;-;-
ALT;18881009;-;-;-;953.9;1.3;-;5.2;-;-;-
ALT;18881010;-;-;-;959.5;5.3;-;6.1;-;-;-
ALT;18881011;-;-;-;965.1;0;-;7.9;-;-;-
ALT;18881012;-;-;-;965.6;0;-;6.8;-;-;-
ALT;18881013;-;-;-;956.6;18.4;-;7.4;-;-;-
ALT;18881014;-;-;-;958.2;1.7;-;4.1;-;-;-
ALT;18881015;-;-;-;968.4;0;-;3.4;-;-;-
ALT;18881016;-;-;-;969.8;0;-;4.7;-;-;-
ALT;18881017;-;-;-;966.2;0;-;6.2;-;-;-
ALT;18881018;-;-;-;965.3;0;-;6.9;-;-;-
ALT;18881019;-;-;-;967.2;0;-;4.9;-;-;-
ALT;18881020;-;-;-;971.1;0;-;3;-;-;-
ALT;18881021;-;-;-;971.5;0;-;3.6;-;-;-
ALT;18881022;-;-;-;970.6;0;-;4.2;-;-;-
ALT;18881023;-;-;-;969.7;0;-;4.3;-;-;-
ALT;18881024;-;-;-;968.4;0;-;5.3;-;-;-
ALT;18881025;-;-;-;970;0;-;8.4;-;-;-
ALT;18881026;-;-;-;974.6;0;-;8.3;-;-;-
ALT;18881027;-;-;-;977.5;0;-;7.8;-;-;-
ALT;18881028;-;-;-;977.7;0;-;7.9;-;-;-
ALT;18881029;-;-;-;974.3;0;-;8.9;-;-;-
ALT;18881030;-;-;-;969.4;0;-;9.2;-;-;-
ALT;18881031;-;-;-;964.1;0;-;9.2;-;-;-
ALT;18881101;-;-;-;953.7;0;-;11.9;-;-;-
ALT;18881102;-;-;-;942.1;12.7;-;13.2;-;-;-
ALT;18881103;-;-;-;952.2;3.6;-;5.9;-;-;-
ALT;18881104;-;-;-;959.2;0;-;6.9;-;-;-
ALT;18881105;-;-;-;957.8;0;-;6.5;-;-;-
ALT;18881106;-;-;-;952.4;1.9;-;4.4;-;-;-
ALT;18881107;-;-;-;953.2;3.5;-;3.3;-;-;-
ALT;18881108;-;-;-;958;0;-;6;-;-;-
ALT;18881109;-;-;-;955.1;0;-;4.1;-;-;-
ALT;18881110;-;-;-;958.7;0;-;3.5;-;-;-
ALT;18881111;-;-;-;963.5;0;-;3.1;-;-;-
ALT;18881112;-;-;-;958.9;0;-;5;-;-;-
ALT;18881113;-;-;-;953.3;0;-;6.7;-;-;-
ALT;18881114;-;-;-;962.6;0;-;5.7;-;-;-
ALT;18881115;-;-;-;972.2;0;-;7.6;-;-;-
ALT;18881116;-;-;-;974.5;0;-;5.3;-;-;-
ALT;18881117;-;-;-;971.4;0;-;3.4;-;-;-
ALT;18881118;-;-;-;967.6;0.1;-;5.7;-;-;-
ALT;18881119;-;-;-;968.2;0;-;5.8;-;-;-
ALT;18881120;-;-;-;962.5;4.9;-;7.8;-;-;-
ALT;18881121;-;-;-;967.4;5.4;-;5.5;-;-;-
ALT;18881122;-;-;-;973;8.2;-;4.6;-;-;-
ALT;18881123;-;-;-;977.3;0;-;5.5;-;-;-
ALT;18881124;-;-;-;975.3;0;-;2.3;-;-;-
ALT;18881125;-;-;-;970.7;0;-;1.8;-;-;-
ALT;18881126;-;-;-;962.5;0;-;4.6;-;-;-
ALT;18881127;-;-;-;956;0;-;10.2;-;-;-
ALT;18881128;-;-;-;950;0;-;11.9;-;-;-
ALT;18881129;-;-;-;943.7;11.4;-;9.4;-;-;-
ALT;18881130;-;-;-;950.9;0;-;6.7;-;-;-
ALT;18881201;-;-;-;959;0.3;-;5;-;-;-
ALT;18881202;-;-;-;970.4;0;-;3.3;-;-;-
ALT;18881203;-;-;-;970.2;0;-;1.5;-;-;-
ALT;18881204;-;-;-;971.5;0;-;1.6;-;-;-
ALT;18881205;-;-;-;972.7;0;-;-0.8;-;-;-
ALT;18881206;-;-;-;971.5;0;-;-1.4;-;-;-
ALT;18881207;-;-;-;970.4;0;-;-1.3;-;-;-
ALT;18881208;-;-;-;972.8;0;-;-1.5;-;-;-
ALT;18881209;-;-;-;970.5;0;-;0.3;-;-;-
ALT;18881210;-;-;-;966.4;0;-;3.1;-;-;-
ALT;18881211;-;-;-;967.1;0;-;1.4;-;-;-
ALT;18881212;-;-;-;970.3;0;-;-1;-;-;-
ALT;18881213;-;-;-;972.8;0;-;-1.6;-;-;-
ALT;18881214;-;-;-;972.6;0;-;-1.7;-;-;-
ALT;18881215;-;-;-;971.1;0;-;-2.6;-;-;-
ALT;18881216;-;-;-;971.3;0;-;-2.6;-;-;-
ALT;18881217;-;-;-;971.8;0;-;-2;-;-;-
ALT;18881218;-;-;-;968.9;0;-;-2.2;-;-;-
ALT;18881219;-;-;-;964;0;-;0.1;-;-;-
ALT;18881220;-;-;-;956.6;0;-;1.3;-;-;-
ALT;18881221;-;-;-;948.9;0;-;6.8;-;-;-
ALT;18881222;-;-;-;941.4;2.5;-;9.6;-;-;-
ALT;18881223;-;-;-;948.4;0;-;9.1;-;-;-
ALT;18881224;-;-;-;958.6;0;-;2.8;-;-;-
ALT;18881225;-;-;-;959.6;0;-;5.1;-;-;-
ALT;18881226;-;-;-;960.2;5.8;-;5.8;-;-;-
ALT;18881227;-;-;-;963.6;0;-;3.4;-;-;-
ALT;18881228;-;-;-;959.2;0;-;1.9;-;-;-
ALT;18881229;-;-;-;956.6;0;-;10.5;-;-;-
ALT;18881230;-;-;-;956.7;0;-;13.5;-;-;-
ALT;18881231;-;-;-;960.5;0;-;1.3;-;-;-
ALT;18890101;-;-;-;961.5;0;-;0.8;-;-;-
ALT;18890102;-;-;-;966.3;0;-;0.1;-;-;-
ALT;18890103;-;-;-;974.8;0;-;-1.3;-;-;-
ALT;18890104;-;-;-;974.1;0;-;-1.3;-;-;-
ALT;18890105;-;-;-;969.4;0;-;-3.8;-;-;-
ALT;18890106;-;-;-;965.3;0;-;-2.5;-;-;-
ALT;18890107;-;-;-;965.1;0.1;-;0.1;-;-;-
ALT;18890108;-;-;-;963;0;-;2;-;-;-
ALT;18890109;-;-;-;957.3;0;-;0;-;-;-
ALT;18890110;-;-;-;948.4;9.7;-;1.6;-;-;-
ALT;18890111;-;-;-;948;0;-;1.6;-;-;-
ALT;18890112;-;-;-;942.2;0;-;4.3;-;-;-
ALT;18890113;-;-;-;951.2;0;-;0.6;-;-;-
ALT;18890114;-;-;-;958.9;0;-;-0.7;-;-;-
ALT;18890115;-;-;-;961.9;0;-;-1.1;-;-;-
ALT;18890116;-;-;-;960.5;0;-;-3.4;-;-;-
ALT;18890117;-;-;-;968;0;-;-1.3;-;-;-
ALT;18890118;-;-;-;974;0;-;-1;-;-;-
ALT;18890119;-;-;-;970.5;0;-;-0.3;-;-;-
ALT;18890120;-;-;-;964.2;2.3;-;0.9;-;-;-
ALT;18890121;-;-;-;961.4;0.7;-;-0.2;-;-;-
ALT;18890122;-;-;-;962.7;0;-;-1.9;-;-;-
ALT;18890123;-;-;-;964.9;0;-;-3.2;-;-;-
ALT;18890124;-;-;-;968.9;0;-;-3.4;-;-;-
ALT;18890125;-;-;-;971.6;0;-;-4;-;-;-
ALT;18890126;-;-;-;972.7;0;-;-2.3;-;-;-
ALT;18890127;-;-;-;977;0.1;-;0.4;-;-;-
ALT;18890128;-;-;-;978.9;0;-;-1.5;-;-;-
ALT;18890129;-;-;-;969.7;0;-;-1.9;-;-;-
ALT;18890130;-;-;-;964;3.4;-;2.2;-;-;-
ALT;18890131;-;-;-;964;5.2;-;3.4;-;-;-
ALT;18890201;-;-;-;960.9;8.9;-;4.4;-;-;-
ALT;18890202;-;-;-;953.4;9.4;-;4.5;-;-;-
ALT;18890203;-;-;-;940.6;0.5;-;1.7;-;-;-
ALT;18890204;-;-;-;945.3;0.9;-;-0.6;-;-;-
ALT;18890205;-;-;-;960.2;0.1;-;-1.1;-;-;-
ALT;18890206;-;-;-;962.2;2.4;-;-2.9;-;-;-
ALT;18890207;-;-;-;949;14.8;-;1.2;-;-;-
ALT;18890208;-;-;-;952.4;7.7;-;0.4;-;-;-
ALT;18890209;-;-;-;943.1;3.5;-;-0.6;-;-;-
ALT;18890210;-;-;-;950.8;4.4;-;-2.8;-;-;-
ALT;18890211;-;-;-;943.1;4.4;-;2.8;-;-;-
ALT;18890212;-;-;-;955.7;0.6;-;-4.3;-;-;-
ALT;18890213;-;-;-;964.5;0;-;-7.9;-;-;-
ALT;18890214;-;-;-;956.8;25.6;-;-3.4;-;-;-
ALT;18890215;-;-;-;948.4;7.6;-;3;-;-;-
ALT;18890216;-;-;-;967.9;0.3;-;0.3;-;-;-
ALT;18890217;-;-;-;970.3;1.6;-;2.8;-;-;-
ALT;18890218;-;-;-;976.6;0;-;4.8;-;-;-
ALT;18890219;-;-;-;974.5;12.7;-;3.9;-;-;-
ALT;18890220;-;-;-;960.3;25.6;-;1.8;-;-;-
ALT;18890221;-;-;-;950.8;12.2;-;0.4;-;-;-
ALT;18890222;-;-;-;954.6;1.6;-;-3.8;-;-;-
ALT;18890223;-;-;-;954.3;0;-;-4.7;-;-;-
ALT;18890224;-;-;-;956.9;1.8;-;-4.9;-;-;-
ALT;18890225;-;-;-;954.8;0;-;-2.8;-;-;-
ALT;18890226;-;-;-;949.3;0;-;-3.6;-;-;-
ALT;18890227;-;-;-;939.8;5;-;-3.2;-;-;-
ALT;18890228;-;-;-;945.8;1.1;-;0.5;-;-;-
ALT;18890301;-;-;-;951;3.8;-;-0.9;-;-;-
ALT;18890302;-;-;-;954.2;0.9;-;-0.9;-;-;-
ALT;18890303;-;-;-;955.2;0;-;-3;-;-;-
ALT;18890304;-;-;-;958.8;0;-;-2.2;-;-;-
ALT;18890305;-;-;-;962.3;0;-;-1.8;-;-;-
ALT;18890306;-;-;-;966.3;0;-;-1.3;-;-;-
ALT;18890307;-;-;-;959.6;0;-;3;-;-;-
ALT;18890308;-;-;-;952.8;0;-;9.1;-;-;-
ALT;18890309;-;-;-;955.3;0;-;5.6;-;-;-
ALT;18890310;-;-;-;953.1;0;-;10.3;-;-;-
ALT;18890311;-;-;-;947.1;3.9;-;12.1;-;-;-
ALT;18890312;-;-;-;960.6;5;-;4;-;-;-
ALT;18890313;-;-;-;965.6;0.4;-;2.6;-;-;-
ALT;18890314;-;-;-;962;7.3;-;2.1;-;-;-
ALT;18890315;-;-;-;964.2;0.3;-;-4.3;-;-;-
ALT;18890316;-;-;-;969.9;0;-;-7.3;-;-;-
ALT;18890317;-;-;-;969.2;0;-;-1.5;-;-;-
ALT;18890318;-;-;-;959.8;0;-;3;-;-;-
ALT;18890319;-;-;-;950.1;0;-;9.3;-;-;-
ALT;18890320;-;-;-;939.7;1.6;-;7.4;-;-;-
ALT;18890321;-;-;-;940.2;2.2;-;5.3;-;-;-
ALT;18890322;-;-;-;952.1;0.1;-;4.3;-;-;-
ALT;18890323;-;-;-;967.5;0;-;3.2;-;-;-
ALT;18890324;-;-;-;971.5;0;-;4.1;-;-;-
ALT;18890325;-;-;-;964.6;4.7;-;6.3;-;-;-
ALT;18890326;-;-;-;954.3;15.6;-;3.6;-;-;-
ALT;18890327;-;-;-;957.3;5.4;-;2.7;-;-;-
ALT;18890328;-;-;-;966.8;0.6;-;2;-;-;-
ALT;18890329;-;-;-;970.9;0;-;2.8;-;-;-
ALT;18890330;-;-;-;965.8;2.7;-;4.9;-;-;-
ALT;18890331;-;-;-;957.5;4.4;-;7.9;-;-;-
ALT;18890401;-;-;-;955.7;4.6;-;6.8;-;-;-
ALT;18890402;-;-;-;953.3;4.5;-;2.4;-;-;-
ALT;18890403;-;-;-;952.6;3.3;-;1.5;-;-;-
ALT;18890404;-;-;-;948.1;0;-;3.9;-;-;-
ALT;18890405;-;-;-;943.4;5.3;-;6.6;-;-;-
ALT;18890406;-;-;-;942.8;1.9;-;6.8;-;-;-
ALT;18890407;-;-;-;940.6;0;-;8.4;-;-;-
ALT;18890408;-;-;-;937;0;-;10;-;-;-
ALT;18890409;-;-;-;938;16.6;-;8.3;-;-;-
ALT;18890410;-;-;-;949.3;3.4;-;5.8;-;-;-
ALT;18890411;-;-;-;946.1;5.6;-;6.1;-;-;-
ALT;18890412;-;-;-;948.8;0;-;7.6;-;-;-
ALT;18890413;-;-;-;947.7;1.3;-;6.3;-;-;-
ALT;18890414;-;-;-;951.1;4.2;-;6.9;-;-;-
ALT;18890415;-;-;-;951.9;0;-;6.8;-;-;-
ALT;18890416;-;-;-;948.7;0;-;6.7;-;-;-
ALT;18890417;-;-;-;950.6;0;-;4.4;-;-;-
ALT;18890418;-;-;-;959.9;0.4;-;5.9;-;-;-
ALT;18890419;-;-;-;969.4;0;-;8.2;-;-;-
ALT;18890420;-;-;-;968.8;0;-;10.4;-;-;-
ALT;18890421;-;-;-;963.1;0;-;13.6;-;-;-
ALT;18890422;-;-;-;958.9;0;-;12.5;-;-;-
ALT;18890423;-;-;-;959.4;0;-;11.1;-;-;-
ALT;18890424;-;-;-;952.7;37.5;-;11.6;-;-;-
ALT;18890425;-;-;-;954.1;14.2;-;4.2;-;-;-
ALT;18890426;-;-;-;960.2;4.3;-;5.9;-;-;-
ALT;18890427;-;-;-;963.3;0;-;9;-;-;-
ALT;18890428;-;-;-;958.2;0;-;11.1;-;-;-
ALT;18890429;-;-;-;956.8;0;-;14.7;-;-;-
ALT;18890430;-;-;-;953.6;0;-;14.4;-;-;-
ALT;18890501;-;-;-;956.5;0;-;15.2;-;-;-
ALT;18890502;-;-;-;961.9;2.3;-;10.1;-;-;-
ALT;18890503;-;-;-;960.6;0;-;11.8;-;-;-
ALT;18890504;-;-;-;959.3;0;-;14;-;-;-
ALT;18890505;-;-;-;957;0;-;15.3;-;-;-
ALT;18890506;-;-;-;955.8;0.9;-;13.5;-;-;-
ALT;18890507;-;-;-;957.5;0;-;14.1;-;-;-
ALT;18890508;-;-;-;957.9;0;-;14.5;-;-;-
ALT;18890509;-;-;-;955.2;0;-;17.7;-;-;-
ALT;18890510;-;-;-;952;1.6;-;14.8;-;-;-
ALT;18890511;-;-;-;955.3;0;-;11.6;-;-;-
ALT;18890512;-;-;-;959.2;0;-;13.2;-;-;-
ALT;18890513;-;-;-;958.2;0;-;17.2;-;-;-
ALT;18890514;-;-;-;953.6;0;-;19.7;-;-;-
ALT;18890515;-;-;-;955.4;0.3;-;15.4;-;-;-
ALT;18890516;-;-;-;957.1;4.4;-;13;-;-;-
ALT;18890517;-;-;-;959.3;0.1;-;14.9;-;-;-
ALT;18890518;-;-;-;959;5.7;-;13.5;-;-;-
ALT;18890519;-;-;-;959.3;7.6;-;12.1;-;-;-
ALT;18890520;-;-;-;959.8;13.3;-;10.3;-;-;-
ALT;18890521;-;-;-;960.3;0;-;12.1;-;-;-
ALT;18890522;-;-;-;957.8;0;-;15.8;-;-;-
ALT;18890523;-;-;-;957.5;0;-;19.3;-;-;-
