stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
ELM;19270923;-;-;-;-;-;2;10;-;-;-
ELM;19270924;-;-;-;-;-;46.6;12.4;-;-;-
ELM;19270925;-;-;-;-;-;83;5.3;-;-;-
ELM;19270926;-;-;-;-;-;3.8;7.3;-;-;-
ELM;19270927;-;-;-;-;-;4.7;8.4;-;-;-
ELM;19270928;-;-;-;-;-;0;7.1;-;-;-
ELM;19270929;-;-;-;-;-;0;7.5;-;-;-
ELM;19270930;-;-;-;-;-;5.5;5.7;-;-;-
ELM;19271001;-;-;-;-;-;0;4.9;-;-;-
ELM;19271002;-;-;-;-;-;0;8.4;-;-;-
ELM;19271003;-;-;-;-;-;8;9.1;-;-;-
ELM;19271004;-;-;-;-;-;0;7.3;-;-;-
ELM;19271005;-;-;-;-;-;0;4.1;-;-;-
ELM;19271006;-;-;-;-;-;0;3.6;-;-;-
ELM;19271007;-;-;-;-;-;0;3.8;-;-;-
ELM;19271008;-;-;-;-;-;0;6.3;-;-;-
ELM;19271009;-;-;-;-;-;0;5.8;-;-;-
ELM;19271010;-;-;-;-;-;0;5.4;-;-;-
ELM;19271011;-;-;-;-;-;0;5;-;-;-
ELM;19271012;-;-;-;-;-;0;5.1;-;-;-
ELM;19271013;-;-;-;-;-;0;4.1;-;-;-
ELM;19271014;-;-;-;-;-;0;6.4;-;-;-
ELM;19271015;-;-;-;-;-;0;6.7;-;-;-
ELM;19271016;-;-;-;-;-;0;6.9;-;-;-
ELM;19271017;-;-;-;-;-;0;7;-;-;-
ELM;19271018;-;-;-;-;-;0;6.2;-;-;-
ELM;19271019;-;-;-;-;-;0;6.5;-;-;-
ELM;19271020;-;-;-;-;-;0;6.7;-;-;-
ELM;19271021;-;-;-;-;-;0;5.7;-;-;-
ELM;19271022;-;-;-;-;-;9.8;11.2;-;-;-
ELM;19271023;-;-;-;-;-;12.7;3.1;-;-;-
ELM;19271024;-;-;-;-;-;1.2;3.3;-;-;-
ELM;19271025;-;-;-;-;-;0;4.6;-;-;-
ELM;19271026;-;-;-;-;-;0;8.1;-;-;-
ELM;19271027;-;-;-;-;-;0;8.3;-;-;-
ELM;19271028;-;-;-;-;-;0;7.9;-;-;-
ELM;19271029;-;-;-;-;-;0;8.2;-;-;-
ELM;19271030;-;-;-;-;-;0;7;-;-;-
ELM;19271031;-;-;-;-;-;0;7.3;-;-;-
ELM;19271101;-;-;-;-;-;0;7.9;-;-;-
ELM;19271102;-;-;-;-;-;0;9.5;-;-;-
ELM;19271103;-;-;-;-;-;0;11;-;-;-
ELM;19271104;-;-;-;-;-;0;9;-;-;-
