stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Niederschlag (mm)
SIA;19030226;-;822.5;-;-;57;82.3;-6;-13.5;2.6;0
SIA;19030227;-;822.9;-;-;47;79.3;-3.7;-12;2.1;0
SIA;19030228;-;815.9;-;-;90;94.7;-1.7;-2.7;1.7;0.3
SIA;19030301;-;814.2;-;-;7;57.7;-5.5;-10;1.5;0
SIA;19030302;-;808.5;-;-;60;80;-4.3;-8;0.7;0.1
SIA;19030303;-;797.3;-;-;53;75;-3.3;-5.4;2;3.2
SIA;19030304;-;814.7;-;-;33;44.3;-5.1;-9.5;-1.4;0
SIA;19030305;-;820;-;-;23;54.3;-4.1;-13.1;7.2;0
SIA;19030306;-;816.5;-;-;67;67.3;-2.1;-8.3;6.2;0.3
SIA;19030307;-;815.5;-;-;70;63.7;-6.6;-8.1;-2.6;0
SIA;19030308;-;813.9;-;-;40;53.7;-8.4;-15.1;-4.4;0
SIA;19030309;-;813.4;-;-;47;67.3;-7.8;-10;-2.4;0
SIA;19030310;-;811.5;-;-;3;68.7;-8.5;-15.6;-0.4;0
SIA;19030311;-;813.9;-;-;7;60.3;-7.9;-15.5;1.1;0
SIA;19030312;-;813.5;-;-;3;70.7;-8.6;-14.9;1.2;0
SIA;19030313;-;814.7;-;-;0;65.7;-7.9;-14.3;5.5;0
SIA;19030314;-;816.2;-;-;0;63;-6.9;-15;2.4;0
SIA;19030315;-;814.2;-;-;53;81;-3;-9.6;2.3;0
SIA;19030316;-;810.7;-;-;93;83;-1.6;-6;3.6;0.1
SIA;19030317;-;813.7;-;-;77;77;0.1;-2.6;5;0
SIA;19030318;-;817.2;-;-;37;64;0.1;-7.9;6.3;0
SIA;19030319;-;823.9;-;-;3;59.3;-3.6;-5.4;1.9;0
SIA;19030320;-;827.8;-;-;7;58.7;-3.2;-9.6;4.9;0
SIA;19030321;-;829.3;-;-;7;59.7;-1.4;-8.5;7.4;0
SIA;19030322;-;829.9;-;-;0;60.7;-0.2;-7.7;10;0
SIA;19030323;-;826.5;-;-;0;58.3;0.4;-6.6;9.9;0
SIA;19030324;-;820.7;-;-;0;68.7;-0.9;-7.6;7.6;0
SIA;19030325;-;820.1;-;-;13;80;1.3;-6.4;10.1;0
SIA;19030326;-;817.8;-;-;77;79.7;2.1;0;5.9;1.2
SIA;19030327;-;814.4;-;-;93;83.7;1.4;-0.2;3.8;25.2
SIA;19030328;-;819.3;-;-;93;87;2.3;-1;7.4;0
SIA;19030329;-;821.2;-;-;100;78.3;2.3;0.9;8.9;0
SIA;19030330;-;820.1;-;-;27;76;1.7;-3;8.4;0
SIA;19030331;-;811.8;-;-;87;72.7;-3.6;-5.7;1.4;4.2
SIA;19030401;-;812.3;-;-;43;50;-2.1;-5.8;1.3;0
SIA;19030402;-;806.7;-;-;90;62;0;-6.3;7.7;0
SIA;19030403;-;810.5;-;-;50;60.3;1.1;-2;7;0
SIA;19030404;-;816.5;-;-;33;55.7;-0.2;-7.2;7.1;0
SIA;19030405;-;810.3;-;-;90;74.3;-2.1;-5.1;3.7;2
SIA;19030406;-;815.4;-;-;63;62;-4.1;-6.6;0.2;0
SIA;19030407;-;813.1;-;-;43;61;0.3;-9.8;8.8;0
SIA;19030408;-;803;-;-;100;74.7;-2.7;-5.1;1;1
SIA;19030409;-;805.7;-;-;90;62.3;-4.9;-6.5;0;0
SIA;19030410;-;812.4;-;-;83;62.7;-3.9;-7.8;0.1;0
SIA;19030411;-;812.3;-;-;70;64;-0.4;-5.5;3.4;0
SIA;19030412;-;809.6;-;-;50;63.3;0.2;-2.5;4.7;0
SIA;19030413;-;806.5;-;-;33;58;-0.5;-6.5;7;0.3
SIA;19030414;-;809.6;-;-;13;57;-4.2;-7.1;0.5;0
SIA;19030415;-;814.2;-;-;3;66;-3.5;-11.6;4.3;0
SIA;19030416;-;807.4;-;-;80;81;-2.9;-6.1;4.8;7
SIA;19030417;-;805.8;-;-;100;73;-7.7;-9;-3.6;0
SIA;19030418;-;808.9;-;-;97;58;-9.1;-10.9;-5;0
SIA;19030419;-;809.9;-;-;77;61.3;-9.5;-11.6;-6;0.1
SIA;19030420;-;809.5;-;-;20;49;-7.9;-14.9;-0.3;0
SIA;19030421;-;807.7;-;-;67;73.7;-2.6;-12;3;1.9
SIA;19030422;-;801.7;-;-;100;87.7;-1;-3.6;2.4;15.5
SIA;19030423;-;795.8;-;-;90;88.7;-0.1;-2.4;5.4;56.9
SIA;19030424;-;800.3;-;-;100;77;-0.9;-3.4;4.8;8
SIA;19030425;-;805.7;-;-;57;72;-2.1;-6.7;6.3;0.8
SIA;19030426;-;806.4;-;-;97;73.7;-2.3;-5;6.1;0.9
SIA;19030427;-;806.7;-;-;23;68;-0.1;-9.6;7.6;0
SIA;19030428;-;810.9;-;-;3;67;1.1;-4.1;9.2;0
SIA;19030429;-;810.4;-;-;97;84.3;1.6;-4.5;5.3;7.8
SIA;19030430;-;811;-;-;63;77;1.5;-5.3;9.2;11
SIA;19030501;-;808.7;-;-;100;85.7;2.2;-0.1;7;23.5
SIA;19030502;-;807.4;-;-;100;86.3;2.2;0;4.2;12.8
SIA;19030503;-;809.7;-;-;60;78.3;4.6;-0.1;9.5;0
SIA;19030504;-;804.3;-;-;93;88.7;1.8;0;4.8;16.3
SIA;19030505;-;807.4;-;-;73;82.7;2.5;-0.4;8.6;1
SIA;19030506;-;813.5;-;-;80;68.7;3.9;0.6;7;0
SIA;19030507;-;813.7;-;-;53;77.3;4;1.4;10;3
SIA;19030508;-;808.8;-;-;100;94.7;1.7;-0.1;5.4;26.5
SIA;19030509;-;812.2;-;-;47;68;2.6;-2.3;10.3;6
SIA;19030510;-;811.9;-;-;70;76.3;-1.4;-5.1;3.6;10.6
SIA;19030511;-;812.9;-;-;87;78.7;0.6;-7.3;9.4;6.2
SIA;19030512;-;810;-;-;87;72.3;2.7;-2.4;10;6.8
SIA;19030513;-;811.5;-;-;83;61.3;3.4;-1.1;8.8;0.6
SIA;19030514;-;819.8;-;-;60;61;3.4;-0.3;9.4;0
SIA;19030515;-;822.8;-;-;77;66.7;4;-2.4;10.6;0
SIA;19030516;-;822.9;-;-;43;65.3;4;1.5;10.3;0
SIA;19030517;-;816.7;-;-;90;78.3;3.6;-0.1;9.9;3
SIA;19030518;-;815;-;-;20;52;1.3;-1.1;7.6;0
SIA;19030519;-;814.7;-;-;7;49;2.1;-5.1;11.5;0
SIA;19030520;-;818.6;-;-;7;61.7;3.8;-5;10.7;0
SIA;19030521;-;825.2;-;-;3;59.3;5.7;-1.9;13.4;0
SIA;19030522;-;827.4;-;-;0;57.3;7.4;-0.2;15.5;0
SIA;19030523;-;826.4;-;-;7;54;8.6;0.4;13.4;0
SIA;19030524;-;824.6;-;-;13;63.3;7.7;1.8;14.2;0
SIA;19030525;-;821.9;-;-;10;61.3;8;0.4;14.8;0
SIA;19030526;-;818.3;-;-;7;62.7;6.8;0.6;12.8;1.1
SIA;19030527;-;816.6;-;-;93;90.3;4.7;1.7;11;2
SIA;19030528;-;817.9;-;-;27;72.7;7.1;2.7;13.4;0
SIA;19030529;-;816.8;-;-;40;73.7;8.9;0.9;16;0
SIA;19030530;-;813.8;-;-;43;75.7;8;4.5;15.4;2.6
SIA;19030531;-;812.9;-;-;53;81.7;7.4;1.4;15.6;2
SIA;19030601;-;814.1;-;-;67;80.7;8.3;2.2;13.5;1.2
SIA;19030602;-;814.2;-;-;70;81.3;7.4;4.6;13.3;0
SIA;19030603;-;813.2;-;-;80;68;10.1;3.9;16;5.6
SIA;19030604;-;814.4;-;-;87;84;8.2;5.9;13.2;3.7
SIA;19030605;-;818.7;-;-;57;75.3;7.8;5.4;13.1;0
SIA;19030606;-;820.1;-;-;17;62.7;9.1;2.1;15.3;0
SIA;19030607;-;815.6;-;-;37;59.7;8.1;2.4;14;4.5
SIA;19030608;-;767.3;-;-;100;98.3;4;1;8.5;3.6
SIA;19030609;-;815.7;-;-;97;86.7;6.9;3;14.5;1
SIA;19030610;-;812.5;-;-;77;81.7;7.1;3.4;12.5;0.4
SIA;19030611;-;814.1;-;-;77;77;8.2;2.6;14.1;1.3
SIA;19030612;-;814.3;-;-;87;87;7.3;5.5;11;5.9
SIA;19030613;-;813;-;-;97;84.7;7.6;4.9;11.8;20.5
