stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Sonnenscheindauer (min);Relative Luftfeuchtigkeit (%)
BER;18750428;-;-;53;953.8;0;13;2.6;20.1;-;44
BER;18750429;-;-;30;953.8;0;12.9;6.8;17.8;-;57.7
BER;18750430;-;-;0;952.1;0;14.1;2;23;-;53.3
BER;18750501;-;-;63;949.5;6.1;14.6;6.6;22.4;-;56.7
BER;18750502;-;-;93;950.2;9.8;10.9;9;14.8;-;77
BER;18750503;-;-;30;950.2;0;12.9;6.8;18.1;-;55.7
BER;18750504;-;-;100;952.2;2.6;12.3;9.2;15.6;-;72.3
BER;18750505;-;-;47;950.5;4.7;12.2;7.8;17.8;-;62.7
BER;18750506;-;-;17;949.6;0;14.5;4.8;20.6;-;60
BER;18750507;-;-;73;950;14.8;12;6.6;13.1;-;80
BER;18750508;-;-;47;953.2;0;15.3;8.3;21;-;68
BER;18750509;-;-;13;951.1;0;18;8.6;26.8;-;60.7
BER;18750510;-;-;70;953.6;12.3;16;11.6;22.6;-;67.7
BER;18750511;-;-;57;961.4;0;12.3;9;17;-;72
BER;18750512;-;-;20;959.6;0;14;6;18.8;-;54.3
BER;18750513;-;-;20;956.6;0;17;8.3;21.6;-;54.7
BER;18750514;-;-;7;955.9;0;17.6;9;23;-;54.7
BER;18750515;-;-;7;954.7;0;18.3;9.6;24.5;-;55.3
BER;18750516;-;-;20;952.3;0;18.4;9.2;25.1;-;53.3
BER;18750517;-;-;70;948.7;9.5;17.7;10.2;24.6;-;63.3
BER;18750518;-;-;63;945.9;29.7;16.3;12;24.1;-;70.3
BER;18750519;-;-;97;946.9;24.3;10.9;8.8;13.6;-;84.3
BER;18750520;-;-;43;951.2;0;13;8.9;17.9;-;67.3
BER;18750521;-;-;3;949.7;0;16.5;8.2;23.6;-;57.7
BER;18750522;-;-;30;953.1;0;19.8;12.2;25.6;-;56.3
BER;18750523;-;-;90;958.5;0.7;18;14.6;20.9;-;70
BER;18750524;-;-;57;960.3;0;17.7;13.1;22;-;59
BER;18750525;-;-;27;956.9;0;17.8;11;23.8;-;58
BER;18750526;-;-;50;951.4;0;15.9;10;20.9;-;53.3
BER;18750527;-;-;70;949.9;0;9.8;7;12.9;-;58.7
BER;18750528;-;-;0;946.4;0;11.6;2.6;17.4;-;51.7
BER;18750529;-;-;63;940.9;0;16.5;6.1;21.8;-;51.7
BER;18750530;-;-;60;938.6;0;16.1;8.8;22;-;60
BER;18750531;-;-;57;945.9;33.8;17;8.8;22.3;-;65.7
BER;18750601;-;-;63;950.5;0;17.1;11.8;20.1;-;76.3
BER;18750602;-;-;50;949.7;0;19.6;12;24.2;-;63.7
BER;18750603;-;-;67;948.1;0;18.6;13.2;23.1;-;62.3
BER;18750604;-;-;80;947.8;7.1;19;14;23.1;-;69
BER;18750605;-;-;93;949.5;1.2;16.9;14.8;21;-;74.7
BER;18750606;-;-;87;954.8;0.3;17.8;14;24.3;-;72.7
BER;18750607;-;-;17;959.5;0;19.5;13;25.1;-;59.7
BER;18750608;-;-;10;958.2;0;20.5;12.4;26;-;56.7
BER;18750609;-;-;17;950.6;2;21.5;12.6;29.2;-;57.3
BER;18750610;-;-;67;949;2.6;17.5;13.4;23.2;-;64.3
BER;18750611;-;-;63;949.8;0;16.5;12.8;20.8;-;61
BER;18750612;-;-;30;954;0;15.6;11.4;21.8;-;52
BER;18750613;-;-;23;951.7;0;17.6;7.4;25;-;49
BER;18750614;-;-;43;948.8;0;19.9;9;26.6;-;47.7
BER;18750615;-;-;73;946.9;21;17.9;14;25.1;-;63.3
BER;18750616;-;-;50;945.5;6.4;17.5;12;23;-;67.3
BER;18750617;-;-;100;946.8;23.1;14.1;12.2;18.8;-;81
BER;18750618;-;-;100;952.2;0.9;12.8;11;16;-;73
BER;18750619;-;-;100;952.7;9.3;11.2;9.8;13;-;77.3
BER;18750620;-;-;100;950.8;16.5;10.1;8;12;-;80.7
BER;18750621;-;-;40;947.1;0;15.9;5.8;21.4;-;62.7
BER;18750622;-;-;80;951.8;0;17.4;10;20;-;64.7
BER;18750623;-;-;80;952;0.6;18.5;12.6;23.3;-;65
BER;18750624;-;-;100;952.2;14.5;15.1;12.7;18;-;72
BER;18750625;-;-;97;950.6;1.4;14.8;12.3;18.1;-;74
BER;18750626;-;-;97;950.6;1.3;15.2;12;19.6;-;71
BER;18750627;-;-;57;950.9;0;15.9;13.6;19.8;-;69
BER;18750628;-;-;77;948.2;2.4;17.1;11;20.8;-;65
BER;18750629;-;-;100;949.3;0.9;17;15.7;20.8;-;75.3
BER;18750630;-;-;43;951;0;17.7;14.2;22;-;72.3
BER;18750701;-;-;53;948.3;33.6;17.8;12.8;26.6;-;73.3
BER;18750702;-;-;77;948.2;7.4;18.4;14.8;23.8;-;75.3
BER;18750703;-;-;83;948;35.3;17.5;14.2;22.8;-;73.7
BER;18750704;-;-;87;952;7.7;15.6;12.6;20;-;81.7
BER;18750705;-;-;87;954.3;2.7;17.4;12.7;20;-;80.7
BER;18750706;-;-;30;955.9;0;20.7;16;25.7;-;74.3
BER;18750707;-;-;23;953.1;1.7;21.7;15.4;27.4;-;76.3
BER;18750708;-;-;77;948.1;26.6;18.6;15.2;25;-;80
BER;18750709;-;-;90;946.7;1.3;15.3;14.2;20;-;74
BER;18750710;-;-;30;947.4;0.8;15.6;12.2;19.1;-;60
BER;18750711;-;-;83;948.9;21.7;15.9;9.6;21;-;69.3
BER;18750712;-;-;67;955.4;0;13;10;17;-;62
BER;18750713;-;-;17;956.2;0;15;8;19.6;-;60
BER;18750714;-;-;73;951.4;0;15.1;7.3;21;-;66
BER;18750715;-;-;100;945.7;3.2;14.9;10.1;17.2;-;85.3
BER;18750716;-;-;100;942.1;9.8;13.9;13.1;15.9;-;90.3
BER;18750717;-;-;100;941.7;3.6;13.8;12.2;16;-;84.7
BER;18750718;-;-;100;943.3;10.8;14.2;11.8;16.1;-;90.7
BER;18750719;-;-;53;946.4;3.4;17.7;12.9;23.8;-;71.7
BER;18750720;-;-;57;950.3;4.7;18.1;13.9;23;-;71.3
BER;18750721;-;-;70;949;0;16.2;14;19.8;-;76.7
BER;18750722;-;-;60;945.3;13.8;14.1;11.8;20;-;83.7
BER;18750723;-;-;80;944.3;7.9;13.1;10.6;17.1;-;84.7
BER;18750724;-;-;10;948.3;0;16.2;9;22.8;-;62.3
BER;18750725;-;-;97;951.7;2.3;14.8;10.8;17.8;-;88
BER;18750726;-;-;60;958.4;0;16.3;13.6;19.8;-;73.7
BER;18750727;-;-;10;957.7;0;17.1;10.3;22;-;73.3
BER;18750728;-;-;60;956.2;0;18.7;11.1;25.1;-;74.7
BER;18750729;-;-;27;956.5;0;18.3;13.3;23;-;69.7
BER;18750730;-;-;33;954.8;0;19;10.1;24.6;-;63.7
BER;18750731;-;-;57;950.2;9.3;18.2;12;24;-;65.3
BER;18750801;-;-;37;950.7;0;16.6;12;21.1;-;61
BER;18750802;-;-;3;953.7;0;15.9;9;20.9;-;65
BER;18750803;-;-;37;948.9;4.7;16.8;8.8;23;-;74
BER;18750804;-;-;100;941.3;22.5;13.2;11.8;15;-;92
BER;18750805;-;-;100;938.3;39.2;11.3;10.4;13.4;-;91.7
BER;18750806;-;-;100;943.4;2.6;12.6;10.4;14.2;-;88
BER;18750807;-;-;60;951.6;0;16.8;11.7;25;-;77.3
BER;18750808;-;-;7;952.7;0;18.9;11.1;25.8;-;73
BER;18750809;-;-;43;950.8;0;20.5;12.8;27.8;-;75
BER;18750810;-;-;20;952.3;0;21.1;12.8;27.2;-;70.7
BER;18750811;-;-;0;954.1;0;22.2;14;30;-;66.3
BER;18750812;-;-;33;950.7;0.7;23;14.6;31.1;-;62.7
BER;18750813;-;-;97;954.1;0.7;19.2;17.4;23.4;-;80.7
BER;18750814;-;-;47;957.6;0;19.4;15.1;24;-;68.7
BER;18750815;-;-;0;958.9;0;19.9;13.1;25.3;-;74
BER;18750816;-;-;3;959.7;0;21.9;14;29.6;-;71.7
BER;18750817;-;-;0;959.3;0;23.3;15;31.1;-;63.7
BER;18750818;-;-;10;958.5;0;23.7;16.4;31.8;-;63
BER;18750819;-;-;10;955.8;0;24.1;17.3;31.3;-;65
BER;18750820;-;-;60;957;1.9;21.8;16;29.1;-;61
BER;18750821;-;-;57;959.5;8;18.3;15.3;23.4;-;81
BER;18750822;-;-;100;956.5;21.2;15.7;14.9;18;-;91.7
BER;18750823;-;-;53;953;0;16.6;10.5;21.3;-;79.3
BER;18750824;-;-;40;950.7;0;17.8;11.2;24.1;-;76
BER;18750825;-;-;53;953.5;0.7;18.1;14;22.6;-;79.3
BER;18750826;-;-;10;956.9;0;19.8;12.6;26.9;-;73.7
BER;18750827;-;-;23;956.4;0;21.5;14.6;29;-;71.7
BER;18750828;-;-;70;952;10.6;18.2;15.1;24.1;-;79.7
BER;18750829;-;-;97;949.8;18.3;15.3;13.6;17.2;-;92.3
BER;18750830;-;-;97;954.2;0;14.8;13;17.8;-;76.7
BER;18750831;-;-;67;955.9;0;15.3;10;20.4;-;73
BER;18750901;-;-;43;957.7;0;13.9;11.8;18.8;-;67.3
BER;18750902;-;-;23;957;0;13.1;7.6;17.2;-;68.3
BER;18750903;-;-;20;955;0;12.2;6.1;19;-;77.7
BER;18750904;-;-;60;954.8;0;15.7;10.2;22.6;-;73.7
BER;18750905;-;-;33;957.4;0;15.3;9;21.2;-;68.3
BER;18750906;-;-;3;957.3;0;15.4;9;20;-;69
BER;18750907;-;-;3;956.7;0;15.5;8.6;22.1;-;74
BER;18750908;-;-;0;953.6;0;16.7;9.1;24.8;-;77.3
BER;18750909;-;-;67;951.5;1.6;17.9;10.9;24;-;77.7
BER;18750910;-;-;73;949.5;11.8;17.1;13;23.6;-;82
BER;18750911;-;-;40;952.9;0;17.1;12;22.8;-;86
BER;18750912;-;-;33;956.3;0;18;13.1;25;-;82.3
BER;18750913;-;-;30;954.4;0;18.1;11.7;24.9;-;81
BER;18750914;-;-;50;950.5;0;16.7;12.8;21.1;-;74.3
BER;18750915;-;-;40;952.1;0;13.4;9.4;18.1;-;82
BER;18750916;-;-;43;955.2;0;15.7;10.1;22.6;-;78
BER;18750917;-;-;27;956.2;0;16.5;11;23;-;79.7
BER;18750918;-;-;3;955.5;0;15.9;10;23.3;-;71
BER;18750919;-;-;13;955.8;4.1;16.5;9.6;23.2;-;77
BER;18750920;-;-;93;954.4;0;16.9;14.8;21.8;-;81.3
BER;18750921;-;-;100;951.2;0;16.1;14;19.8;-;90
BER;18750922;-;-;93;950.4;21.4;17.1;14.3;20.1;-;87
BER;18750923;-;-;97;954;12.8;15.6;13.8;19;-;93
BER;18750924;-;-;87;956.5;0;12.1;9.6;15.9;-;93.3
BER;18750925;-;-;100;956.4;1.4;12;8.2;14.8;-;94
BER;18750926;-;-;83;953.6;0;15.6;13.6;19.3;-;89.7
BER;18750927;-;-;73;953;1.7;14.5;12.8;22;-;84.3
BER;18750928;-;-;60;952.9;6.2;12;9.8;16.2;-;77
BER;18750929;-;-;60;947.6;13.3;10.6;7.6;13.8;-;79.7
BER;18750930;-;-;97;950.8;3.4;9.6;7;13.2;-;75
BER;18751001;-;-;37;954.3;0;8.6;5.4;13.6;-;77.7
BER;18751002;-;-;37;952;2.7;10.3;3;16.3;-;81.3
BER;18751003;-;-;77;953.8;2.5;10.5;8.9;15.1;-;81.3
BER;18751004;-;-;100;955.3;11.2;10.3;8.7;12.4;-;85.7
BER;18751005;-;-;43;959.2;0;14.6;11;20.8;-;85
BER;18751006;-;-;80;963.6;0;13.6;9.2;18;-;77
BER;18751007;-;-;37;963.4;0;9;5.7;14.4;-;84.3
BER;18751008;-;-;33;957.8;0;10.1;5.9;14.4;-;84
BER;18751009;-;-;27;949.1;0;11.9;6.2;17.4;-;77.7
BER;18751010;-;-;100;949.3;16.8;7.4;5.3;11;-;88.3
BER;18751011;-;-;73;939.5;5.7;8.2;4;12.2;-;79
BER;18751012;-;-;97;934.5;2;7.1;4.8;11.1;-;75.7
BER;18751013;-;-;87;926.4;3.3;6.3;4;9.8;-;80
BER;18751014;-;-;93;918.8;4.5;6.7;5;10;-;89.3
BER;18751015;-;-;100;931.3;0.6;6.6;5.9;7.6;-;90.7
BER;18751016;-;-;100;941.3;0;7.6;6.1;9.8;-;82.3
BER;18751017;-;-;20;946.3;0;6.5;3;11.2;-;79.3
BER;18751018;-;-;57;946.1;0;8.1;3;14;-;85
BER;18751019;-;-;80;945.6;0;10.7;5.4;14.8;-;85
BER;18751020;-;-;100;942.1;7.4;8.7;6.8;11.8;-;94.3
BER;18751021;-;-;17;945.5;0;9.2;5.8;16.1;-;82
BER;18751022;-;-;83;942;8.4;7.9;6.8;9.1;-;95
BER;18751023;-;-;93;936.1;11.8;9.2;6.4;11.9;-;85
BER;18751024;-;-;100;942.6;16;6.2;5.8;8;-;89.7
BER;18751025;-;-;93;952.5;0;3.1;1.1;5.1;-;78.3
BER;18751026;-;-;33;951.8;0;1.4;-1;5.4;-;71
BER;18751027;-;-;87;945.6;14.9;2.7;-2.3;4.8;-;89
BER;18751028;-;-;100;944.3;3.5;6.9;4.9;8.6;-;92.3
BER;18751029;-;-;100;946.6;0.1;3.2;2.8;5.8;-;95.3
BER;18751030;-;-;100;946.5;0;3.8;2.7;5.4;-;93.3
BER;18751031;-;-;80;944.2;2.9;4.7;3.2;6.6;-;88.7
BER;18751101;-;-;100;944.8;4;4.5;3.4;6.6;-;92.7
BER;18751102;-;-;100;950;0;3.1;2.1;4.2;-;93
BER;18751103;-;-;40;951.3;0;3.5;1.4;7.8;-;81.7
BER;18751104;-;-;100;949.4;18.1;5.9;2;6.9;-;89.3
BER;18751105;-;-;93;949.4;0;8;5.3;11;-;86
BER;18751106;-;-;97;939.8;18.8;8.9;6.6;10;-;83.3
BER;18751107;-;-;93;940;4.5;6.3;5.5;8.8;-;79.3
BER;18751108;-;-;80;936.9;3.4;4.8;2.6;7.6;-;78.7
BER;18751109;-;-;100;938.5;55.6;7.2;0.8;11.9;-;85.3
BER;18751110;-;-;100;935.5;5.8;13.4;8.8;17.6;-;63.7
BER;18751111;-;-;97;935.8;17.4;8.3;6;12.8;-;71.3
BER;18751112;-;-;70;949.8;2.3;4.7;1.4;6.8;-;80
BER;18751113;-;-;60;951.5;0;4.5;0.8;8.2;-;80.3
BER;18751114;-;-;57;946.2;11.2;9.7;4;15.1;-;69
BER;18751115;-;-;67;956;0;4.6;1;8.1;-;71
BER;18751116;-;-;63;957.8;0.5;1.8;-1.2;3.9;-;86.7
BER;18751117;-;-;83;958;12.4;5.4;1.6;7.2;-;91
BER;18751118;-;-;83;957.5;1.5;7.9;5;11;-;82.7
BER;18751119;-;-;63;949.4;21.3;7.2;5.2;10.4;-;76
BER;18751120;-;-;83;938.3;14.3;2.2;0.1;6.2;-;85.3
BER;18751121;-;-;100;938.2;1.2;-0.2;-1;0.9;-;89.3
BER;18751122;-;-;100;944.6;1.3;0.8;-0.4;2.6;-;87
BER;18751123;-;-;100;948.6;0;0.5;0.1;1.3;-;82
BER;18751124;-;-;100;946;0;-0.9;-1.8;-0.1;-;89.7
BER;18751125;-;-;100;942;0.8;-2.3;-3.2;-1.6;-;87.3
BER;18751126;-;-;100;942.5;0;-2.6;-4.6;0.2;-;77
BER;18751127;-;-;77;946.6;0;-3.5;-7.2;-1.3;-;66.3
BER;18751128;-;-;100;942.7;0;-5.4;-8.2;-4.3;-;88
BER;18751129;-;-;97;937.7;0;-5.4;-7.2;-3;-;79.7
BER;18751130;-;-;97;935.8;0;-3.7;-7.3;-2;-;73.3
BER;18751201;-;-;100;937.6;0;-5.2;-6;-3.9;-;81
BER;18751202;-;-;100;936.6;0;-5.4;-6.1;-5;-;83.3
BER;18751203;-;-;100;934.3;0;-6.3;-6.5;-5.6;-;90.7
BER;18751204;-;-;77;934.1;0;-6.3;-7.4;-5.1;-;80
BER;18751205;-;-;97;933.8;0;-8.2;-9.6;-7;-;80.3
BER;18751206;-;-;67;944;0;-8.8;-10.3;-5.9;-;77
BER;18751207;-;-;100;950.1;0;-9.2;-9.2;-8.2;-;84.3
BER;18751208;-;-;63;954.5;0;-9.1;-10.4;-6.9;-;79.7
BER;18751209;-;-;77;954.1;0;-4.5;-9.3;-1.4;-;74.7
BER;18751210;-;-;20;955.7;0;-8.4;-10.8;-4.4;-;80.7
BER;18751211;-;-;90;951.7;0.4;-3.7;-9.2;-1.4;-;74.7
BER;18751212;-;-;93;953.1;0.9;-0.4;-3;1;-;83
BER;18751213;-;-;70;954.2;0;-0.5;-3.8;3.1;-;87.7
BER;18751214;-;-;100;955.8;0;-3.1;-5.2;-2.1;-;88
BER;18751215;-;-;100;957.8;0;-4.7;-5.7;-3.4;-;85.3
BER;18751216;-;-;100;957.5;0;-5.5;-8;-2.7;-;88
BER;18751217;-;-;83;953.6;0;-6.6;-10;-2.3;-;84.7
BER;18751218;-;-;43;951.6;0;-4.7;-9.6;0.7;-;82.7
BER;18751219;-;-;97;950.9;0;-7.1;-10;-3.9;-;89
BER;18751220;-;-;100;953.4;1.7;0.1;-6.1;2.5;-;87.7
BER;18751221;-;-;97;956.7;0.7;2;-0.2;4.8;-;91.3
BER;18751222;-;-;73;958.5;0.4;3.4;0.9;5;-;88.3
BER;18751223;-;-;97;961.3;0.5;4.8;2;6.6;-;87.3
BER;18751224;-;-;93;963.7;0;0.6;-1.6;2.9;-;93.7
BER;18751225;-;-;87;963.5;1.3;2.2;0.9;3.9;-;88.3
BER;18751226;-;-;90;961.8;0;0.5;-1;1.8;-;94.7
BER;18751227;-;-;57;959.9;0;-1.5;-4;0.8;-;94
BER;18751228;-;-;3;962.2;0;-2.4;-4.4;0.2;-;85.7
BER;18751229;-;-;100;959.7;0;-2.5;-5.2;-0.2;-;91.3
BER;18751230;-;-;80;956.9;0.4;-0.4;-2.9;0.9;-;91.7
BER;18751231;-;-;100;957.8;0;-2;-5.7;-0.7;-;86
BER;18760101;-;-;47;957.9;0;-2;-3.8;1.1;-;81
BER;18760102;-;-;80;956.4;3.1;0.6;-4.2;4;-;78
BER;18760103;-;-;100;956.6;16.9;3.6;0.9;5.1;-;92.3
BER;18760104;-;-;77;953.5;6.8;1.8;-5;5.2;-;89.3
BER;18760105;-;-;10;956.3;0;-7.3;-9.2;-4.3;-;65.3
BER;18760106;-;-;93;952.9;0;-7.9;-10.9;-5.9;-;76
BER;18760107;-;-;33;946.3;0;-9.5;-10.8;-7.2;-;79
BER;18760108;-;-;90;945.8;0;-7.7;-11.4;-5.8;-;79
BER;18760109;-;-;83;942.4;0;-4.4;-7.2;-1;-;84
BER;18760110;-;-;100;948.9;0;-4.2;-8.6;-2.1;-;86
BER;18760111;-;-;100;950.9;0;-2.4;-3.4;-1.2;-;85
BER;18760112;-;-;100;948.4;0;-5.6;-6.1;-2.7;-;94.3
BER;18760113;-;-;100;942.7;0;-5.4;-7.3;-4.2;-;86
BER;18760114;-;-;100;948.5;0;-2.1;-4.1;-1;-;90
BER;18760115;-;-;100;957.8;0;-2;-2.1;-1.1;-;92.7
BER;18760116;-;-;100;960.2;0;-3.7;-4.1;-3.2;-;86.7
BER;18760117;-;-;93;959.9;0;-2.7;-4.9;0.2;-;78
BER;18760118;-;-;80;959.5;1.8;0.2;-5;1.8;-;86.3
BER;18760119;-;-;100;961.7;0;-0.2;-2.6;0.8;-;84.3
BER;18760120;-;-;100;956.9;0;-2.1;-4.2;0.1;-;85
BER;18760121;-;-;100;949.9;0;-0.9;-4.1;1;-;84.7
BER;18760122;-;-;100;955.6;1.8;1.9;-0.2;4.2;-;89
BER;18760123;-;-;77;967.5;0;0;-1.2;1.8;-;92
BER;18760124;-;-;100;970.1;0;-2.7;-4;-1.2;-;92
BER;18760125;-;-;100;967.4;0;-4;-5.4;-1.8;-;87.3
BER;18760126;-;-;63;966;0;-1.6;-5;4.7;-;78.7
BER;18760127;-;-;50;963.1;0;-1.3;-4.7;4.8;-;86
BER;18760128;-;-;93;959.1;0;-2.3;-4.6;1;-;92.3
BER;18760129;-;-;97;960.4;0;-2.2;-3.9;-0.8;-;91.7
BER;18760130;-;-;100;964;0;-2.9;-4.8;-1;-;89
BER;18760131;-;-;100;964.2;0;-3.8;-4.9;-1.8;-;90
BER;18760201;-;-;100;959.7;0;-4.3;-5.9;-3;-;87.7
BER;18760202;-;-;77;960.4;0;-3.7;-6.3;1;-;81.3
BER;18760203;-;-;97;959.6;0;-2.5;-6.4;0.9;-;86
BER;18760204;-;-;93;947.2;0.6;-0.7;-4.7;2.2;-;88.7
BER;18760205;-;-;100;936.5;0;-1.9;-3.6;0.4;-;85.3
BER;18760206;-;-;77;935.4;1.5;-3.3;-5;0;-;70
BER;18760207;-;-;80;936.7;0.6;-4.2;-6.2;-1.2;-;77.3
BER;18760208;-;-;100;939.1;0.4;-3.6;-5.9;-1.1;-;77
BER;18760209;-;-;63;943;0;-3.2;-6.8;1.8;-;79.3
BER;18760210;-;-;100;940.7;0.4;-4;-7.8;-0.4;-;79
BER;18760211;-;-;77;945.2;0;-6.6;-9.1;-3.1;-;66
BER;18760212;-;-;10;945.7;0;-7;-11;-0.4;-;77
BER;18760213;-;-;67;945.1;0;-2.7;-11.4;0.4;-;73.7
BER;18760214;-;-;80;948;9.2;1.9;-3.3;4.2;-;85.7
BER;18760215;-;-;87;952.2;9.7;4.1;-0.9;5.9;-;76.7
BER;18760216;-;-;100;953;20.5;7.8;4;9.8;-;76.3
BER;18760217;-;-;100;953.5;3.8;7.7;6.4;9.1;-;82.7
BER;18760218;-;-;13;946.3;0;7.5;4;15;-;73.7
BER;18760219;-;-;70;943.9;0;8.9;3;11.5;-;66.7
BER;18760220;-;-;97;948.4;30.3;8.1;5;10;-;85.7
BER;18760221;-;-;100;957.1;6.6;8.1;4.9;12.4;-;88
BER;18760222;-;-;53;955.3;4.3;9.2;2.6;15.5;-;72.7
BER;18760223;-;-;100;949.3;45.8;4.5;2.2;6.6;-;86.3
BER;18760224;-;-;100;952.6;0.4;1.9;0.2;4;-;82
BER;18760225;-;-;90;950.1;0;2.1;-0.9;7;-;72
BER;18760226;-;-;97;944.3;7;6.3;1.5;8.1;-;78.7
BER;18760227;-;-;97;942.4;32.5;8.3;5;9.8;-;81.7
BER;18760228;-;-;73;953.5;10;6;4.1;7.6;-;79.7
BER;18760229;-;-;97;954.5;0;7.8;6.2;11.2;-;75.7
BER;18760301;-;-;90;948.4;16.8;9.3;6.2;14;-;74
BER;18760302;-;-;93;952.9;14.3;4.5;3.2;7.8;-;76.7
BER;18760303;-;-;97;952.9;9;7.7;4.8;9.2;-;84
BER;18760304;-;-;27;948.3;17.8;8;2.2;14;-;75.7
BER;18760305;-;-;67;951.4;6.9;4;1.8;8;-;76.3
BER;18760306;-;-;100;950.1;21.6;7.8;2.8;10.9;-;82
BER;18760307;-;-;93;947.4;11.8;3.4;4.6;7.2;-;82
BER;18760308;-;-;100;947.6;0.7;3.1;0.6;5.3;-;73.7
BER;18760309;-;-;100;929.4;22;3.2;1.8;7.4;-;79.7
BER;18760310;-;-;77;925.1;6.2;3.4;0.9;8;-;66
BER;18760311;-;-;80;930.8;6.6;3.3;1.3;5.7;-;72.7
BER;18760312;-;-;100;930.7;56.3;8.3;2.4;10.9;-;73
BER;18760313;-;-;100;939.4;27.9;2.5;1.4;5.8;-;87.3
BER;18760314;-;-;97;951.1;0;4.2;0.8;6.1;-;61
BER;18760315;-;-;43;943.6;6.7;9.1;0.1;14.6;-;49.7
BER;18760316;-;-;97;944.9;11.3;5.9;2;7.4;-;61
BER;18760317;-;-;100;940.2;10.9;5.8;2.8;9.2;-;85
BER;18760318;-;-;83;942.8;2.7;-0.8;-2.7;2.1;-;72
BER;18760319;-;-;87;940.5;6.1;-2.5;-4.2;3.8;-;77.3
BER;18760320;-;-;53;944.2;0;-3.3;-8.8;2.7;-;73
BER;18760321;-;-;30;944.2;0;-2.3;-6;1.7;-;64.3
BER;18760322;-;-;100;937.5;9.2;-3.1;-5.4;-1;-;75
BER;18760323;-;-;100;940.8;6.3;0.5;-2;2.1;-;87
BER;18760324;-;-;100;937.8;0;2.4;0.9;4.5;-;87
BER;18760325;-;-;100;929.2;5;2.9;1;4.9;-;87
BER;18760326;-;-;90;931.8;4.7;4.7;1.4;9;-;83.7
BER;18760327;-;-;70;935.7;0;5.4;-0.4;10.6;-;82.3
BER;18760328;-;-;70;934.2;10.8;8.7;3.7;13.8;-;76
BER;18760329;-;-;73;939;11.6;6.5;3.7;9.8;-;83
BER;18760330;-;-;0;943.5;0;6.7;2.1;12.3;-;65
BER;18760331;-;-;43;937.5;0;7;1.1;13.7;-;66.3
BER;18760401;-;-;53;936.7;0;9.2;3.6;15;-;65
BER;18760402;-;-;73;944.3;0;9.7;7;14;-;72
BER;18760403;-;-;93;950.3;1.6;10.2;7.8;13.4;-;84.7
BER;18760404;-;-;70;957.4;0;12;9.5;15.1;-;75.7
BER;18760405;-;-;10;957.8;0;9.9;8.1;14.2;-;65
BER;18760406;-;-;33;954.2;0;10;5.5;14;-;63
BER;18760407;-;-;7;953.3;0;10.5;4.6;15.2;-;67.7
BER;18760408;-;-;3;950.2;0;10.1;5.2;15.8;-;61.7
BER;18760409;-;-;47;953.2;0;10;5.9;14.7;-;68
BER;18760410;-;-;50;946.4;0;11.1;4;17.4;-;61.3
BER;18760411;-;-;100;943.1;36.3;8.6;3;12.6;-;75.7
BER;18760412;-;-;73;944.5;6;1.6;0.6;3.4;-;90
BER;18760413;-;-;17;945.6;0;0.5;-1.8;3.3;-;70.3
BER;18760414;-;-;13;940.8;0;2.7;-3;5.2;-;65
BER;18760415;-;-;100;941.9;0;4.3;2.7;4.9;-;79
BER;18760416;-;-;100;940.7;0;6.9;5.1;9.3;-;85.7
BER;18760417;-;-;70;938.7;0;7;4.9;10.4;-;78
BER;18760418;-;-;77;934.2;10.1;8.5;4.6;11.6;-;73.7
BER;18760419;-;-;93;933.9;9;7.4;6;9.8;-;86.3
BER;18760420;-;-;77;939.5;0.2;10.4;6;13.5;-;69
BER;18760421;-;-;83;941.7;16;10.9;8.1;14.4;-;67.7
BER;18760422;-;-;97;943.3;0.4;9.4;8.4;11;-;79.3
BER;18760423;-;-;100;947.4;11.3;9;7.6;10.9;-;82.3
BER;18760424;-;-;100;947.2;5.7;8.5;6.6;10.8;-;88.3
BER;18760425;-;-;100;956.1;7.5;8.6;8;10.1;-;81.3
BER;18760426;-;-;93;954.9;4.5;8;6.1;11.1;-;84.7
BER;18760427;-;-;27;949.9;0;7.6;4;12.4;-;68.7
BER;18760428;-;-;73;941.8;17.3;9;3;12.8;-;72.7
BER;18760429;-;-;83;940.4;15.5;8.6;6.7;12.4;-;77.3
BER;18760430;-;-;50;941.4;1.5;9.2;6;14.7;-;73.7
BER;18760501;-;-;63;942.5;12.4;9.9;6;14.9;-;73.7
BER;18760502;-;-;97;946.9;18.9;7.2;5;10.1;-;81
BER;18760503;-;-;83;951.8;12.9;5.3;4;9.6;-;80.3
BER;18760504;-;-;97;956.3;1;5.9;4.2;7.6;-;79.7
BER;18760505;-;-;97;953.6;10.2;5.7;4.1;9;-;83
BER;18760506;-;-;83;948.2;0;7;4.1;9.3;-;75
BER;18760507;-;-;80;946.9;0;7.4;5.7;10.1;-;67
BER;18760508;-;-;97;944.6;0;7.3;5.8;8.8;-;71.3
BER;18760509;-;-;100;946.2;0;6.7;6.1;7.7;-;82.7
BER;18760510;-;-;100;946.4;0;6.6;6;7.8;-;77
BER;18760511;-;-;100;945.3;0.5;5.9;5.1;7.3;-;83
