stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur
CHM;19020117;-;-;-;-;-;-;0;-2.5;-;-
CHM;19020118;-;-;-;-;-;-;0;-4.3;-;-
CHM;19020119;-;-;-;-;-;-;0;-4.1;-;-
CHM;19020120;-;-;-;-;-;-;0;-3.7;-;-
CHM;19020121;-;-;-;-;-;-;0;-1.5;-;-
CHM;19020122;-;-;-;-;-;-;0;-1.7;-;-
CHM;19020123;-;-;-;-;-;-;0;-2.5;-;-
CHM;19020124;-;-;-;-;-;-;0;0;-;-
CHM;19020125;-;-;-;-;-;-;17.2;-2.8;-;-
CHM;19020126;-;-;-;-;-;-;7.3;-6.1;-;-
CHM;19020127;-;-;-;-;-;-;12;-6.6;-;-
CHM;19020128;-;-;-;-;-;-;12.2;-2.5;-;-
CHM;19020129;-;-;-;-;-;-;0.6;-3.8;-;-
CHM;19020130;-;-;-;-;-;-;0.2;-5.9;-;-
CHM;19020131;-;-;-;-;-;-;0.8;-5.9;-;-
CHM;19020201;-;-;-;-;-;-;0;-10.3;-;-
CHM;19020202;-;-;-;-;-;-;0;-6.4;-;-
CHM;19020203;-;-;-;-;-;-;7.5;-2.2;-;-
CHM;19020204;-;-;-;-;-;-;0.1;-4.2;-;-
CHM;19020205;-;-;-;-;-;-;0;-5.5;-;-
CHM;19020206;-;-;-;-;-;-;12;0.5;-;-
CHM;19020207;-;-;-;-;-;-;20;2;-;-
CHM;19020208;-;-;-;-;-;-;5.2;-1;-;-
CHM;19020209;-;-;-;-;-;-;10.2;-0.3;-;-
CHM;19020210;-;-;-;-;-;-;0;-2;-;-
CHM;19020211;-;-;-;-;-;-;0;-4.5;-;-
CHM;19020212;-;-;-;-;-;-;8;-3.5;-;-
CHM;19020213;-;-;-;-;-;-;7;-2.8;-;-
CHM;19020214;-;-;-;-;-;-;7.8;-3.6;-;-
CHM;19020215;-;-;-;-;-;-;1.8;-8.4;-;-
CHM;19020216;-;-;-;-;-;-;0;-9.3;-;-
CHM;19020217;-;-;-;-;-;-;0;-7.8;-;-
CHM;19020218;-;-;-;-;-;-;0;-2.4;-;-
CHM;19020219;-;-;-;-;-;-;0;-2.6;-;-
CHM;19020220;-;-;-;-;-;-;0;-2.5;-;-
CHM;19020221;-;-;-;-;-;-;0;-2.1;-;-
CHM;19020222;-;-;-;-;-;-;0;0;-;-
CHM;19020223;-;-;-;-;-;-;0;1.9;-;-
CHM;19020224;-;-;-;-;-;-;0;1.5;-;-
CHM;19020225;-;-;-;-;-;-;4.8;1.5;-;-
CHM;19020226;-;-;-;-;-;-;5.8;0.9;-;-
CHM;19020227;-;-;-;-;-;-;6;1.1;-;-
CHM;19020228;-;-;-;-;-;-;15;2.4;-;-
CHM;19020301;-;-;-;-;-;-;9.5;1.5;-;-
CHM;19020302;-;-;-;-;-;-;0;1.6;-;-
CHM;19020303;-;-;-;-;-;-;0;1.9;-;-
CHM;19020304;-;-;-;-;-;-;0;0.2;-;-
CHM;19020305;-;-;-;-;-;-;0;-0.9;-;-
CHM;19020306;-;-;-;-;-;-;0;3.4;-;-
CHM;19020307;-;-;-;-;-;-;0;3.9;-;-
CHM;19020308;-;-;-;-;-;-;12;1.2;-;-
CHM;19020309;-;-;-;-;-;-;0;0.9;-;-
CHM;19020310;-;-;-;-;-;-;5;-1.1;-;-
CHM;19020311;-;-;-;-;-;-;0;-1;-;-
CHM;19020312;-;-;-;-;-;-;0;0.5;-;-
CHM;19020313;-;-;-;-;-;-;0;0.8;-;-
CHM;19020314;-;-;-;-;-;-;0;2.5;-;-
CHM;19020315;-;-;-;-;-;-;10;0.9;-;-
CHM;19020316;-;-;-;-;-;-;7.8;-0.9;-;-
CHM;19020317;-;-;-;-;-;-;0;-1.6;-;-
CHM;19020318;-;-;-;-;-;-;0;2.2;-;-
CHM;19020319;-;-;-;-;-;-;0;5.4;-;-
CHM;19020320;-;-;-;-;-;-;0;5.7;-;-
CHM;19020321;-;-;-;-;-;-;14;5.2;-;-
CHM;19020322;-;-;-;-;-;-;22;-0.6;-;-
CHM;19020323;-;-;-;-;-;-;1.8;-0.6;-;-
CHM;19020324;-;-;-;-;-;-;3;-1.3;-;-
CHM;19020325;-;-;-;-;-;-;7.2;-1;-;-
CHM;19020326;-;-;-;-;-;-;7.7;-1.9;-;-
CHM;19020327;-;-;-;-;-;-;17.8;0.1;-;-
CHM;19020328;-;-;-;-;-;-;6.4;4.3;-;-
CHM;19020329;-;-;-;-;-;-;21.8;3.4;-;-
CHM;19020330;-;-;-;-;-;-;4.6;1.1;-;-
CHM;19020331;-;-;-;-;-;-;0;3.7;-;-
CHM;19020401;-;-;-;-;-;-;0;8.1;-;-
CHM;19020402;-;-;-;-;-;-;2;9.9;-;-
CHM;19020403;-;-;-;-;-;-;3;6.8;-;-
CHM;19020404;-;-;-;-;-;-;1.4;5.4;-;-
CHM;19020405;-;-;-;-;-;-;0;5.3;-;-
CHM;19020406;-;-;-;-;-;-;0;1.8;-;-
CHM;19020407;-;-;-;-;-;-;0;-0.4;-;-
CHM;19020408;-;-;-;-;-;-;0;3.6;-;-
CHM;19020409;-;-;-;-;-;-;4;6.7;-;-
CHM;19020410;-;-;-;-;-;-;3;5.1;-;-
CHM;19020411;-;-;-;-;-;-;3.5;7.2;-;-
CHM;19020412;-;-;-;-;-;-;0;9.2;-;-
CHM;19020413;-;-;-;-;-;-;0;8.5;-;-
CHM;19020414;-;-;-;-;-;-;0;9.6;-;-
CHM;19020415;-;-;-;-;-;-;0;11.8;-;-
CHM;19020416;-;-;-;-;-;-;20;9.8;-;-
CHM;19020417;-;-;-;-;-;-;8.6;5.6;-;-
CHM;19020418;-;-;-;-;-;-;0;8.2;-;-
CHM;19020419;-;-;-;-;-;-;0;8.3;-;-
CHM;19020420;-;-;-;-;-;-;5.8;10.1;-;-
CHM;19020421;-;-;-;-;-;-;0;9.2;-;-
CHM;19020422;-;-;-;-;-;-;8;10.3;-;-
CHM;19020423;-;-;-;-;-;-;0.5;7.2;-;-
CHM;19020424;-;-;-;-;-;-;0;8;-;-
CHM;19020425;-;-;-;-;-;-;1;10.2;-;-
CHM;19020426;-;-;-;-;-;-;14.4;8.2;-;-
CHM;19020427;-;-;-;-;-;-;2;5.9;-;-
CHM;19020428;-;-;-;-;-;-;0;1.5;-;-
CHM;19020429;-;-;-;-;-;-;0;3.6;-;-
CHM;19020430;-;-;-;-;-;-;0;2.5;-;-
CHM;19020501;-;-;-;-;-;-;19.4;0.8;-;-
CHM;19020502;-;-;-;-;-;-;3;3.4;-;-
CHM;19020503;-;-;-;-;-;-;0;4.6;-;-
CHM;19020504;-;-;-;-;-;-;2.5;3.5;-;-
CHM;19020505;-;-;-;-;-;-;3;0.5;-;-
CHM;19020506;-;-;-;-;-;-;0;-0.5;-;-
CHM;19020507;-;-;-;-;-;-;0.1;-1.4;-;-
CHM;19020508;-;-;-;-;-;-;5;-0.6;-;-
CHM;19020509;-;-;-;-;-;-;3;-0.4;-;-
CHM;19020510;-;-;-;-;-;-;0.8;1.5;-;-
CHM;19020511;-;-;-;-;-;-;0.2;2.4;-;-
CHM;19020512;-;-;-;-;-;-;0;2.4;-;-
CHM;19020513;-;-;-;-;-;-;3;2.1;-;-
CHM;19020514;-;-;-;-;-;-;0;2;-;-
CHM;19020515;-;-;-;-;-;-;12;3;-;-
CHM;19020516;-;-;-;-;-;-;12.8;2.8;-;-
CHM;19020517;-;-;-;-;-;-;64.4;5.5;-;-
CHM;19020518;-;-;-;-;-;-;21;0.9;-;-
CHM;19020519;-;-;-;-;-;-;2;-0.1;-;-
CHM;19020520;-;-;-;-;-;-;0;-0.5;-;-
CHM;19020521;-;-;-;-;-;-;0;1.3;-;-
CHM;19020522;-;-;-;-;-;-;0;1.6;-;-
CHM;19020523;-;-;-;-;-;-;0;3.8;-;-
CHM;19020524;-;-;-;-;-;-;0;4.9;-;-
CHM;19020525;-;-;-;-;-;-;0;9.1;-;-
CHM;19020526;-;-;-;-;-;-;0;9.1;-;-
CHM;19020527;-;-;-;-;-;-;0;11.3;-;-
CHM;19020528;-;-;-;-;-;-;0;14;-;-
CHM;19020529;-;-;-;-;-;-;0;14.9;-;-
CHM;19020530;-;-;-;-;-;-;0;13.4;-;-
CHM;19020531;-;-;-;-;-;-;0;14.8;-;-
CHM;19020601;-;-;-;-;-;-;0;18;-;-
CHM;19020602;-;-;-;-;-;-;0;18;-;-
CHM;19020603;-;-;-;-;-;-;0;18.3;-;-
CHM;19020604;-;-;-;-;-;-;0;12.6;-;-
CHM;19020605;-;-;-;-;-;-;0;10.4;-;-
CHM;19020606;-;-;-;-;-;-;0;10.1;-;-
CHM;19020607;-;-;-;-;-;-;6.4;8.7;-;-
CHM;19020608;-;-;-;-;-;-;0;5.1;-;-
CHM;19020609;-;-;-;-;-;-;3.2;7.3;-;-
CHM;19020610;-;-;-;-;-;-;0;6.6;-;-
CHM;19020611;-;-;-;-;-;-;4.5;7;-;-
CHM;19020612;-;-;-;-;-;-;6.7;10.5;-;-
CHM;19020613;-;-;-;-;-;-;5.1;7.4;-;-
CHM;19020614;-;-;-;-;-;-;5.6;4.2;-;-
CHM;19020615;-;-;-;-;-;-;4.2;5.6;-;-
CHM;19020616;-;-;-;-;-;-;2.6;4.2;-;-
CHM;19020617;-;-;-;-;-;-;0;4.7;-;-
CHM;19020618;-;-;-;-;-;-;0.3;6.8;-;-
CHM;19020619;-;-;-;-;-;-;0;9.4;-;-
CHM;19020620;-;-;-;-;-;-;12;7.7;-;-
CHM;19020621;-;-;-;-;-;-;5.2;7.5;-;-
CHM;19020622;-;-;-;-;-;-;0;11.1;-;-
CHM;19020623;-;-;-;-;-;-;0;13.5;-;-
CHM;19020624;-;-;-;-;-;-;0;14.8;-;-
CHM;19020625;-;-;-;-;-;-;0;11.6;-;-
CHM;19020626;-;-;-;-;-;-;0;13;-;-
CHM;19020627;-;-;-;-;-;-;0;14;-;-
CHM;19020628;-;-;-;-;-;-;0;16.6;-;-
CHM;19020629;-;-;-;-;-;-;0;16.2;-;-
CHM;19020630;-;-;-;-;-;-;0;17.5;-;-
CHM;19020701;-;-;-;-;-;-;0;16.6;-;-
CHM;19020702;-;-;-;-;-;-;2.4;11.7;-;-
CHM;19020703;-;-;-;-;-;-;0;13.2;-;-
CHM;19020704;-;-;-;-;-;-;0;16.6;-;-
CHM;19020705;-;-;-;-;-;-;0;18;-;-
CHM;19020706;-;-;-;-;-;-;0;19.7;-;-
CHM;19020707;-;-;-;-;-;-;0;20.8;-;-
CHM;19020708;-;-;-;-;-;-;0;21.7;-;-
CHM;19020709;-;-;-;-;-;-;2.2;21.1;-;-
CHM;19020710;-;-;-;-;-;-;5;15.4;-;-
CHM;19020711;-;-;-;-;-;-;0;8;-;-
CHM;19020712;-;-;-;-;-;-;0;9.9;-;-
CHM;19020713;-;-;-;-;-;-;0;16.3;-;-
CHM;19020714;-;-;-;-;-;-;0;21.3;-;-
CHM;19020715;-;-;-;-;-;-;23.2;22;-;-
CHM;19020716;-;-;-;-;-;-;3.8;19.3;-;-
CHM;19020717;-;-;-;-;-;-;4.6;15.4;-;-
CHM;19020718;-;-;-;-;-;-;4.1;17.5;-;-
CHM;19020719;-;-;-;-;-;-;0;12.3;-;-
CHM;19020720;-;-;-;-;-;-;3.8;10.1;-;-
CHM;19020721;-;-;-;-;-;-;7.6;7.4;-;-
CHM;19020722;-;-;-;-;-;-;0;8.1;-;-
CHM;19020723;-;-;-;-;-;-;0;10.4;-;-
CHM;19020724;-;-;-;-;-;-;4;10.7;-;-
CHM;19020725;-;-;-;-;-;-;0;13.2;-;-
CHM;19020726;-;-;-;-;-;-;0;18.5;-;-
CHM;19020727;-;-;-;-;-;-;2.8;15.2;-;-
CHM;19020728;-;-;-;-;-;-;0;10.2;-;-
CHM;19020729;-;-;-;-;-;-;0;11.8;-;-
CHM;19020730;-;-;-;-;-;-;0;13.9;-;-
CHM;19020731;-;-;-;-;-;-;6;15.1;-;-
CHM;19020801;-;-;-;-;-;-;39.2;13.5;-;-
CHM;19020802;-;-;-;-;-;-;32.2;11;-;-
CHM;19020803;-;-;-;-;-;-;0;10.9;-;-
CHM;19020804;-;-;-;-;-;-;0;12.8;-;-
CHM;19020805;-;-;-;-;-;-;3.6;15.5;-;-
CHM;19020806;-;-;-;-;-;-;0;17.8;-;-
CHM;19020807;-;-;-;-;-;-;0;17.9;-;-
CHM;19020808;-;-;-;-;-;-;11;14.9;-;-
CHM;19020809;-;-;-;-;-;-;0;10.8;-;-
CHM;19020810;-;-;-;-;-;-;0;11.4;-;-
CHM;19020811;-;-;-;-;-;-;2.8;6.8;-;-
CHM;19020812;-;-;-;-;-;-;7.5;5.1;-;-
CHM;19020813;-;-;-;-;-;-;6;6.8;-;-
CHM;19020814;-;-;-;-;-;-;0;10.1;-;-
CHM;19020815;-;-;-;-;-;-;0;12.9;-;-
CHM;19020816;-;-;-;-;-;-;8.9;15.7;-;-
CHM;19020817;-;-;-;-;-;-;11.9;12.5;-;-
CHM;19020818;-;-;-;-;-;-;0;15.7;-;-
CHM;19020819;-;-;-;-;-;-;0;20.3;-;-
CHM;19020820;-;-;-;-;-;-;12.1;12.7;-;-
CHM;19020821;-;-;-;-;-;-;0;12.4;-;-
CHM;19020822;-;-;-;-;-;-;0;10.6;-;-
CHM;19020823;-;-;-;-;-;-;0;13.2;-;-
CHM;19020824;-;-;-;-;-;-;5.8;16;-;-
CHM;19020825;-;-;-;-;-;-;28.4;11.1;-;-
CHM;19020826;-;-;-;-;-;-;15.8;10.3;-;-
CHM;19020827;-;-;-;-;-;-;5.8;12.9;-;-
CHM;19020828;-;-;-;-;-;-;2.8;12.9;-;-
CHM;19020829;-;-;-;-;-;-;1.8;13;-;-
CHM;19020830;-;-;-;-;-;-;0;13;-;-
CHM;19020831;-;-;-;-;-;-;1.4;14.7;-;-
CHM;19020901;-;-;-;-;-;-;1.4;14.1;-;-
CHM;19020902;-;-;-;-;-;-;0;15.5;-;-
CHM;19020903;-;-;-;-;-;-;0;16.1;-;-
CHM;19020904;-;-;-;-;-;-;0;17.2;-;-
CHM;19020905;-;-;-;-;-;-;12;12.3;-;-
CHM;19020906;-;-;-;-;-;-;1.8;9.6;-;-
CHM;19020907;-;-;-;-;-;-;0;10.4;-;-
CHM;19020908;-;-;-;-;-;-;0;12.9;-;-
CHM;19020909;-;-;-;-;-;-;0;15.8;-;-
CHM;19020910;-;-;-;-;-;-;0;16.5;-;-
CHM;19020911;-;-;-;-;-;-;6;15.1;-;-
CHM;19020912;-;-;-;-;-;-;9.8;10.8;-;-
CHM;19020913;-;-;-;-;-;-;1.8;6.7;-;-
CHM;19020914;-;-;-;-;-;-;0;5.3;-;-
CHM;19020915;-;-;-;-;-;-;0;7.2;-;-
CHM;19020916;-;-;-;-;-;-;0;8.6;-;-
CHM;19020917;-;-;-;-;-;-;0.4;8;-;-
CHM;19020918;-;-;-;-;-;-;0;6.5;-;-
CHM;19020919;-;-;-;-;-;-;0;8.8;-;-
CHM;19020920;-;-;-;-;-;-;0;9.2;-;-
CHM;19020921;-;-;-;-;-;-;0;12.1;-;-
CHM;19020922;-;-;-;-;-;-;0;10.3;-;-
CHM;19020923;-;-;-;-;-;-;0;11.6;-;-
CHM;19020924;-;-;-;-;-;-;0;11.2;-;-
CHM;19020925;-;-;-;-;-;-;0;10;-;-
CHM;19020926;-;-;-;-;-;-;0;10.8;-;-
CHM;19020927;-;-;-;-;-;-;0;10.4;-;-
CHM;19020928;-;-;-;-;-;-;0;5;-;-
CHM;19020929;-;-;-;-;-;-;0;2.7;-;-
CHM;19020930;-;-;-;-;-;-;10.2;4.7;-;-
CHM;19021001;-;-;-;-;-;-;0;4;-;-
CHM;19021002;-;-;-;-;-;-;30;3.4;-;-
CHM;19021003;-;-;-;-;-;-;0;4;-;-
CHM;19021004;-;-;-;-;-;-;3.5;5.3;-;-
CHM;19021005;-;-;-;-;-;-;2;6.7;-;-
CHM;19021006;-;-;-;-;-;-;0;4.9;-;-
CHM;19021007;-;-;-;-;-;-;2;6.6;-;-
CHM;19021008;-;-;-;-;-;-;7;6.4;-;-
CHM;19021009;-;-;-;-;-;-;0;12;-;-
CHM;19021010;-;-;-;-;-;-;10.2;11.3;-;-
CHM;19021011;-;-;-;-;-;-;9.8;9;-;-
CHM;19021012;-;-;-;-;-;-;0;8;-;-
CHM;19021013;-;-;-;-;-;-;0;7.9;-;-
CHM;19021014;-;-;-;-;-;-;4.6;9;-;-
CHM;19021015;-;-;-;-;-;-;0;7.1;-;-
CHM;19021016;-;-;-;-;-;-;13.2;5.6;-;-
CHM;19021017;-;-;-;-;-;-;0.8;1.6;-;-
CHM;19021018;-;-;-;-;-;-;4.6;2.8;-;-
CHM;19021019;-;-;-;-;-;-;5.6;4;-;-
CHM;19021020;-;-;-;-;-;-;1.2;5.8;-;-
CHM;19021021;-;-;-;-;-;-;2.8;5.7;-;-
CHM;19021022;-;-;-;-;-;-;2;3.9;-;-
CHM;19021023;-;-;-;-;-;-;0;2.7;-;-
CHM;19021024;-;-;-;-;-;-;0;1.4;-;-
CHM;19021025;-;-;-;-;-;-;0;2.8;-;-
CHM;19021026;-;-;-;-;-;-;0;3.4;-;-
CHM;19021027;-;-;-;-;-;-;0;3.3;-;-
CHM;19021028;-;-;-;-;-;-;0;3.2;-;-
CHM;19021029;-;-;-;-;-;-;0;1;-;-
CHM;19021030;-;-;-;-;-;-;0;1.3;-;-
CHM;19021031;-;-;-;-;-;-;0;1.5;-;-
CHM;19021101;-;-;-;-;-;-;0;1.1;-;-
CHM;19021102;-;-;-;-;-;-;0;2.2;-;-
CHM;19021103;-;-;-;-;-;-;0;5.3;-;-
CHM;19021104;-;-;-;-;-;-;0;5.4;-;-
CHM;19021105;-;-;-;-;-;-;0;7.8;-;-
CHM;19021106;-;-;-;-;-;-;0;6.5;-;-
CHM;19021107;-;-;-;-;-;-;2.2;7.3;-;-
CHM;19021108;-;-;-;-;-;-;0;4.7;-;-
CHM;19021109;-;-;-;-;-;-;15.4;2.8;-;-
CHM;19021110;-;-;-;-;-;-;0;2.7;-;-
CHM;19021111;-;-;-;-;-;-;0;3.8;-;-
CHM;19021112;-;-;-;-;-;-;0;6.6;-;-
CHM;19021113;-;-;-;-;-;-;0;5.4;-;-
CHM;19021114;-;-;-;-;-;-;0;6.6;-;-
CHM;19021115;-;-;-;-;-;-;0;-1.3;-;-
CHM;19021116;-;-;-;-;-;-;0;-1.6;-;-
CHM;19021117;-;-;-;-;-;-;0;-5.3;-;-
CHM;19021118;-;-;-;-;-;-;5.6;-7.8;-;-
CHM;19021119;-;-;-;-;-;-;11.8;-4.6;-;-
CHM;19021120;-;-;-;-;-;-;0;-7.9;-;-
CHM;19021121;-;-;-;-;-;-;0;-7.4;-;-
CHM;19021122;-;-;-;-;-;-;0;-3.8;-;-
CHM;19021123;-;-;-;-;-;-;0;-1.7;-;-
CHM;19021124;-;-;-;-;-;-;2;-0.3;-;-
CHM;19021125;-;-;-;-;-;-;15.8;0.9;-;-
CHM;19021126;-;-;-;-;-;-;22.4;2;-;-
CHM;19021127;-;-;-;-;-;-;3.4;1.4;-;-
CHM;19021128;-;-;-;-;-;-;4.5;2.1;-;-
CHM;19021129;-;-;-;-;-;-;0;1.8;-;-
CHM;19021130;-;-;-;-;-;-;2.8;6.7;-;-
CHM;19021201;-;-;-;-;-;-;8;2.1;-;-
CHM;19021202;-;-;-;-;-;-;4.2;0.7;-;-
CHM;19021203;-;-;-;-;-;-;4;-0.2;-;-
CHM;19021204;-;-;-;-;-;-;0.2;-10.4;-;-
CHM;19021205;-;-;-;-;-;-;0.4;-12.7;-;-
CHM;19021206;-;-;-;-;-;-;0.2;-12.3;-;-
CHM;19021207;-;-;-;-;-;-;0;-11.1;-;-
CHM;19021208;-;-;-;-;-;-;0;-5.3;-;-
CHM;19021209;-;-;-;-;-;-;0;-2.8;-;-
CHM;19021210;-;-;-;-;-;-;0;-0.3;-;-
CHM;19021211;-;-;-;-;-;-;0;3.5;-;-
CHM;19021212;-;-;-;-;-;-;0;4.5;-;-
CHM;19021213;-;-;-;-;-;-;0;2.7;-;-
CHM;19021214;-;-;-;-;-;-;0;1.5;-;-
CHM;19021215;-;-;-;-;-;-;6;-0.2;-;-
CHM;19021216;-;-;-;-;-;-;10.5;-1.1;-;-
CHM;19021217;-;-;-;-;-;-;6.4;3.8;-;-
CHM;19021218;-;-;-;-;-;-;21;2.1;-;-
CHM;19021219;-;-;-;-;-;-;10;-2.6;-;-
CHM;19021220;-;-;-;-;-;-;12.5;-1.3;-;-
CHM;19021221;-;-;-;-;-;-;15.8;-0.2;-;-
CHM;19021222;-;-;-;-;-;-;0;-3;-;-
CHM;19021223;-;-;-;-;-;-;0;-4.6;-;-
CHM;19021224;-;-;-;-;-;-;0;-0.3;-;-
CHM;19021225;-;-;-;-;-;-;0;0.6;-;-
CHM;19021226;-;-;-;-;-;-;0;-0.6;-;-
CHM;19021227;-;-;-;-;-;-;0;0.5;-;-
CHM;19021228;-;-;-;-;-;-;0;-0.5;-;-
CHM;19021229;-;-;-;-;-;-;10;-0.6;-;-
CHM;19021230;-;-;-;-;-;-;0;-3.2;-;-
CHM;19021231;-;-;-;-;-;-;0;-4.6;-;-
CHM;19030101;-;-;-;-;-;-;0.2;-3.8;-;-
CHM;19030102;-;-;-;-;-;-;19.4;-2.1;-;-
CHM;19030103;-;-;-;-;-;-;15.8;2.9;-;-
CHM;19030104;-;-;-;-;-;-;14;3.7;-;-
CHM;19030105;-;-;-;-;-;-;0.2;7.1;-;-
CHM;19030106;-;-;-;-;-;-;0;7.8;-;-
CHM;19030107;-;-;-;-;-;-;0;3.3;-;-
CHM;19030108;-;-;-;-;-;-;0;3.7;-;-
CHM;19030109;-;-;-;-;-;-;0;5.2;-;-
CHM;19030110;-;-;-;-;-;-;2;4.7;-;-
CHM;19030111;-;-;-;-;-;-;11.8;0.5;-;-
CHM;19030112;-;-;-;-;-;-;8.2;-4.9;-;-
CHM;19030113;-;-;-;-;-;-;3.2;-9.7;-;-
CHM;19030114;-;-;-;-;-;-;0;-10.5;-;-
CHM;19030115;-;-;-;-;-;-;0;-8.5;-;-
CHM;19030116;-;-;-;-;-;-;0;-10.1;-;-
CHM;19030117;-;-;-;-;-;-;0;-7.6;-;-
CHM;19030118;-;-;-;-;-;-;0;-2.4;-;-
CHM;19030119;-;-;-;-;-;-;0;-1;-;-
CHM;19030120;-;-;-;-;-;-;0;-1.8;-;-
CHM;19030121;-;-;-;-;-;-;0;-1.9;-;-
CHM;19030122;-;-;-;-;-;-;0;-1.3;-;-
CHM;19030123;-;-;-;-;-;-;0;-2.3;-;-
CHM;19030124;-;-;-;-;-;-;0;-3.8;-;-
CHM;19030125;-;-;-;-;-;-;0;-2.7;-;-
CHM;19030126;-;-;-;-;-;-;2;5.1;-;-
CHM;19030127;-;-;-;-;-;-;0;6.8;-;-
CHM;19030128;-;-;-;-;-;-;0;4.5;-;-
CHM;19030129;-;-;-;-;-;-;0;-1.9;-;-
CHM;19030130;-;-;-;-;-;-;0;0.1;-;-
CHM;19030131;-;-;-;-;-;-;0;-0.6;-;-
CHM;19030201;-;-;-;-;-;-;27;-1.4;-;-
CHM;19030202;-;-;-;-;-;-;2;-3.1;-;-
CHM;19030203;-;-;-;-;-;-;0;-5.5;-;-
CHM;19030204;-;-;-;-;-;-;0;-2.8;-;-
CHM;19030205;-;-;-;-;-;-;0;-1.8;-;-
CHM;19030206;-;-;-;-;-;-;0;2.2;-;-
CHM;19030207;-;-;-;-;-;-;0;3.5;-;-
CHM;19030208;-;-;-;-;-;-;0;5.1;-;-
CHM;19030209;-;-;-;-;-;-;0;4.9;-;-
CHM;19030210;-;-;-;-;-;-;0;3.8;-;-
CHM;19030211;-;-;-;-;-;-;0;4.8;-;-
CHM;19030212;-;-;-;-;-;-;0;4.1;-;-
CHM;19030213;-;-;-;-;-;-;0;0;-;-
CHM;19030214;-;-;-;-;-;-;0;-1.5;-;-
CHM;19030215;-;-;-;-;-;-;3;-2.1;-;-
CHM;19030216;-;-;-;-;-;-;0;-4.5;-;-
CHM;19030217;-;-;-;-;-;-;0;-8;-;-
CHM;19030218;-;-;-;-;-;-;0;-2.3;-;-
CHM;19030219;-;-;-;-;-;-;0;5;-;-
CHM;19030220;-;-;-;-;-;-;0;5.3;-;-
CHM;19030221;-;-;-;-;-;-;0;11.2;-;-
CHM;19030222;-;-;-;-;-;-;0;10.8;-;-
CHM;19030223;-;-;-;-;-;-;2;8.4;-;-
CHM;19030224;-;-;-;-;-;-;0;0.9;-;-
CHM;19030225;-;-;-;-;-;-;0;1.4;-;-
CHM;19030226;-;-;-;-;-;-;12;0.3;-;-
CHM;19030227;-;-;-;-;-;-;0;2.5;-;-
CHM;19030228;-;-;-;-;-;-;2.5;1.9;-;-
CHM;19030301;-;-;-;-;-;-;8;0.6;-;-
CHM;19030302;-;-;-;-;-;-;10;-1.8;-;-
CHM;19030303;-;-;-;-;-;-;10;-1.5;-;-
CHM;19030304;-;-;-;-;-;-;0;-3.5;-;-
CHM;19030305;-;-;-;-;-;-;0;3.3;-;-
CHM;19030306;-;-;-;-;-;-;11;0.4;-;-
CHM;19030307;-;-;-;-;-;-;0;-3;-;-
CHM;19030308;-;-;-;-;-;-;4;-4;-;-
CHM;19030309;-;-;-;-;-;-;0;-2.8;-;-
CHM;19030310;-;-;-;-;-;-;0;-2.3;-;-
CHM;19030311;-;-;-;-;-;-;0;-0.6;-;-
CHM;19030312;-;-;-;-;-;-;0;1.3;-;-
CHM;19030313;-;-;-;-;-;-;0;2.1;-;-
CHM;19030314;-;-;-;-;-;-;0;2.3;-;-
CHM;19030315;-;-;-;-;-;-;0;3.8;-;-
CHM;19030316;-;-;-;-;-;-;20;3;-;-
CHM;19030317;-;-;-;-;-;-;0;0.8;-;-
CHM;19030318;-;-;-;-;-;-;8;0.5;-;-
CHM;19030319;-;-;-;-;-;-;0;0.9;-;-
CHM;19030320;-;-;-;-;-;-;0;3.2;-;-
CHM;19030321;-;-;-;-;-;-;0;6.3;-;-
CHM;19030322;-;-;-;-;-;-;0;9.1;-;-
CHM;19030323;-;-;-;-;-;-;0;8.1;-;-
CHM;19030324;-;-;-;-;-;-;0;7.9;-;-
CHM;19030325;-;-;-;-;-;-;0;8;-;-
CHM;19030326;-;-;-;-;-;-;0.2;9.3;-;-
CHM;19030327;-;-;-;-;-;-;2.4;5.4;-;-
CHM;19030328;-;-;-;-;-;-;4;5.3;-;-
CHM;19030329;-;-;-;-;-;-;0;5.3;-;-
CHM;19030330;-;-;-;-;-;-;8;3.5;-;-
CHM;19030331;-;-;-;-;-;-;2;-0.3;-;-
CHM;19030401;-;-;-;-;-;-;0;-1.3;-;-
CHM;19030402;-;-;-;-;-;-;5.4;1.3;-;-
CHM;19030403;-;-;-;-;-;-;0;0.6;-;-
CHM;19030404;-;-;-;-;-;-;0.2;2;-;-
CHM;19030405;-;-;-;-;-;-;0;0.3;-;-
CHM;19030406;-;-;-;-;-;-;0;0.6;-;-
CHM;19030407;-;-;-;-;-;-;5;5.3;-;-
CHM;19030408;-;-;-;-;-;-;14.5;-0.9;-;-
CHM;19030409;-;-;-;-;-;-;3;-2.2;-;-
CHM;19030410;-;-;-;-;-;-;0;-1.1;-;-
CHM;19030411;-;-;-;-;-;-;0;0.8;-;-
CHM;19030412;-;-;-;-;-;-;0;1.5;-;-
CHM;19030413;-;-;-;-;-;-;0;-0.8;-;-
