stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
PAY;19750629;-;0;100;960.4;12.9;0;14.1;12.6;15.6;93.1
PAY;19750630;-;0;79;963.5;5.3;186;11.2;8.7;14.9;83.7
PAY;19750701;-;0;83;967.2;0;414;11.5;7;16.3;80.7
PAY;19750702;-;0;79;962.9;0.2;126;12;6.1;16.5;84
PAY;19750703;-;0;29;958.2;4;636;16.3;9.5;23.2;80
PAY;19750704;-;0;88;954.5;9.9;144;15.9;13.5;19.4;84
PAY;19750705;-;0;88;956.6;0;48;16.7;11.9;21;78.4
PAY;19750706;-;0;58;957.8;0;552;18.2;12.4;23.9;81.2
PAY;19750707;-;0;58;958.8;0;756;20.6;13.2;28.3;75.1
PAY;19750708;-;0;33;958.2;0.2;804;21.5;14.2;28.9;70
PAY;19750709;-;0;58;959.9;0;588;22.2;19;26.5;68.1
PAY;19750710;-;0;50;959.7;0;564;20.1;15;25.5;76.5
PAY;19750711;-;0;75;959.1;7.6;270;18.3;13.4;23.3;80.6
PAY;19750712;-;0;63;962.1;0;588;18.8;13.4;23.9;72.6
PAY;19750713;-;0;17;963.3;0;876;19.5;11.7;27.1;69.7
PAY;19750714;-;0;4;961.6;0;858;22.2;12.9;30.3;70.7
PAY;19750715;-;0;50;962;0.5;582;23.4;20;27.5;65
PAY;19750716;-;0;71;960.1;0;510;20.5;17.2;25.4;65
PAY;19750717;-;0;58;955.8;16.9;690;19.2;12.3;26.3;76.1
PAY;19750718;-;0;71;955.9;14;336;17.1;14.5;21.4;86.9
PAY;19750719;-;0;79;961.4;0;138;16.4;12.2;21.2;81
PAY;19750720;-;0;33;962.4;0;630;17;9.3;23.2;76.1
PAY;19750721;-;0;92;960.3;1.2;90;16;12.5;19.6;85.1
PAY;19750722;-;0;54;958.6;0;666;18;11.9;24.4;76.5
PAY;19750723;-;0;13;956;0;840;19;11.3;26.3;70
PAY;19750724;-;0;83;956.2;9.8;390;19.1;16.4;23;67.6
PAY;19750725;-;0;58;961.6;0;648;16.4;13.4;20;59.9
PAY;19750726;-;0;4;965.5;0;852;15;6.9;21.3;67.5
PAY;19750727;-;0;0;964;0;846;15.9;8;23.4;70.9
PAY;19750728;-;0;63;962.5;0;534;16.9;9.4;23.4;74.4
PAY;19750729;-;0;42;961.7;0;624;17.9;10.7;26.3;75.1
PAY;19750730;-;0;29;961.6;0;642;19.2;12.2;27.8;76.6
PAY;19750731;-;0;25;963.5;0;792;20.3;11.7;28.3;69.4
PAY;19750801;-;0;54;963.9;0;516;21;13.3;29;71
PAY;19750802;-;0;21;964.5;0;780;22.4;14.9;30.1;68.7
PAY;19750803;-;0;4;964.6;0;798;21.7;14.3;29.7;72.4
PAY;19750804;-;0;8;963;0;816;21.9;13.8;30.3;69.2
PAY;19750805;-;0;71;959.9;0;618;21.8;13.9;30;69.9
PAY;19750806;-;0;8;962.5;0;816;22.4;15.9;29.2;65.5
PAY;19750807;-;0;29;963.6;0;510;20.2;12.4;29.3;71.2
PAY;19750808;-;0;13;959.9;0;696;21.5;14.2;29.8;70.1
PAY;19750809;-;0;88;958.2;0.4;144;19.3;14.7;26.5;80.7
PAY;19750810;-;0;75;960.3;3.8;174;19;16.1;23.2;83.6
PAY;19750811;-;0;83;961.9;4.5;228;16.3;14.7;19.1;86.5
PAY;19750812;-;0;100;959.8;13.1;0;14.2;13.2;15.1;95.5
PAY;19750813;-;0;38;957.9;0;654;18.6;14.3;25;79.1
PAY;19750814;-;0;58;958.2;0;498;20.4;14.8;27.7;76
PAY;19750815;-;0;92;958.4;9;228;18.7;15.8;24.7;85.6
PAY;19750816;-;0;50;958.9;0.2;702;19.2;14.3;24;71
PAY;19750817;-;0;92;958;3.2;204;18.6;14.8;23.1;76.2
PAY;19750818;-;0;83;960.6;8.1;18;16.8;15.4;18.3;81.1
PAY;19750819;-;0;83;965.6;0;252;17.4;11.9;22.6;78.2
PAY;19750820;-;0;21;964.3;0;768;19.2;12.4;25.5;78.2
PAY;19750821;-;0;50;958.5;16.4;702;20.6;13.7;27.7;74.2
PAY;19750822;-;0;100;956.6;18.2;0;14.6;13.4;15.6;94.7
PAY;19750823;-;0;100;959.1;11.3;0;11.6;11.5;12.4;91.2
PAY;19750824;-;0;96;960.4;0.3;0;11.5;10;14;88.2
PAY;19750825;-;0;92;960.1;0.1;198;12.8;10;17.2;85.7
PAY;19750826;-;0;92;962.9;0;48;13;10.4;14.9;83.4
PAY;19750827;-;0;67;963.5;0;264;16.2;13.4;20.2;78.9
PAY;19750828;-;0;67;960.4;0;150;15.2;12.4;19;82.6
PAY;19750829;-;0;67;956.2;0.8;456;17.5;12.1;23.4;81.2
PAY;19750830;-;0;92;956.7;1.5;54;16.9;14.3;20.2;85
PAY;19750831;-;0;92;958.5;8.1;192;17.2;14.3;20.8;85.6
PAY;19750901;-;0;92;959.9;0;144;18.1;13.5;22.2;83.7
PAY;19750902;-;0;71;958;0;384;17.6;15.6;21.9;81.4
PAY;19750903;-;0;71;956.5;0;336;17.8;13.7;23.1;77
PAY;19750904;-;0;71;957;0;420;17.1;11;23.1;80.7
PAY;19750905;-;0;58;958.1;0;372;17.3;13;22.4;76.5
PAY;19750906;-;0;88;958.4;5.4;72;15.2;10.2;19.2;87
PAY;19750907;-;0;96;960;0.8;0;15;12.7;18;91.9
PAY;19750908;-;0;71;964.2;0;150;14.9;11.7;19.3;87.4
PAY;19750909;-;0;50;963.3;0;582;16.2;10.3;23.1;79.4
PAY;19750910;-;0;29;959.7;3;540;16.8;11.6;23.1;82.1
PAY;19750911;-;0;96;956.5;9.5;54;14.4;12.7;19.6;89.1
PAY;19750912;-;0;88;954.3;10.3;192;12;9.7;16.7;84.2
PAY;19750913;-;0;58;958.3;0;366;12;7.5;17.2;75
PAY;19750914;-;0;96;951;33.7;12;11.4;6.9;13.3;88.2
PAY;19750915;-;0;96;953.5;2.1;18;12.2;9.2;15;88.4
PAY;19750916;-;0;83;960.4;0;198;14.6;12;19;87.4
PAY;19750917;-;0;17;965.5;0;402;16.6;10;25;90.2
PAY;19750918;-;0;79;967.9;19.4;60;17.3;13.5;21.7;87.7
PAY;19750919;-;0;83;968;0;378;15;9.7;20;81.4
PAY;19750920;-;0;63;966.9;0;246;16.2;13.9;20.2;85.2
PAY;19750921;-;0;88;968.1;0;132;16.1;12.2;20.4;85.1
PAY;19750922;-;0;58;969.9;0;222;15.8;13;20.5;86.9
PAY;19750923;-;0;29;968.1;0;318;14.9;9.8;22.3;90.6
PAY;19750924;-;0;58;964.2;0;444;15.9;11.8;22.4;84.6
PAY;19750925;-;0;50;955.8;0;516;16.2;9.4;22.2;76.1
PAY;19750926;-;0;88;951.7;16.6;114;14.8;11.6;17;78.9
PAY;19750927;-;0;67;957.8;0;390;17.4;10.4;23.6;75.6
PAY;19750928;-;0;92;962.5;0;72;18.3;15.6;21.6;78.6
PAY;19750929;-;0;63;962.7;0;384;17.2;11.7;22;85
PAY;19750930;-;0;96;956.7;13.8;42;14.3;10.7;19.7;92.7
PAY;19751001;-;0;83;960.6;0.5;174;11.9;6.7;15.5;88.5
PAY;19751002;-;0;8;965.9;0;618;13.8;8.2;21.8;87.2
PAY;19751003;-;0;50;967.5;0;456;14.1;9.5;20.3;84.2
PAY;19751004;-;0;79;969.3;0;90;11.2;8.5;14.1;82.9
PAY;19751005;-;0;50;970.9;0;492;9.3;4.3;15;82
PAY;19751006;-;0;0;970.4;0;564;9.8;3.9;16.8;84.9
PAY;19751007;-;0;83;969.5;0;198;10.7;6.2;15.9;88.6
PAY;19751008;-;0;46;966.7;0;186;8.9;4.4;14.2;86.9
PAY;19751009;-;0;38;962.1;0;516;8.5;4.2;13.7;84.5
PAY;19751010;-;0;46;957.9;0.9;384;6.9;1.7;12.8;80.9
PAY;19751011;-;0;100;955;1.6;0;4.8;4;5.4;85.6
PAY;19751012;-;0;100;955.3;4.6;0;4;2.9;4.8;88.7
PAY;19751013;-;0;96;954;3.7;0;4;1.8;5.4;92.9
PAY;19751014;-;0;92;956.7;0.4;252;6.2;2.2;10.5;79.6
PAY;19751015;-;0;71;956;0;228;7.8;5.1;14.3;79.9
PAY;19751016;-;0;88;950.5;4.5;276;8.2;3.9;14.2;88.7
PAY;19751017;-;0;100;950;14.2;0;6.4;5.2;6.9;92.6
PAY;19751018;-;0;100;954.8;5.1;0;7.6;5.6;9.2;93.4
PAY;19751019;-;0;100;958.3;0.1;6;8.1;6.9;9.9;89.7
PAY;19751020;-;0;63;958.1;0;84;8.3;7.1;10.4;86.6
PAY;19751021;-;0;50;961.5;0;336;7.6;5.2;11.2;82.6
PAY;19751022;-;0;100;966.6;0;0;4.8;2.2;7.3;94
PAY;19751023;-;0;92;967.8;0;96;6.6;3.7;9.2;86.6
PAY;19751024;-;0;42;969.8;0;372;6.8;5.8;10;88.1
PAY;19751025;-;0;100;971.2;0;0;4.3;2.1;5.7;96.1
PAY;19751026;-;0;38;972.6;0;330;5.9;4.5;10;85
PAY;19751027;-;0;88;973.8;0;216;4.9;2.3;9.6;94
PAY;19751028;-;0;100;973.1;0;0;4;1.5;6.1;97.1
PAY;19751029;-;0;100;971.2;1.4;30;3.6;0.9;7.1;98.9
PAY;19751030;-;0;79;967.8;0.1;174;3.4;0.1;8.2;96.7
PAY;19751031;-;0;88;961.1;0.1;78;4.1;-0.1;9.9;96.5
PAY;19751101;-;0;88;957.1;6.6;258;9.6;4.4;14.5;90.6
PAY;19751102;-;0;88;962.7;0;336;8.5;5.2;11.8;86
PAY;19751103;-;0;100;966.5;0;6;9.3;7;11.2;86.2
PAY;19751104;-;0;100;971;0;0;9;7.7;10.3;87
PAY;19751105;-;0;71;969.2;0;174;7.7;6.2;10.2;82.9
PAY;19751106;-;0;100;967.4;0;0;6.3;3.6;7.3;84.4
PAY;19751107;-;0;100;964;0.8;6;4.7;1.5;6.2;87
PAY;19751108;-;0;100;959.2;0;0;5.8;4.6;6.9;83.4
PAY;19751109;-;0;100;957.1;0;0;4.9;4.4;5.3;90.4
PAY;19751110;-;0;42;958.6;0;312;4.8;3;9;90.6
PAY;19751111;-;0;100;964.4;0;0;5;1.4;7;89.2
PAY;19751112;-;0;54;963.4;9.3;366;5.2;1.7;9.4;84.7
PAY;19751113;-;0;92;963.4;6.4;126;8.2;2.4;13;86.4
PAY;19751114;-;0;92;967.6;1.5;12;9.2;8.1;10.6;90.2
PAY;19751115;-;0;88;966.2;5.8;156;8.2;5.9;10.6;90.6
PAY;19751116;-;0;100;941.8;10.5;0;8.4;6.8;11.2;88.2
PAY;19751117;-;0;100;933;10.4;0;4.9;3.6;5.6;94.1
PAY;19751118;-;0;100;939.4;16.6;0;3.4;0.9;6.8;94.5
PAY;19751119;-;2;96;957.1;2.6;78;2.7;0.2;5.4;90.1
PAY;19751120;-;0;100;957;2.3;0;5.2;2.1;7.2;89.9
PAY;19751121;-;0;21;963.2;0;462;2.8;0.4;4.8;70.6
PAY;19751122;-;0;100;965.4;1.4;0;-0.2;-2.4;2.2;88.6
PAY;19751123;-;0;33;964.5;0;330;-2.1;-3.9;0.8;89.7
PAY;19751124;-;0;63;964.2;0;0;-3.4;-6.2;-1.1;87.1
PAY;19751125;-;0;71;965.4;0;138;-0.7;-4.7;2.7;89
PAY;19751126;-;0;38;958.7;3.6;282;-1.1;-5.4;3.3;88.6
PAY;19751127;-;0;46;956.3;0.1;180;2.7;-1;5.7;88
PAY;19751128;-;0;96;952.9;0.4;36;6.4;1.6;10.2;79
PAY;19751129;-;0;46;950.9;12.2;144;8.8;5.9;11.5;79.2
PAY;19751130;-;0;100;949.7;5.5;0;4.7;3.3;5.9;90.6
PAY;19751201;-;0;54;959.5;0;66;2.3;0.5;4.9;91.9
PAY;19751202;-;0;88;952.4;0;0;4.3;-1.3;8.6;74.7
PAY;19751203;-;0;100;954.7;11.9;12;3.9;1.6;5.6;88.6
PAY;19751204;-;0;92;969.1;0;6;4;3.2;5.5;93.7
PAY;19751205;-;0;100;971.3;0;0;3.2;2.3;3.7;90.7
PAY;19751206;-;0;83;969.8;0;78;2.3;1.2;3.7;85.4
PAY;19751207;-;0;88;966;0;36;2.3;-0.3;4.1;87.5
PAY;19751208;-;0;67;964.1;0;114;2.3;1;3.8;84.4
PAY;19751209;-;0;100;964.5;0;0;2;1.3;2.3;85.1
PAY;19751210;-;0;100;966.5;0;0;2.3;1.2;3.3;82.5
PAY;19751211;-;0;29;965.9;0;210;0.3;-1.2;3.1;85.5
PAY;19751212;-;0;58;959.2;0;0;-0.6;-3.1;1.9;93.2
PAY;19751213;-;0;100;955.9;1.6;36;1.1;-1;2.7;94.1
PAY;19751214;-;0;100;961.6;0;0;0.9;0.6;1.3;88.4
PAY;19751215;-;0;100;963;0;0;0.4;0.1;1.2;89.2
PAY;19751216;-;0;100;954.7;4.6;0;0.2;-0.4;1;93
PAY;19751217;-;0;100;945.5;4.6;0;0;-0.6;0.5;98
PAY;19751218;-;4;100;953.2;0;0;-2.1;-2.8;-1.2;84.2
PAY;19751219;-;2;100;961.1;0;0;-4.3;-5.3;-3;84.1
PAY;19751220;-;2;67;970.5;0;0;-6.6;-7.6;-5.3;90.2
PAY;19751221;-;2;67;976.9;0;0;-6.4;-9.8;-3.6;88.9
PAY;19751222;-;2;100;975.9;0;0;-5.1;-9.7;-2;91.7
PAY;19751223;-;2;100;974.2;0;0;-2.9;-3.4;-2.1;92.7
PAY;19751224;-;2;100;969.8;0;0;-3.5;-4.4;-2.7;93.2
PAY;19751225;-;2;63;968.8;0;84;-1.4;-4.1;0.9;89.2
PAY;19751226;-;2;25;968.4;0;456;-1;-3.6;3.3;88.5
PAY;19751227;-;1;50;974.6;0;390;-2.5;-5.6;2.4;94.6
PAY;19751228;-;1;100;971.6;0;0;-3.6;-5.5;-2.2;98.9
PAY;19751229;-;1;100;969.1;0;0;-2.8;-5.1;-0.4;100
PAY;19751230;-;1;100;969.7;0;0;-2.4;-3.3;-1.2;100
PAY;19751231;-;1;100;968.3;0;0;-2.8;-5.6;2.3;100
PAY;19760101;-;1;100;968.5;0;0;2.8;-3.3;7.2;83.9
PAY;19760102;-;0;96;967.8;0;30;7.1;5;8.4;74.9
PAY;19760103;-;0;92;964.1;1;0;6.1;5;7.6;78.1
PAY;19760104;-;0;17;969;0;288;1;-2;3.4;70.2
PAY;19760105;-;0;58;966.8;0;0;0.8;-3.3;4.6;74.7
PAY;19760106;-;0;79;966.4;0;24;3.3;0.2;6.8;75.7
PAY;19760107;-;0;25;969.2;0;342;2.2;-0.9;7;89.5
PAY;19760108;-;0;67;971.2;0;72;-1;-2.4;0.3;99
PAY;19760109;-;0;100;972.6;0;0;-3.3;-5.5;-0.9;100
PAY;19760110;-;0;54;971.2;0.8;102;1.2;-5.7;7.3;86.9
PAY;19760111;-;0;100;972.3;0;0;6.6;4.4;8.9;78.7
PAY;19760112;-;0;83;973;0;12;6.2;4.6;8.5;80.9
PAY;19760113;-;0;63;969.7;0;228;4.2;1.3;8.2;83.4
PAY;19760114;-;0;17;968.4;0.3;354;2;-2.9;8.2;91.9
PAY;19760115;-;0;58;970.3;0;264;3.3;1.9;6.2;74.5
PAY;19760116;-;1;100;971.1;0.9;0;0.9;-1.7;3.7;92.7
PAY;19760117;-;0;88;968.5;0;12;2;-1.4;5.3;90.6
PAY;19760118;-;0;4;965.7;0;420;1;-1;3.9;87.2
PAY;19760119;-;0;42;966.3;0;162;0;-4.3;4;87.6
PAY;19760120;-;0;100;965;3.3;0;2.1;-1.4;4.4;83.1
PAY;19760121;-;0;96;963.3;0.2;60;4;2.8;5.4;84.1
PAY;19760122;-;0;100;964.4;0;0;4.3;2.8;5.6;79.7
PAY;19760123;-;0;92;958;5.6;0;6;4.8;7.1;78.4
PAY;19760124;-;2;92;951.4;1.2;12;0.2;-0.5;1.3;89.1
PAY;19760125;-;1;63;951.9;0;384;-2.6;-5.8;0.5;81.4
PAY;19760126;-;1;88;952.5;1.8;66;-3;-3.5;0.7;89.5
PAY;19760127;-;0;75;947.8;2.5;6;-4.4;-9.2;-1.8;87.2
PAY;19760128;-;3;50;949.6;0.9;288;-3.8;-5.9;-2.3;89
PAY;19760129;-;3;67;951.9;0.6;186;-9.7;-12.2;-6.9;88.5
PAY;19760130;-;3;92;947.5;0;24;-8.9;-14.5;-5.9;86.5
PAY;19760131;-;2;71;943.3;0;12;-6;-7.5;-3.5;85.7
PAY;19760201;-;2;13;946.1;0;312;-7.6;-12;-3.1;91.6
PAY;19760202;-;2;100;945.8;0;0;-3.3;-6.6;-1.4;92
PAY;19760203;-;2;92;947.8;0;0;-1.7;-2.8;0.4;93
PAY;19760204;-;1;83;949.7;24.9;0;-1.4;-4.4;0.3;97.4
PAY;19760205;-;15;100;949.5;0.1;0;-0.2;-0.7;0.4;97.2
PAY;19760206;-;12;100;950.9;0;0;-1.3;-2;-0.4;94
PAY;19760207;-;12;100;959.8;0;0;-1.4;-2.2;0.7;94.7
PAY;19760208;-;12;100;967.7;7.5;0;-0.5;-2;1.5;95.1
PAY;19760209;-;11;88;969.8;2.7;60;1.2;0;2.7;96
PAY;19760210;-;8;88;967.6;1.4;54;2.4;0.8;4.3;82.7
PAY;19760211;-;4;92;958.8;2.1;198;3;1.7;5.9;83.7
PAY;19760212;-;4;58;958.6;4.7;264;0.8;-1;3.2;71.7
PAY;19760213;-;6;96;939.3;15.4;0;1.2;-0.4;2.6;91.2
PAY;19760214;-;11;100;943.2;0.2;0;2;0.5;3.7;84.7
PAY;19760215;-;2;100;955.2;0;0;0.5;-0.2;1;85.9
PAY;19760216;-;0;100;961.2;0;0;-0.3;-0.8;0.2;86
PAY;19760217;-;0;88;961;0;66;0.5;-0.4;3.4;86.9
PAY;19760218;-;0;100;958.8;0;12;0;-1;2.4;96.5
PAY;19760219;-;0;83;961.4;0;126;0.6;-2;5.5;94.6
PAY;19760220;-;0;50;965.7;0;396;2;-1.7;9.1;87.1
PAY;19760221;-;0;42;967;0;480;2.7;-2.4;9.6;80.5
PAY;19760222;-;0;100;967.3;0.9;0;2.5;-0.4;6;89.1
PAY;19760223;-;0;67;972.7;0;84;2.3;0.3;6.7;96.5
PAY;19760224;-;0;83;977.5;0;96;1.5;-2.3;7.2;93.1
PAY;19760225;-;0;33;978.6;0;300;2.9;-3.7;10.3;85.2
PAY;19760226;-;0;8;977.5;0;558;4.8;-0.9;12.1;78.5
PAY;19760227;-;0;100;974.7;0;0;2.6;-0.7;5.2;91.5
PAY;19760228;-;0;58;973.8;0;210;3.8;2.2;7.2;89.1
PAY;19760229;-;0;25;973.9;0;288;2.9;-3.5;12;92.1
PAY;19760301;-;0;8;972;0;510;5.7;-1.1;14.5;79.7
PAY;19760302;-;0;42;967.3;0;294;5.3;-0.6;12;78
PAY;19760303;-;0;17;966.2;0;564;4.4;-2.3;11.2;64.7
PAY;19760304;-;0;0;966;0;540;2.4;-3.4;8.5;71.7
PAY;19760305;-;0;0;960.9;0;546;0.9;-3.9;7;67.7
PAY;19760306;-;0;79;958.2;0;144;-2.8;-5.2;-0.4;70.5
PAY;19760307;-;0;67;954;3.3;210;-3.5;-8.2;0.8;78.6
PAY;19760308;-;6;67;952.5;1.1;126;-3.1;-4.3;0.2;84.5
PAY;19760309;-;5;0;964;0;480;-4.4;-12.1;2.8;80.5
PAY;19760310;-;2;0;970.4;0;558;-2.4;-8.6;3.1;67
PAY;19760311;-;0;42;963.2;0;438;-1.7;-8.3;4.8;73.1
PAY;19760312;-;0;96;948.8;1.8;30;2;-2.6;6.6;82.9
PAY;19760313;-;0;96;939.5;4.2;0;3.5;1.9;4.9;91.1
PAY;19760314;-;0;67;944.9;0;234;3.8;-0.9;9.3;84.2
PAY;19760315;-;0;88;947.7;0;108;4.1;-0.6;8.9;80.7
PAY;19760316;-;0;96;951.1;0;306;5.1;0.4;11.8;79.1
PAY;19760317;-;0;67;958.8;0;276;6.5;3;11.5;77
PAY;19760318;-;0;96;958.4;0.8;6;5.9;1.4;10.7;83.6
PAY;19760319;-;0;83;957.1;0;102;8.8;4.3;13.9;77.6
PAY;19760320;-;0;75;959.1;0;0;3.1;0.2;4.9;78.1
PAY;19760321;-;0;33;957.5;0;486;1.6;-2;6.7;64.5
PAY;19760322;-;0;79;950.6;6.6;60;-1;-4.5;2.5;79.1
PAY;19760323;-;6;67;948.9;1.3;222;2.6;-2.9;8.5;86.7
PAY;19760324;-;0;67;955.6;0;174;4.3;1.7;8.9;84.9
PAY;19760325;-;0;100;966.2;0;0;4.2;-0.3;8.2;77.9
PAY;19760326;-;0;42;969;0;504;7.8;0.4;14.8;73.4
PAY;19760327;-;0;46;975;0;516;8.1;4.4;12.2;63.2
PAY;19760328;-;0;0;975.6;0;660;6.4;-0.8;14;65.7
PAY;19760329;-;0;13;967.8;0;666;8.8;-0.6;18.6;70.2
PAY;19760330;-;0;17;962.4;0;654;10.1;0.8;17.9;68.9
PAY;19760331;-;0;4;962.5;0;636;8.9;0.7;16.9;77.5
PAY;19760401;-;0;25;960.5;0;672;11.2;1.8;20.6;71.2
PAY;19760402;-;0;29;956.8;0;630;13.1;3.8;20;62.5
PAY;19760403;-;0;54;956.7;0;570;11.5;4;19.1;63.5
PAY;19760404;-;0;79;955.6;0.2;186;10.4;3.5;16.9;72.7
PAY;19760405;-;0;71;959;0;366;12.9;7.4;18.9;70.4
PAY;19760406;-;0;38;957.3;0;654;12.1;3.3;20;69.6
PAY;19760407;-;0;96;955.2;7.5;0;8.7;6.3;11.9;85
PAY;19760408;-;0;42;959.8;0.3;474;4.7;3;6.6;69.1
PAY;19760409;-;0;50;963.4;0;600;3;-1;6.5;69.5
PAY;19760410;-;0;17;961.5;0;624;4.3;0.4;9.3;66.5
PAY;19760411;-;0;25;953;0;690;5;0.4;11.3;60.1
PAY;19760412;-;0;4;948.4;0;684;4.7;-3.6;12.6;63.1
PAY;19760413;-;0;8;953.2;0;666;6.6;-1.7;14.8;61.2
PAY;19760414;-;0;79;953.2;0;144;6.4;1;11.5;72.2
PAY;19760415;-;0;88;952.5;0;12;7.2;3.3;12;79.6
PAY;19760416;-;0;8;957.7;0;714;9.7;1.3;17;67.4
PAY;19760417;-;0;25;963.4;0;666;10.5;2.2;18.4;67.2
PAY;19760418;-;0;4;961.9;0;744;11.4;2;19.7;63.6
PAY;19760419;-;0;21;958.3;0;756;12.4;3.5;20.4;62.7
PAY;19760420;-;0;33;957.2;0;684;12.5;4.7;20.2;66.6
PAY;19760421;-;0;38;954.6;0;606;12;3.8;19.7;65.4
PAY;19760422;-;0;67;949.3;0;366;10.3;4.3;18.5;70.9
PAY;19760423;-;0;100;946.2;5.8;0;3.4;1.3;4.7;91.1
PAY;19760424;-;8;100;946.2;5.2;0;1.3;0;2.6;91.7
PAY;19760425;-;0;100;952.2;3.9;0;3.4;0.1;5.7;89.5
PAY;19760426;-;0;88;957;0;180;5.8;2.9;9.2;80.7
PAY;19760427;-;0;50;957.6;0;426;7.7;1.9;13.6;76.9
PAY;19760428;-;0;92;956.2;0;6;5;2.5;7.4;74
PAY;19760429;-;0;17;959.5;0;732;4.1;-0.9;8.5;56
PAY;19760430;-;0;4;962.9;0;792;5.2;-3;11.7;56.6
PAY;19760501;-;0;0;961.7;0;744;7.6;-1.4;16.3;58
PAY;19760502;-;0;17;957.4;0;756;10.3;0.5;19.1;58.6
PAY;19760503;-;0;96;955.1;1;84;11.5;6.2;15.5;62
PAY;19760504;-;0;75;957.9;0.1;240;13.6;9.2;18.1;72.7
PAY;19760505;-;0;21;960.6;0;828;14.2;4.1;22.6;71.2
PAY;19760506;-;0;8;962.1;0;822;16.3;6.7;25.2;69.2
PAY;19760507;-;0;33;959.9;0;792;17.5;7.7;26.1;65.9
PAY;19760508;-;0;38;955.4;0;672;17.6;9.2;26.6;64.6
PAY;19760509;-;0;92;948.1;0;282;16.9;9.5;24;62.2
PAY;19760510;-;0;75;951.8;0;516;17.4;12.4;23.3;66.7
PAY;19760511;-;0;96;957;0.4;0;14.4;12.3;16.3;80.4
PAY;19760512;-;0;79;957.4;0.3;360;14.1;10.1;19;70.6
PAY;19760513;-;0;71;957.5;5;240;10.5;7.9;13.9;75.2
PAY;19760514;-;0;4;960.2;0;858;9.8;1;17.2;66.9
PAY;19760515;-;0;25;959;0;810;13.1;2.4;22.7;65.1
PAY;19760516;-;0;50;964.2;0;522;15;9.6;20.4;67.6
PAY;19760517;-;0;63;963.2;0;744;15.6;6.2;24.5;68.7
PAY;19760518;-;0;71;960.8;0.1;408;17.5;10.2;24.7;64.6
PAY;19760519;-;0;79;957.1;12.5;390;14.4;8.7;20.8;79.7
PAY;19760520;-;0;100;956.2;5.6;0;11.4;9.8;12.4;91
PAY;19760521;-;0;75;960;0;378;11.5;9.2;15.1;72.9
PAY;19760522;-;0;63;965.2;0.1;426;9.6;3.7;15.2;70.9
PAY;19760523;-;0;8;963.8;0;816;10.8;2;17.4;70.7
PAY;19760524;-;0;21;957.9;0;846;13;3.6;21;65
PAY;19760525;-;0;96;959.3;10;0;12.6;9;15.2;87.9
PAY;19760526;-;0;100;960.1;1.3;0;12.2;9.6;13.7;88.2
PAY;19760527;-;0;79;958.3;0;432;11.4;7.7;15.8;66.1
PAY;19760528;-;0;33;957;0;858;12;3;21.6;70.9
PAY;19760529;-;0;58;957.5;4;612;15.2;6;23.7;67.5
PAY;19760530;-;0;96;962.7;14.8;126;14.9;12.4;19.4;89
PAY;19760531;-;0;79;964.6;0.1;174;16.3;11.9;20;66.9
PAY;19760601;-;0;92;961.6;15.2;18;15.8;13.6;18.1;80.5
PAY;19760602;-;0;54;960.4;0.4;558;12.6;10.2;15;68.7
PAY;19760603;-;0;88;961.5;7;60;10.2;8.2;12.7;81
PAY;19760604;-;0;79;963.7;0;306;10.3;6.3;14.7;70.9
PAY;19760605;-;0;58;962.9;0;510;11.2;7;16.6;69.5
PAY;19760606;-;0;0;960.6;0;858;13.1;5.8;19.5;62.6
PAY;19760607;-;0;0;959.3;0;894;14.8;5.2;22.3;63.4
PAY;19760608;-;0;4;960.2;0;858;17.8;7.9;26.3;62.9
PAY;19760609;-;0;46;961.8;0;702;19.7;12.9;27.3;62.7
PAY;19760610;-;0;29;964.2;0;654;18.9;12.2;24.7;66.1
PAY;19760611;-;0;42;964.4;0;480;18.3;11.9;24;67.9
PAY;19760612;-;0;13;964.5;0;816;19.2;10.7;26.2;69.7
PAY;19760613;-;0;25;964.4;0;822;20.4;12.2;27.7;64
PAY;19760614;-;0;25;962.6;0;858;20.6;12.4;27.5;58.9
PAY;19760615;-;0;42;960.3;0;888;20.5;10.7;28.3;59
PAY;19760616;-;0;79;956.8;0;36;18.7;13.3;22.6;66.4
PAY;19760617;-;0;38;958.2;0;744;17.1;11.8;21.5;65.2
PAY;19760618;-;0;13;959.5;0;852;17.1;7.8;25.4;58.4
PAY;19760619;-;0;33;958.2;0;690;18.9;8.8;26.6;54.4
PAY;19760620;-;0;50;958.7;0;720;21.4;14.3;28;52.1
PAY;19760621;-;0;29;962.6;0;738;20.8;12.3;28.4;56.7
PAY;19760622;-;0;54;963.9;0;618;21.5;13;28.7;59.4
PAY;19760623;-;0;58;962.7;0;690;22.1;15;28.8;58.4
PAY;19760624;-;0;21;962.7;0;840;21.8;13.7;29.4;55.4
PAY;19760625;-;0;33;963.1;0;822;22;14.2;28.7;53.1
PAY;19760626;-;0;33;964.3;0;756;21.4;12.2;28.5;53.7
PAY;19760627;-;0;4;965.8;0;888;21.5;11.5;28.7;51.7
