stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;18960505;-;-;-;-;-;-;-;-;-;-
RAG;18960506;-;-;-;-;-;-;-;-;-;-
RAG;18960507;-;-;-;-;-;-;-;-;-;-
RAG;18960508;-;-;-;-;-;-;-;-;-;-
RAG;18960509;-;-;-;-;-;-;-;-;-;-
RAG;18960510;-;-;-;-;-;-;-;-;-;-
RAG;18960511;-;-;-;-;-;-;-;-;-;-
RAG;18960512;-;-;-;-;-;-;-;-;-;-
RAG;18960513;-;-;-;-;-;-;-;-;-;-
RAG;18960514;-;-;-;-;-;-;-;-;-;-
RAG;18960515;-;-;-;-;-;-;-;-;-;-
RAG;18960516;-;-;-;-;-;-;-;-;-;-
RAG;18960517;-;-;-;-;-;-;-;-;-;-
RAG;18960518;-;-;-;-;-;-;-;-;-;-
RAG;18960519;-;-;-;-;-;-;-;-;-;-
RAG;18960520;-;-;-;-;-;-;-;-;-;-
RAG;18960521;-;-;-;-;-;-;-;-;-;-
RAG;18960522;-;-;-;-;-;-;-;-;-;-
RAG;18960523;-;-;-;-;-;-;-;-;-;-
RAG;18960524;-;-;-;-;-;-;-;-;-;-
RAG;18960525;-;-;-;-;-;-;-;-;-;-
RAG;18960526;-;-;-;-;-;-;-;-;-;-
RAG;18960527;-;-;-;-;-;-;-;-;-;-
RAG;18960528;-;-;-;-;-;-;-;-;-;-
RAG;18960529;-;-;-;-;-;-;-;-;-;-
RAG;18960530;-;-;-;-;-;-;-;-;-;-
RAG;18960531;-;-;-;-;-;-;-;-;-;-
RAG;18960601;-;-;-;-;-;-;-;-;-;-
RAG;18960602;-;-;-;-;-;-;-;-;-;-
RAG;18960603;-;-;-;-;-;-;-;-;-;-
RAG;18960604;-;-;-;-;-;-;-;-;-;-
RAG;18960605;-;-;-;-;-;-;-;-;-;-
RAG;18960606;-;-;-;-;-;-;-;-;-;-
RAG;18960607;-;-;-;-;-;-;-;-;-;-
RAG;18960608;-;-;-;-;-;-;-;-;-;-
RAG;18960609;-;-;-;-;-;-;-;-;-;-
RAG;18960610;-;-;-;-;-;-;-;-;-;-
RAG;18960611;-;-;-;-;-;-;-;-;-;-
RAG;18960612;-;-;-;-;-;-;-;-;-;-
RAG;18960613;-;-;-;-;-;-;-;-;-;-
RAG;18960614;-;-;-;-;-;-;-;-;-;-
RAG;18960615;-;-;-;-;-;-;-;-;-;-
RAG;18960616;-;-;-;-;-;-;-;-;-;-
RAG;18960617;-;-;-;-;-;-;-;-;-;-
RAG;18960618;-;-;-;-;-;-;-;-;-;-
RAG;18960619;-;-;-;-;-;-;-;-;-;-
RAG;18960620;-;-;-;-;-;-;-;-;-;-
RAG;18960621;-;-;-;-;-;-;-;-;-;-
RAG;18960622;-;-;-;-;-;-;-;-;-;-
RAG;18960623;-;-;-;-;-;-;-;-;-;-
RAG;18960624;-;-;-;-;-;-;-;-;-;-
RAG;18960625;-;-;-;-;-;-;-;-;-;-
RAG;18960626;-;-;-;-;-;-;-;-;-;-
RAG;18960627;-;-;-;-;-;-;-;-;-;-
RAG;18960628;-;-;-;-;-;-;-;-;-;-
RAG;18960629;-;-;-;-;-;-;-;-;-;-
RAG;18960630;-;-;-;-;-;-;-;-;-;-
RAG;18960701;-;-;-;-;-;-;-;-;-;-
RAG;18960702;-;-;-;-;-;-;-;-;-;-
RAG;18960703;-;-;-;-;-;-;-;-;-;-
RAG;18960704;-;-;-;-;-;-;-;-;-;-
RAG;18960705;-;-;-;-;-;-;-;-;-;-
RAG;18960706;-;-;-;-;-;-;-;-;-;-
RAG;18960707;-;-;-;-;-;-;-;-;-;-
RAG;18960708;-;-;-;-;-;-;-;-;-;-
RAG;18960709;-;-;-;-;-;-;-;-;-;-
RAG;18960710;-;-;-;-;-;-;-;-;-;-
RAG;18960711;-;-;-;-;-;-;-;-;-;-
RAG;18960712;-;-;-;-;-;-;-;-;-;-
RAG;18960713;-;-;-;-;-;-;-;-;-;-
RAG;18960714;-;-;-;-;-;-;-;-;-;-
RAG;18960715;-;-;-;-;-;-;-;-;-;-
RAG;18960716;-;-;-;-;-;-;-;-;-;-
RAG;18960717;-;-;-;-;-;-;-;-;-;-
RAG;18960718;-;-;-;-;-;-;-;-;-;-
RAG;18960719;-;-;-;-;-;-;-;-;-;-
RAG;18960720;-;-;-;-;-;-;-;-;-;-
RAG;18960721;-;-;-;-;-;-;-;-;-;-
RAG;18960722;-;-;-;-;-;-;-;-;-;-
RAG;18960723;-;-;-;-;-;-;-;-;-;-
RAG;18960724;-;-;-;-;-;-;-;-;-;-
RAG;18960725;-;-;-;-;-;-;-;-;-;-
RAG;18960726;-;-;-;-;-;-;-;-;-;-
RAG;18960727;-;-;-;-;-;-;-;-;-;-
RAG;18960728;-;-;-;-;-;-;-;-;-;-
RAG;18960729;-;-;-;-;-;-;-;-;-;-
RAG;18960730;-;-;-;-;-;-;-;-;-;-
RAG;18960731;-;-;-;-;-;-;-;-;-;-
RAG;18960801;-;-;-;-;-;-;-;-;-;-
RAG;18960802;-;-;-;-;-;-;-;-;-;-
RAG;18960803;-;-;-;-;-;-;-;-;-;-
RAG;18960804;-;-;-;-;-;-;-;-;-;-
RAG;18960805;-;-;-;-;-;-;-;-;-;-
RAG;18960806;-;-;-;-;-;-;-;-;-;-
RAG;18960807;-;-;-;-;-;-;-;-;-;-
RAG;18960808;-;-;-;-;-;-;-;-;-;-
RAG;18960809;-;-;-;-;-;-;-;-;-;-
RAG;18960810;-;-;-;-;-;-;-;-;-;-
RAG;18960811;-;-;-;-;-;-;-;-;-;-
RAG;18960812;-;-;-;-;-;-;-;-;-;-
RAG;18960813;-;-;-;-;-;-;-;-;-;-
RAG;18960814;-;-;-;-;-;-;-;-;-;-
RAG;18960815;-;-;-;-;-;-;-;-;-;-
RAG;18960816;-;-;-;-;-;-;-;-;-;-
RAG;18960817;-;-;-;-;-;-;-;-;-;-
RAG;18960818;-;-;-;-;-;-;-;-;-;-
RAG;18960819;-;-;-;-;-;-;-;-;-;-
RAG;18960820;-;-;-;-;-;-;-;-;-;-
RAG;18960821;-;-;-;-;-;-;-;-;-;-
RAG;18960822;-;-;-;-;-;-;-;-;-;-
RAG;18960823;-;-;-;-;-;-;-;-;-;-
RAG;18960824;-;-;-;-;-;-;-;-;-;-
RAG;18960825;-;-;-;-;-;-;-;-;-;-
RAG;18960826;-;-;-;-;-;-;-;-;-;-
RAG;18960827;-;-;-;-;-;-;-;-;-;-
RAG;18960828;-;-;-;-;-;-;-;-;-;-
RAG;18960829;-;-;-;-;-;-;-;-;-;-
RAG;18960830;-;-;-;-;-;-;-;-;-;-
RAG;18960831;-;-;-;-;-;-;-;-;-;-
RAG;18960901;-;-;-;-;-;-;-;-;-;-
RAG;18960902;-;-;-;-;-;-;-;-;-;-
RAG;18960903;-;-;-;-;-;-;-;-;-;-
RAG;18960904;-;-;-;-;-;-;-;-;-;-
RAG;18960905;-;-;-;-;-;-;-;-;-;-
RAG;18960906;-;-;-;-;-;-;-;-;-;-
RAG;18960907;-;-;-;-;-;-;-;-;-;-
RAG;18960908;-;-;-;-;-;-;-;-;-;-
RAG;18960909;-;-;-;-;-;-;-;-;-;-
RAG;18960910;-;-;-;-;-;-;-;-;-;-
RAG;18960911;-;-;-;-;-;-;-;-;-;-
RAG;18960912;-;-;-;-;-;-;-;-;-;-
RAG;18960913;-;-;-;-;-;-;-;-;-;-
RAG;18960914;-;-;-;-;-;-;-;-;-;-
RAG;18960915;-;-;-;-;-;-;-;-;-;-
RAG;18960916;-;-;-;-;-;-;-;-;-;-
RAG;18960917;-;-;-;-;-;-;-;-;-;-
RAG;18960918;-;-;-;-;-;-;-;-;-;-
RAG;18960919;-;-;-;-;-;-;-;-;-;-
RAG;18960920;-;-;-;-;-;-;-;-;-;-
RAG;18960921;-;-;-;-;-;-;-;-;-;-
RAG;18960922;-;-;-;-;-;-;-;-;-;-
RAG;18960923;-;-;-;-;-;-;-;-;-;-
RAG;18960924;-;-;-;-;-;-;-;-;-;-
RAG;18960925;-;-;-;-;-;-;-;-;-;-
RAG;18960926;-;-;-;-;-;-;-;-;-;-
RAG;18960927;-;-;-;-;-;-;-;-;-;-
RAG;18960928;-;-;-;-;-;-;-;-;-;-
RAG;18960929;-;-;-;-;-;-;-;-;-;-
RAG;18960930;-;-;-;-;-;-;-;-;-;-
RAG;18961001;-;-;-;-;-;-;-;-;-;-
RAG;18961002;-;-;-;-;-;-;-;-;-;-
RAG;18961003;-;-;-;-;-;-;-;-;-;-
RAG;18961004;-;-;-;-;-;-;-;-;-;-
RAG;18961005;-;-;-;-;-;-;-;-;-;-
RAG;18961006;-;-;-;-;-;-;-;-;-;-
RAG;18961007;-;-;-;-;-;-;-;-;-;-
RAG;18961008;-;-;-;-;-;-;-;-;-;-
RAG;18961009;-;-;-;-;-;-;-;-;-;-
RAG;18961010;-;-;-;-;-;-;-;-;-;-
RAG;18961011;-;-;-;-;-;-;-;-;-;-
RAG;18961012;-;-;-;-;-;-;-;-;-;-
RAG;18961013;-;-;-;-;-;-;-;-;-;-
RAG;18961014;-;-;-;-;-;-;-;-;-;-
RAG;18961015;-;-;-;-;-;-;-;-;-;-
RAG;18961016;-;-;-;-;-;-;-;-;-;-
RAG;18961017;-;-;-;-;-;-;-;-;-;-
RAG;18961018;-;-;-;-;-;-;-;-;-;-
RAG;18961019;-;-;-;-;-;-;-;-;-;-
RAG;18961020;-;-;-;-;-;-;-;-;-;-
RAG;18961021;-;-;-;-;-;-;-;-;-;-
RAG;18961022;-;-;-;-;-;-;-;-;-;-
RAG;18961023;-;-;-;-;-;-;-;-;-;-
RAG;18961024;-;-;-;-;-;-;-;-;-;-
RAG;18961025;-;-;-;-;-;-;-;-;-;-
RAG;18961026;-;-;-;-;-;-;-;-;-;-
RAG;18961027;-;-;-;-;-;-;-;-;-;-
RAG;18961028;-;-;-;-;-;-;-;-;-;-
RAG;18961029;-;-;-;-;-;-;-;-;-;-
RAG;18961030;-;-;-;-;-;-;-;-;-;-
RAG;18961031;-;-;-;-;-;-;-;-;-;-
RAG;18961101;-;-;-;-;-;-;-;-;-;-
RAG;18961102;-;-;-;-;-;-;-;-;-;-
RAG;18961103;-;-;-;-;-;-;-;-;-;-
RAG;18961104;-;-;-;-;-;-;-;-;-;-
RAG;18961105;-;-;-;-;-;-;-;-;-;-
RAG;18961106;-;-;-;-;-;-;-;-;-;-
RAG;18961107;-;-;-;-;-;-;-;-;-;-
RAG;18961108;-;-;-;-;-;-;-;-;-;-
RAG;18961109;-;-;-;-;-;-;-;-;-;-
RAG;18961110;-;-;-;-;-;-;-;-;-;-
RAG;18961111;-;-;-;-;-;-;-;-;-;-
RAG;18961112;-;-;-;-;-;-;-;-;-;-
RAG;18961113;-;-;-;-;-;-;-;-;-;-
RAG;18961114;-;-;-;-;-;-;-;-;-;-
RAG;18961115;-;-;-;-;-;-;-;-;-;-
RAG;18961116;-;-;-;-;-;-;-;-;-;-
RAG;18961117;-;-;-;-;-;-;-;-;-;-
RAG;18961118;-;-;-;-;-;-;-;-;-;-
RAG;18961119;-;-;-;-;-;-;-;-;-;-
RAG;18961120;-;-;-;-;-;-;-;-;-;-
RAG;18961121;-;-;-;-;-;-;-;-;-;-
RAG;18961122;-;-;-;-;-;-;-;-;-;-
RAG;18961123;-;-;-;-;-;-;-;-;-;-
RAG;18961124;-;-;-;-;-;-;-;-;-;-
RAG;18961125;-;-;-;-;-;-;-;-;-;-
RAG;18961126;-;-;-;-;-;-;-;-;-;-
RAG;18961127;-;-;-;-;-;-;-;-;-;-
RAG;18961128;-;-;-;-;-;-;-;-;-;-
RAG;18961129;-;-;-;-;-;-;-;-;-;-
RAG;18961130;-;-;-;-;-;-;-;-;-;-
RAG;18961201;-;-;-;-;-;-;-;-;-;-
RAG;18961202;-;-;-;-;-;-;-;-;-;-
RAG;18961203;-;-;-;-;-;-;-;-;-;-
RAG;18961204;-;-;-;-;-;-;-;-;-;-
RAG;18961205;-;-;-;-;-;-;-;-;-;-
RAG;18961206;-;-;-;-;-;-;-;-;-;-
RAG;18961207;-;-;-;-;-;-;-;-;-;-
RAG;18961208;-;-;-;-;-;-;-;-;-;-
RAG;18961209;-;-;-;-;-;-;-;-;-;-
RAG;18961210;-;-;-;-;-;-;-;-;-;-
RAG;18961211;-;-;-;-;-;-;-;-;-;-
RAG;18961212;-;-;-;-;-;-;-;-;-;-
RAG;18961213;-;-;-;-;-;-;-;-;-;-
RAG;18961214;-;-;-;-;-;-;-;-;-;-
RAG;18961215;-;-;-;-;-;-;-;-;-;-
RAG;18961216;-;-;-;-;-;-;-;-;-;-
RAG;18961217;-;-;-;-;-;-;-;-;-;-
RAG;18961218;-;-;-;-;-;-;-;-;-;-
RAG;18961219;-;-;-;-;-;-;-;-;-;-
RAG;18961220;-;-;-;-;-;-;-;-;-;-
RAG;18961221;-;-;-;-;-;-;-;-;-;-
RAG;18961222;-;-;-;-;-;-;-;-;-;-
RAG;18961223;-;-;-;-;-;-;-;-;-;-
RAG;18961224;-;-;-;-;-;-;-;-;-;-
RAG;18961225;-;-;-;-;-;-;-;-;-;-
RAG;18961226;-;-;-;-;-;-;-;-;-;-
RAG;18961227;-;-;-;-;-;-;-;-;-;-
RAG;18961228;-;-;-;-;-;-;-;-;-;-
RAG;18961229;-;-;-;-;-;-;-;-;-;-
RAG;18961230;-;-;-;-;-;-;-;-;-;-
RAG;18961231;-;-;-;-;-;-;-;-;-;-
RAG;18970101;-;-;-;-;-;-;-;-;-;-
RAG;18970102;-;-;-;-;-;-;-;-;-;-
RAG;18970103;-;-;-;-;-;-;-;-;-;-
RAG;18970104;-;-;-;-;-;-;-;-;-;-
RAG;18970105;-;-;-;-;-;-;-;-;-;-
RAG;18970106;-;-;-;-;-;-;-;-;-;-
RAG;18970107;-;-;-;-;-;-;-;-;-;-
RAG;18970108;-;-;-;-;-;-;-;-;-;-
RAG;18970109;-;-;-;-;-;-;-;-;-;-
RAG;18970110;-;-;-;-;-;-;-;-;-;-
RAG;18970111;-;-;-;-;-;-;-;-;-;-
RAG;18970112;-;-;-;-;-;-;-;-;-;-
RAG;18970113;-;-;-;-;-;-;-;-;-;-
RAG;18970114;-;-;-;-;-;-;-;-;-;-
RAG;18970115;-;-;-;-;-;-;-;-;-;-
RAG;18970116;-;-;-;-;-;-;-;-;-;-
RAG;18970117;-;-;-;-;-;-;-;-;-;-
RAG;18970118;-;-;-;-;-;-;-;-;-;-
RAG;18970119;-;-;-;-;-;-;-;-;-;-
RAG;18970120;-;-;-;-;-;-;-;-;-;-
RAG;18970121;-;-;-;-;-;-;-;-;-;-
RAG;18970122;-;-;-;-;-;-;-;-;-;-
RAG;18970123;-;-;-;-;-;-;-;-;-;-
RAG;18970124;-;-;-;-;-;-;-;-;-;-
RAG;18970125;-;-;-;-;-;-;-;-;-;-
RAG;18970126;-;-;-;-;-;-;-;-;-;-
RAG;18970127;-;-;-;-;-;-;-;-;-;-
RAG;18970128;-;-;-;-;-;-;-;-;-;-
RAG;18970129;-;-;-;-;-;-;-;-;-;-
RAG;18970130;-;-;-;-;-;-;-;-;-;-
RAG;18970131;-;-;-;-;-;-;-;-;-;-
RAG;18970201;-;-;-;-;-;-;-;-;-;-
RAG;18970202;-;-;-;-;-;-;-;-;-;-
RAG;18970203;-;-;-;-;-;-;-;-;-;-
RAG;18970204;-;-;-;-;-;-;-;-;-;-
RAG;18970205;-;-;-;-;-;-;-;-;-;-
RAG;18970206;-;-;-;-;-;-;-;-;-;-
RAG;18970207;-;-;-;-;-;-;-;-;-;-
RAG;18970208;-;-;-;-;-;-;-;-;-;-
RAG;18970209;-;-;-;-;-;-;-;-;-;-
RAG;18970210;-;-;-;-;-;-;-;-;-;-
RAG;18970211;-;-;-;-;-;-;-;-;-;-
RAG;18970212;-;-;-;-;-;-;-;-;-;-
RAG;18970213;-;-;-;-;-;-;-;-;-;-
RAG;18970214;-;-;-;-;-;-;-;-;-;-
RAG;18970215;-;-;-;-;-;-;-;-;-;-
RAG;18970216;-;-;-;-;-;-;-;-;-;-
RAG;18970217;-;-;-;-;-;-;-;-;-;-
RAG;18970218;-;-;-;-;-;-;-;-;-;-
RAG;18970219;-;-;-;-;-;-;-;-;-;-
RAG;18970220;-;-;-;-;-;-;-;-;-;-
RAG;18970221;-;-;-;-;-;-;-;-;-;-
RAG;18970222;-;-;-;-;-;-;-;-;-;-
RAG;18970223;-;-;-;-;-;-;-;-;-;-
RAG;18970224;-;-;-;-;-;-;-;-;-;-
RAG;18970225;-;-;-;-;-;-;-;-;-;-
RAG;18970226;-;-;-;-;-;-;-;-;-;-
RAG;18970227;-;-;-;-;-;-;-;-;-;-
RAG;18970228;-;-;-;-;-;-;-;-;-;-
RAG;18970301;-;-;-;-;-;-;-;-;-;-
RAG;18970302;-;-;-;-;-;-;-;-;-;-
RAG;18970303;-;-;-;-;-;-;-;-;-;-
RAG;18970304;-;-;-;-;-;-;-;-;-;-
RAG;18970305;-;-;-;-;-;-;-;-;-;-
RAG;18970306;-;-;-;-;-;-;-;-;-;-
RAG;18970307;-;-;-;-;-;-;-;-;-;-
RAG;18970308;-;-;-;-;-;-;-;-;-;-
RAG;18970309;-;-;-;-;-;-;-;-;-;-
RAG;18970310;-;-;-;-;-;-;-;-;-;-
RAG;18970311;-;-;-;-;-;-;-;-;-;-
RAG;18970312;-;-;-;-;-;-;-;-;-;-
RAG;18970313;-;-;-;-;-;-;-;-;-;-
RAG;18970314;-;-;-;-;-;-;-;-;-;-
RAG;18970315;-;-;-;-;-;-;-;-;-;-
RAG;18970316;-;-;-;-;-;-;-;-;-;-
RAG;18970317;-;-;-;-;-;-;-;-;-;-
RAG;18970318;-;-;-;-;-;-;-;-;-;-
RAG;18970319;-;-;-;-;-;-;-;-;-;-
RAG;18970320;-;-;-;-;-;-;-;-;-;-
RAG;18970321;-;-;-;-;-;-;-;-;-;-
RAG;18970322;-;-;-;-;-;-;-;-;-;-
RAG;18970323;-;-;-;-;-;-;-;-;-;-
RAG;18970324;-;-;-;-;-;-;-;-;-;-
RAG;18970325;-;-;-;-;-;-;-;-;-;-
RAG;18970326;-;-;-;-;-;-;-;-;-;-
RAG;18970327;-;-;-;-;-;-;-;-;-;-
RAG;18970328;-;-;-;-;-;-;-;-;-;-
RAG;18970329;-;-;-;-;-;-;-;-;-;-
RAG;18970330;-;-;-;-;-;-;-;-;-;-
RAG;18970331;-;-;-;-;-;-;-;-;-;-
RAG;18970401;-;-;-;-;-;-;-;-;-;-
RAG;18970402;-;-;-;-;-;-;-;-;-;-
RAG;18970403;-;-;-;-;-;-;-;-;-;-
RAG;18970404;-;-;-;-;-;-;-;-;-;-
RAG;18970405;-;-;-;-;-;-;-;-;-;-
RAG;18970406;-;-;-;-;-;-;-;-;-;-
RAG;18970407;-;-;-;-;-;-;-;-;-;-
RAG;18970408;-;-;-;-;-;-;-;-;-;-
RAG;18970409;-;-;-;-;-;-;-;-;-;-
RAG;18970410;-;-;-;-;-;-;-;-;-;-
RAG;18970411;-;-;-;-;-;-;-;-;-;-
RAG;18970412;-;-;-;-;-;-;-;-;-;-
RAG;18970413;-;-;-;-;-;-;-;-;-;-
RAG;18970414;-;-;-;-;-;-;-;-;-;-
RAG;18970415;-;-;-;-;-;-;-;-;-;-
RAG;18970416;-;-;-;-;-;-;-;-;-;-
RAG;18970417;-;-;-;-;-;-;-;-;-;-
RAG;18970418;-;-;-;-;-;-;-;-;-;-
RAG;18970419;-;-;-;-;-;-;-;-;-;-
RAG;18970420;-;-;-;-;-;-;-;-;-;-
RAG;18970421;-;-;-;-;-;-;-;-;-;-
RAG;18970422;-;-;-;-;-;-;-;-;-;-
RAG;18970423;-;-;-;-;-;-;-;-;-;-
RAG;18970424;-;-;-;-;-;-;-;-;-;-
RAG;18970425;-;-;-;-;-;-;-;-;-;-
RAG;18970426;-;-;-;-;-;-;-;-;-;-
RAG;18970427;-;-;-;-;-;-;-;-;-;-
RAG;18970428;-;-;-;-;-;-;-;-;-;-
RAG;18970429;-;-;-;-;-;-;-;-;-;-
RAG;18970430;-;-;-;-;-;-;-;-;-;-
RAG;18970501;-;-;-;-;-;-;-;-;-;-
RAG;18970502;-;-;-;-;-;-;-;-;-;-
RAG;18970503;-;-;-;-;-;-;-;-;-;-
RAG;18970504;-;-;-;-;-;-;-;-;-;-
RAG;18970505;-;-;-;-;-;-;-;-;-;-
RAG;18970506;-;-;-;-;-;-;-;-;-;-
RAG;18970507;-;-;-;-;-;-;-;-;-;-
RAG;18970508;-;-;-;-;-;-;-;-;-;-
RAG;18970509;-;-;-;-;-;-;-;-;-;-
RAG;18970510;-;-;-;-;-;-;-;-;-;-
RAG;18970511;-;-;-;-;-;-;-;-;-;-
RAG;18970512;-;-;-;-;-;-;-;-;-;-
RAG;18970513;-;-;-;-;-;-;-;-;-;-
RAG;18970514;-;-;-;-;-;-;-;-;-;-
RAG;18970515;-;-;-;-;-;-;-;-;-;-
RAG;18970516;-;-;-;-;-;-;-;-;-;-
RAG;18970517;-;-;-;-;-;-;-;-;-;-
RAG;18970518;-;-;-;-;-;-;-;-;-;-
RAG;18970519;-;-;-;-;-;-;-;-;-;-
RAG;18970520;-;-;-;-;-;-;-;-;-;-
RAG;18970521;-;-;-;-;-;-;-;-;-;-
RAG;18970522;-;-;-;-;-;-;-;-;-;-
RAG;18970523;-;-;-;-;-;-;-;-;-;-
RAG;18970524;-;-;-;-;-;-;-;-;-;-
RAG;18970525;-;-;-;-;-;-;-;-;-;-
RAG;18970526;-;-;-;-;-;-;-;-;-;-
RAG;18970527;-;-;-;-;-;-;-;-;-;-
RAG;18970528;-;-;-;-;-;-;-;-;-;-
RAG;18970529;-;-;-;-;-;-;-;-;-;-
RAG;18970530;-;-;-;-;-;-;-;-;-;-
RAG;18970531;-;-;-;-;-;-;-;-;-;-
RAG;18970601;-;-;-;-;-;-;-;-;-;-
RAG;18970602;-;-;-;-;-;-;-;-;-;-
RAG;18970603;-;-;-;-;-;-;-;-;-;-
RAG;18970604;-;-;-;-;-;-;-;-;-;-
RAG;18970605;-;-;-;-;-;-;-;-;-;-
RAG;18970606;-;-;-;-;-;-;-;-;-;-
RAG;18970607;-;-;-;-;-;-;-;-;-;-
RAG;18970608;-;-;-;-;-;-;-;-;-;-
RAG;18970609;-;-;-;-;-;-;-;-;-;-
RAG;18970610;-;-;-;-;-;-;-;-;-;-
RAG;18970611;-;-;-;-;-;-;-;-;-;-
RAG;18970612;-;-;-;-;-;-;-;-;-;-
RAG;18970613;-;-;-;-;-;-;-;-;-;-
RAG;18970614;-;-;-;-;-;-;-;-;-;-
RAG;18970615;-;-;-;-;-;-;-;-;-;-
RAG;18970616;-;-;-;-;-;-;-;-;-;-
RAG;18970617;-;-;-;-;-;-;-;-;-;-
RAG;18970618;-;-;-;-;-;-;-;-;-;-
RAG;18970619;-;-;-;-;-;-;-;-;-;-
RAG;18970620;-;-;-;-;-;-;-;-;-;-
RAG;18970621;-;-;-;-;-;-;-;-;-;-
RAG;18970622;-;-;-;-;-;-;-;-;-;-
RAG;18970623;-;-;-;-;-;-;-;-;-;-
RAG;18970624;-;-;-;-;-;-;-;-;-;-
RAG;18970625;-;-;-;-;-;-;-;-;-;-
RAG;18970626;-;-;-;-;-;-;-;-;-;-
RAG;18970627;-;-;-;-;-;-;-;-;-;-
RAG;18970628;-;-;-;-;-;-;-;-;-;-
RAG;18970629;-;-;-;-;-;-;-;-;-;-
RAG;18970630;-;-;-;-;-;-;-;-;-;-
RAG;18970701;-;-;-;-;-;-;-;-;-;-
RAG;18970702;-;-;-;-;-;-;-;-;-;-
RAG;18970703;-;-;-;-;-;-;-;-;-;-
RAG;18970704;-;-;-;-;-;-;-;-;-;-
RAG;18970705;-;-;-;-;-;-;-;-;-;-
RAG;18970706;-;-;-;-;-;-;-;-;-;-
RAG;18970707;-;-;-;-;-;-;-;-;-;-
RAG;18970708;-;-;-;-;-;-;-;-;-;-
RAG;18970709;-;-;-;-;-;-;-;-;-;-
RAG;18970710;-;-;-;-;-;-;-;-;-;-
RAG;18970711;-;-;-;-;-;-;-;-;-;-
RAG;18970712;-;-;-;-;-;-;-;-;-;-
RAG;18970713;-;-;-;-;-;-;-;-;-;-
RAG;18970714;-;-;-;-;-;-;-;-;-;-
RAG;18970715;-;-;-;-;-;-;-;-;-;-
RAG;18970716;-;-;-;-;-;-;-;-;-;-
RAG;18970717;-;-;-;-;-;-;-;-;-;-
RAG;18970718;-;-;-;-;-;-;-;-;-;-
RAG;18970719;-;-;-;-;-;-;-;-;-;-
RAG;18970720;-;-;-;-;-;-;-;-;-;-
RAG;18970721;-;-;-;-;-;-;-;-;-;-
RAG;18970722;-;-;-;-;-;-;-;-;-;-
RAG;18970723;-;-;-;-;-;-;-;-;-;-
RAG;18970724;-;-;-;-;-;-;-;-;-;-
RAG;18970725;-;-;-;-;-;-;-;-;-;-
RAG;18970726;-;-;-;-;-;-;-;-;-;-
RAG;18970727;-;-;-;-;-;-;-;-;-;-
RAG;18970728;-;-;-;-;-;-;-;-;-;-
RAG;18970729;-;-;-;-;-;-;-;-;-;-
RAG;18970730;-;-;-;-;-;-;-;-;-;-
RAG;18970731;-;-;-;-;-;-;-;-;-;-
RAG;18970801;-;-;-;-;-;-;-;-;-;-
RAG;18970802;-;-;-;-;-;-;-;-;-;-
RAG;18970803;-;-;-;-;-;-;-;-;-;-
RAG;18970804;-;-;-;-;-;-;-;-;-;-
RAG;18970805;-;-;-;-;-;-;-;-;-;-
RAG;18970806;-;-;-;-;-;-;-;-;-;-
RAG;18970807;-;-;-;-;-;-;-;-;-;-
RAG;18970808;-;-;-;-;-;-;-;-;-;-
RAG;18970809;-;-;-;-;-;-;-;-;-;-
RAG;18970810;-;-;-;-;-;-;-;-;-;-
RAG;18970811;-;-;-;-;-;-;-;-;-;-
RAG;18970812;-;-;-;-;-;-;-;-;-;-
RAG;18970813;-;-;-;-;-;-;-;-;-;-
RAG;18970814;-;-;-;-;-;-;-;-;-;-
RAG;18970815;-;-;-;-;-;-;-;-;-;-
RAG;18970816;-;-;-;-;-;-;-;-;-;-
RAG;18970817;-;-;-;-;-;-;-;-;-;-
RAG;18970818;-;-;-;-;-;-;-;-;-;-
RAG;18970819;-;-;-;-;-;-;-;-;-;-
RAG;18970820;-;-;-;-;-;-;-;-;-;-
RAG;18970821;-;-;-;-;-;-;-;-;-;-
RAG;18970822;-;-;-;-;-;-;-;-;-;-
RAG;18970823;-;-;-;-;-;-;-;-;-;-
RAG;18970824;-;-;-;-;-;-;-;-;-;-
RAG;18970825;-;-;-;-;-;-;-;-;-;-
RAG;18970826;-;-;-;-;-;-;-;-;-;-
RAG;18970827;-;-;-;-;-;-;-;-;-;-
RAG;18970828;-;-;-;-;-;-;-;-;-;-
RAG;18970829;-;-;-;-;-;-;-;-;-;-
RAG;18970830;-;-;-;-;-;-;-;-;-;-
RAG;18970831;-;-;-;-;-;-;-;-;-;-
RAG;18970901;-;-;-;-;-;-;-;-;-;-
RAG;18970902;-;-;-;-;-;-;-;-;-;-
RAG;18970903;-;-;-;-;-;-;-;-;-;-
RAG;18970904;-;-;-;-;-;-;-;-;-;-
RAG;18970905;-;-;-;-;-;-;-;-;-;-
RAG;18970906;-;-;-;-;-;-;-;-;-;-
RAG;18970907;-;-;-;-;-;-;-;-;-;-
RAG;18970908;-;-;-;-;-;-;-;-;-;-
RAG;18970909;-;-;-;-;-;-;-;-;-;-
RAG;18970910;-;-;-;-;-;-;-;-;-;-
