stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
JUN;19470307;-;67;639;-14.2;97;360;-;-
JUN;19470308;-;97;642.2;-15.1;99.3;0;-;-
JUN;19470309;-;40;647.9;-16.4;50.7;510;-;-
JUN;19470310;-;100;651.6;-8.1;88.3;0;-;-
JUN;19470311;-;100;644.5;-11.9;85.3;0;-;-
JUN;19470312;-;93;649.7;-11.9;93.7;6;-;-
JUN;19470313;-;97;650.1;-8.6;95.7;30;-;-
JUN;19470314;-;100;643.4;-11.3;99.3;0;-;-
JUN;19470315;-;87;649.8;-13.9;88;60;-;-
JUN;19470316;-;87;655.7;-5.9;70.7;318;-;-
JUN;19470317;-;80;656.8;-4.3;72.7;0;-;-
JUN;19470318;-;60;651.6;-6.4;77.3;402;-;-
JUN;19470319;-;80;642.2;-13.7;97.3;0;-;-
JUN;19470320;-;100;641.4;-14.5;100;0;-;-
JUN;19470321;-;67;650.4;-8.2;53;354;-;-
JUN;19470322;-;100;647.7;-8.2;100;0;-;-
JUN;19470323;-;53;645.5;-11.1;89.3;84;-;-
JUN;19470324;-;93;643.4;-10.9;99.3;138;-;-
JUN;19470325;-;67;645;-12.3;76.3;114;-;-
JUN;19470326;-;63;645.3;-10.8;84;300;-;-
JUN;19470327;-;63;646.8;-11.1;94.7;300;-;-
JUN;19470328;-;80;648.2;-7.8;66.7;420;-;-
JUN;19470329;-;100;640.7;-10.6;99.7;0;-;-
JUN;19470330;-;77;637.3;-12;88.3;0;-;-
JUN;19470331;-;83;641.5;-11.9;98;0;-;-
JUN;19470401;-;73;641.6;-13.6;100;348;-;-
JUN;19470402;-;100;639;-15.4;97;0;-;-
JUN;19470403;-;50;644.2;-12.9;89.7;504;-;-
JUN;19470404;-;100;644.9;-13.6;98.3;18;-;-
JUN;19470405;-;73;654.8;-12.7;75;174;-;-
JUN;19470406;-;93;662.3;-7.8;75;18;-;-
JUN;19470407;-;97;662.4;-7;96.3;36;-;-
JUN;19470408;-;70;658.7;-5.5;45.7;594;-;-
JUN;19470409;-;73;654;-15.1;77;390;-;-
JUN;19470410;-;17;657.3;-9.7;27;708;-;-
JUN;19470411;-;13;657.7;-7.7;22.7;720;-;-
JUN;19470412;-;7;658.1;-6.5;29.3;726;-;-
JUN;19470413;-;7;661.1;-5.2;32.3;726;-;-
JUN;19470414;-;7;663.6;-5.3;38;744;-;-
JUN;19470415;-;13;667.4;-2.7;23;738;-;-
JUN;19470416;-;7;666.3;-1.4;29.7;762;-;-
JUN;19470417;-;50;661.3;-4;56.7;660;-;-
JUN;19470418;-;67;656.6;-8.5;86;420;-;-
JUN;19470419;-;43;656.3;-8.3;84.7;444;-;-
JUN;19470420;-;47;656.8;-7.1;91;252;-;-
JUN;19470421;-;67;659.5;-7.6;76.7;270;-;-
JUN;19470422;-;67;659.9;-4.6;38;480;-;-
JUN;19470423;-;50;656.1;-8.7;70.7;456;-;-
JUN;19470424;-;47;661.8;-5.2;75;468;-;-
JUN;19470425;-;7;666.3;-2.7;62.3;774;-;-
JUN;19470426;-;60;667.4;-2.8;76.7;486;-;-
JUN;19470427;-;100;665.1;-2.2;94;0;-;-
JUN;19470428;-;90;661.8;-4.2;95.3;96;-;-
JUN;19470429;-;40;658.9;-7.9;68.7;510;-;-
JUN;19470430;-;7;652.4;-5.5;40.7;768;-;-
JUN;19470501;-;50;650.2;-5.7;65.7;408;-;-
JUN;19470502;-;100;652;-4.1;100;0;-;-
JUN;19470503;-;100;653.3;-5.1;100;0;-;-
JUN;19470504;-;100;651.1;-7.3;97.7;0;-;-
JUN;19470505;-;100;651.3;-9.9;96;0;-;-
JUN;19470506;-;63;655.6;-6.2;79.3;516;-;-
JUN;19470507;-;17;658.9;-4.9;52.3;786;-;-
JUN;19470508;-;27;659.5;-4.3;72;552;-;-
JUN;19470509;-;10;659.1;-3.4;64.7;522;-;-
JUN;19470510;-;70;657.3;-3.4;85.3;114;-;-
JUN;19470511;-;93;658.9;-3.5;91.3;240;-;-
JUN;19470512;-;80;659.1;-2.3;84;498;-;-
JUN;19470513;-;80;657.6;-3.4;84.7;264;-;-
JUN;19470514;-;100;655.1;-5.3;99.7;0;-;-
JUN;19470515;-;97;653.5;-5.7;94;186;-;-
JUN;19470516;-;77;652.4;-5.6;98.3;306;-;-
JUN;19470517;-;47;652.3;-5.2;86.7;564;-;-
JUN;19470518;-;70;652.7;-7.4;82.7;210;-;-
JUN;19470519;-;77;654.5;-5.4;99.3;306;-;-
JUN;19470520;-;100;655.7;-4.6;99;0;-;-
JUN;19470521;-;100;655.2;-4.2;100;0;-;-
JUN;19470522;-;100;653.8;-4.2;92.3;48;-;-
JUN;19470523;-;100;653.1;-5.1;96.7;240;-;-
JUN;19470524;-;40;654.7;-4.2;80;432;-;-
JUN;19470525;-;60;659.8;-1.4;85.3;432;-;-
JUN;19470526;-;63;662.1;-1.5;90.3;594;-;-
JUN;19470527;-;57;664.5;-1.4;95;396;-;-
JUN;19470528;-;30;663.7;-0.8;65;660;-;-
JUN;19470529;-;10;664.1;0.9;47.3;744;-;-
JUN;19470530;-;10;664.5;2;44.7;822;-;-
JUN;19470531;-;67;664.9;0.1;90.3;576;-;-
JUN;19470601;-;53;664.2;0.6;85.7;672;-;-
JUN;19470602;-;20;663.7;1;64;714;-;-
JUN;19470603;-;17;662.9;2;52.3;726;-;-
JUN;19470604;-;40;659.6;-0.1;64.3;552;-;-
JUN;19470605;-;67;656.7;-2.8;79.3;744;-;-
JUN;19470606;-;100;652.1;-8.5;99;0;-;-
JUN;19470607;-;97;657.5;-7.6;95;192;-;-
JUN;19470608;-;63;661.5;-5.9;91.3;342;-;-
JUN;19470609;-;80;661.1;-7.6;73;252;-;-
JUN;19470610;-;27;661;-3.8;18.3;846;-;-
JUN;19470611;-;10;659.2;-2.4;70.7;672;-;-
JUN;19470612;-;37;657;-1.7;71;642;-;-
JUN;19470613;-;97;654.7;-3.5;99.7;0;-;-
JUN;19470614;-;67;654.8;-1.8;83;384;-;-
JUN;19470615;-;73;654.9;-4.6;92.7;96;-;-
JUN;19470616;-;10;661.5;-3.2;36;840;-;-
JUN;19470617;-;3;663.4;0.5;69;846;-;-
JUN;19470618;-;70;662.4;0.2;96.3;462;-;-
JUN;19470619;-;97;661.8;-1.1;98;132;-;-
JUN;19470620;-;53;661.5;-0.3;99.3;462;-;-
JUN;19470621;-;57;661.3;0.7;62.7;612;-;-
JUN;19470622;-;83;656;-4.5;83;0;-;-
JUN;19470623;-;67;657.6;-7.2;76.7;582;-;-
JUN;19470624;-;23;663.7;2.8;37.3;858;-;-
JUN;19470625;-;13;667.6;2.8;80.3;822;-;-
JUN;19470626;-;20;669.5;4.4;75.3;708;-;-
JUN;19470627;-;10;670;6.6;27.7;840;-;-
JUN;19470628;-;30;666.7;3.4;62;624;-;-
JUN;19470629;-;87;666.2;0.5;93.3;312;-;-
JUN;19470630;-;77;665.8;0.6;92.7;318;-;-
JUN;19470701;-;80;662.9;-0.5;96;162;-;-
JUN;19470702;-;20;662.3;1.7;83.3;744;-;-
JUN;19470703;-;27;663.9;2.5;62.3;636;-;-
JUN;19470704;-;73;664.1;1.4;75.3;486;-;-
JUN;19470705;-;63;662;0.7;82.7;120;-;-
JUN;19470706;-;13;661.9;3;46.7;762;-;-
JUN;19470707;-;23;662.4;3.3;69;606;-;-
JUN;19470708;-;87;658;1.1;94;360;-;-
JUN;19470709;-;87;651.2;-4.9;97;0;-;-
JUN;19470710;-;70;653.9;-5;93.7;378;-;-
JUN;19470711;-;93;657.5;-2;75.3;84;-;-
JUN;19470712;-;67;660.7;-3.9;99;24;-;-
JUN;19470713;-;3;664.9;-2.2;20.3;834;-;-
JUN;19470714;-;0;665.4;3.4;47.3;834;-;-
JUN;19470715;-;63;663.8;1.5;95;504;-;-
JUN;19470716;-;100;661.5;-0.2;95.3;84;-;-
JUN;19470717;-;100;659.5;-1.7;99.3;0;-;-
JUN;19470718;-;87;657.4;-3;98.3;108;-;-
JUN;19470719;-;47;657;-1.5;73;630;-;-
JUN;19470720;-;67;656.9;-3.2;98.7;306;-;-
JUN;19470721;-;10;662.4;0.4;37.7;822;-;-
JUN;19470722;-;3;666.9;1.8;53;816;-;-
JUN;19470723;-;7;667.6;2.9;70.7;702;-;-
JUN;19470724;-;20;667.4;2.9;73.7;708;-;-
JUN;19470725;-;17;668.2;3.5;73.7;654;-;-
JUN;19470726;-;40;669.3;3.8;74.3;588;-;-
JUN;19470727;-;43;669.8;4.1;69.7;726;-;-
JUN;19470728;-;43;670.7;5.4;71.3;660;-;-
JUN;19470729;-;10;670.4;5.7;62.7;762;-;-
JUN;19470730;-;33;669;4.7;58;516;-;-
JUN;19470731;-;57;668.3;3.8;93;492;-;-
JUN;19470801;-;37;669.5;3.8;64.3;774;-;-
JUN;19470802;-;27;670.6;5.2;63.7;630;-;-
JUN;19470803;-;50;670.1;5.7;84;408;-;-
JUN;19470804;-;73;664.6;5.1;83.7;324;-;-
JUN;19470805;-;97;658.8;0.3;100;48;-;-
JUN;19470806;-;37;660.8;-1.9;65.7;660;-;-
JUN;19470807;-;90;661.2;-1.5;96.3;258;-;-
JUN;19470808;-;13;659.7;-1.3;65;684;-;-
JUN;19470809;-;33;661.3;1.9;62;666;-;-
JUN;19470810;-;100;660.2;0;97.3;36;-;-
JUN;19470811;-;77;661.5;0;94.7;318;-;-
JUN;19470812;-;53;662.1;0;79.7;630;-;-
JUN;19470813;-;37;664;1.5;76;744;-;-
JUN;19470814;-;50;665.2;1.4;76.7;492;-;-
JUN;19470815;-;77;666;1;91.7;246;-;-
JUN;19470816;-;20;666.8;2.2;77;642;-;-
JUN;19470817;-;13;665.8;3.5;59.7;750;-;-
JUN;19470818;-;43;666.2;2.3;81.7;414;-;-
JUN;19470819;-;90;666.1;1.1;98;426;-;-
JUN;19470820;-;100;665.5;1.1;100;42;-;-
JUN;19470821;-;93;663.1;0.9;81.7;222;-;-
JUN;19470822;-;100;659;-1.5;100;36;-;-
JUN;19470823;-;100;659.1;-3.3;100;0;-;-
JUN;19470824;-;50;660.4;-2.4;71.7;648;-;-
JUN;19470825;-;80;660.1;-1.1;84.3;438;-;-
JUN;19470826;-;27;660.4;-1.2;63;540;-;-
JUN;19470827;-;40;659.9;-1.9;69;534;-;-
JUN;19470828;-;20;660.8;-2.1;54.7;582;-;-
JUN;19470829;-;27;660.6;0.6;44.3;690;-;-
JUN;19470830;-;23;658.5;-1.4;49.7;768;-;-
JUN;19470831;-;10;658.4;-2.2;46.3;720;-;-
JUN;19470901;-;40;659.8;-1.2;57.3;654;-;-
JUN;19470902;-;100;657.6;-1.7;99.3;0;-;-
JUN;19470903;-;57;656.7;-3.1;61.7;558;-;-
JUN;19470904;-;77;656.7;-3.7;89.3;342;-;-
JUN;19470905;-;73;659.3;-3.1;84.7;462;-;-
JUN;19470906;-;100;660;-4.2;97.7;102;-;-
JUN;19470907;-;97;660.1;-4.9;92.3;240;-;-
JUN;19470908;-;17;660.4;-4.1;93.3;480;-;-
JUN;19470909;-;63;662.5;-1.6;77;366;-;-
JUN;19470910;-;3;667.3;2.4;25.7;678;-;-
JUN;19470911;-;40;668.5;1.9;59.3;654;-;-
JUN;19470912;-;7;669.4;2.1;81.3;636;-;-
JUN;19470913;-;7;667.6;1.4;67;654;-;-
JUN;19470914;-;33;667.2;1.8;53;600;-;-
JUN;19470915;-;7;668;0;39.3;660;-;-
JUN;19470916;-;10;666.2;-0.4;82.7;648;-;-
JUN;19470917;-;7;666.2;-0.6;58.7;654;-;-
JUN;19470918;-;3;667.1;1.8;70;654;-;-
JUN;19470919;-;7;667.3;1.9;64;648;-;-
JUN;19470920;-;27;666.2;-0.9;91.3;516;-;-
JUN;19470921;-;80;667.1;-2.3;85.3;480;-;-
JUN;19470922;-;47;663.3;-6.8;58.3;420;-;-
JUN;19470923;-;73;657.1;-4.9;63;222;-;-
JUN;19470924;-;100;648.8;-6.1;96.7;0;-;-
JUN;19470925;-;100;651.5;-4.6;100;0;-;-
JUN;19470926;-;100;653.4;-3.9;100;0;-;-
JUN;19470927;-;60;661;-4;54;276;-;-
JUN;19470928;-;17;665.5;-0.2;49.7;612;-;-
JUN;19470929;-;13;664.2;-1.7;49.3;630;-;-
JUN;19470930;-;97;661.7;-5.4;70.7;174;-;-
JUN;19471001;-;40;663.5;-2.2;61.3;594;-;-
JUN;19471002;-;17;661;-2.1;55.3;552;-;-
JUN;19471003;-;23;662.6;-2.5;62;588;-;-
JUN;19471004;-;13;666.1;-1.2;17.7;576;-;-
JUN;19471005;-;0;665.7;0.4;17.7;564;-;-
JUN;19471006;-;20;663.3;-0.3;26;516;-;-
JUN;19471007;-;23;661.9;-2.2;57;534;-;-
JUN;19471008;-;23;661.4;-2.7;87.7;384;-;-
JUN;19471009;-;90;660.9;-2.7;97;120;-;-
JUN;19471010;-;93;662.6;-3.8;99.3;0;-;-
JUN;19471011;-;70;666.7;-3.7;98.7;144;-;-
JUN;19471012;-;23;668.7;-2.3;32.3;534;-;-
JUN;19471013;-;7;666.8;0.5;26;528;-;-
JUN;19471014;-;7;662.4;-2.7;40.7;534;-;-
JUN;19471015;-;93;660;-6.2;98;24;-;-
JUN;19471016;-;20;659.3;-7.3;59;288;-;-
JUN;19471017;-;33;659.4;-5.9;18;510;-;-
JUN;19471018;-;27;658.3;-6.2;50;420;-;-
JUN;19471019;-;0;661.8;-3;55.7;528;-;-
JUN;19471020;-;13;662.8;-2.8;40.7;528;-;-
JUN;19471021;-;7;660.9;-2.9;44.7;510;-;-
JUN;19471022;-;33;658.6;-5.1;63.7;492;-;-
JUN;19471023;-;90;654.8;-6.9;96.7;12;-;-
JUN;19471024;-;100;650.6;-8.3;96.7;0;-;-
JUN;19471025;-;97;648.2;-7;97.3;0;-;-
JUN;19471026;-;43;645.5;-6.4;78.3;324;-;-
JUN;19471027;-;67;648.1;-8.4;81.3;66;-;-
JUN;19471028;-;17;649.4;-8.1;34.7;498;-;-
JUN;19471029;-;100;650.6;-6.3;100;0;-;-
JUN;19471030;-;70;652;-7.2;98;0;-;-
JUN;19471031;-;100;649.5;-7.2;97.7;0;-;-
JUN;19471101;-;67;654.7;-7.4;91.3;54;-;-
JUN;19471102;-;17;656.9;-5.9;60.7;498;-;-
JUN;19471103;-;67;654.1;-11.1;98;0;-;-
JUN;19471104;-;47;656.3;-10.9;25.7;420;-;-
JUN;19471105;-;100;656.7;-8.6;100;0;-;-
JUN;19471106;-;7;657.3;-9.2;44;474;-;-
JUN;19471107;-;43;659.3;-7.1;98;60;-;-
JUN;19471108;-;63;660;-8.6;82;0;-;-
JUN;19471109;-;50;659.2;-6.2;29.3;468;-;-
JUN;19471110;-;100;656.6;-6.9;100;0;-;-
JUN;19471111;-;100;657.2;-5.9;100;0;-;-
JUN;19471112;-;17;656.6;-7.6;48;336;-;-
JUN;19471113;-;97;653;-6;97.3;0;-;-
JUN;19471114;-;100;652;-8.3;100;0;-;-
JUN;19471115;-;100;651.6;-6.2;100;0;-;-
JUN;19471116;-;100;649;-10.4;100;0;-;-
JUN;19471117;-;50;644.1;-17.1;76;0;-;-
JUN;19471118;-;100;642.8;-7.9;94.7;0;-;-
JUN;19471119;-;100;650.6;-7.4;81.3;0;-;-
JUN;19471120;-;47;661.8;-7.4;73.3;0;-;-
JUN;19471121;-;17;668.3;-6.8;62;312;-;-
JUN;19471122;-;67;668;-3.3;59;402;-;-
JUN;19471123;-;80;662.6;-4.8;78;90;-;-
JUN;19471124;-;100;653;-14;96.3;0;-;-
JUN;19471125;-;100;639.9;-20.2;97.3;0;-;-
JUN;19471126;-;40;636.9;-24.2;82;0;-;-
JUN;19471127;-;60;637;-15.2;82.7;186;-;-
JUN;19471128;-;100;637;-13.1;97;0;-;-
JUN;19471129;-;100;634.8;-14.6;95.7;0;-;-
JUN;19471130;-;27;634.2;-18.5;76.3;306;-;-
JUN;19471201;-;100;634.5;-14.9;94;0;-;-
JUN;19471202;-;67;632.1;-14.1;97;0;-;-
JUN;19471203;-;43;633.4;-15.7;73.3;348;-;-
JUN;19471204;-;77;635.6;-18.5;96.7;0;-;-
JUN;19471205;-;40;640.6;-13.7;81.7;312;-;-
JUN;19471206;-;93;639.9;-17.7;88.7;204;-;-
JUN;19471207;-;97;643.4;-17.2;98;0;-;-
JUN;19471208;-;90;644.6;-17.7;85.3;96;-;-
JUN;19471209;-;77;644.3;-16.5;94;174;-;-
JUN;19471210;-;13;651.3;-14.4;65.3;408;-;-
JUN;19471211;-;3;653.3;-12.4;66;438;-;-
JUN;19471212;-;53;653.3;-10.5;89;312;-;-
JUN;19471213;-;63;652.7;-8.9;78;0;-;-
JUN;19471214;-;3;649.9;-14.2;21.7;438;-;-
JUN;19471215;-;37;649.1;-17.5;56;420;-;-
JUN;19471216;-;67;646.9;-20.7;92;234;-;-
JUN;19471217;-;100;645.7;-20.8;91.3;0;-;-
JUN;19471218;-;67;639.3;-23;91.7;0;-;-
JUN;19471219;-;63;645.8;-19.5;79.7;42;-;-
JUN;19471220;-;63;649.2;-16.5;52.3;288;-;-
JUN;19471221;-;100;650;-17.2;96.3;0;-;-
JUN;19471222;-;97;653;-13;73.7;324;-;-
JUN;19471223;-;67;656.2;-10.6;80.3;0;-;-
JUN;19471224;-;20;657.2;-9;28.7;312;-;-
JUN;19471225;-;47;654.2;-7.7;52.7;354;-;-
JUN;19471226;-;100;643.9;-18;96.3;0;-;-
JUN;19471227;-;100;648.5;-11.9;100;0;-;-
JUN;19471228;-;100;648.9;-7.1;94.7;0;-;-
JUN;19471229;-;100;640.4;-13;98;0;-;-
JUN;19471230;-;30;634.8;-20.6;65.3;252;-;-
JUN;19471231;-;100;639.1;-24.5;100;0;-;-
JUN;19480101;-;100;649.1;-15.9;99;0;-;-
JUN;19480102;-;100;655;-7.7;100;0;-;-
JUN;19480103;-;63;659.3;-8.9;80.7;0;-;-
JUN;19480104;-;40;659.4;-5.2;68.7;258;-;-
JUN;19480105;-;100;647.6;-11.2;93.3;0;-;-
JUN;19480106;-;63;644.7;-12.4;62.3;0;-;-
JUN;19480107;-;100;637.5;-9.7;93.7;0;-;-
JUN;19480108;-;97;636.8;-19.2;92.3;0;-;-
JUN;19480109;-;47;642.8;-14.9;65.3;456;-;-
JUN;19480110;-;90;649;-11;97.3;0;-;-
JUN;19480111;-;73;652.1;-6.2;59;0;-;-
JUN;19480112;-;100;652.5;-11.6;99;102;-;-
JUN;19480113;-;93;658.4;-7.3;77.7;108;-;-
JUN;19480114;-;87;652.8;-9.6;62.7;156;-;-
JUN;19480115;-;100;638.4;-14.7;97;0;-;-
JUN;19480116;-;17;636.4;-18;52.3;438;-;-
JUN;19480117;-;10;641.1;-14.3;53.3;438;-;-
JUN;19480118;-;90;641;-14.5;84;0;-;-
JUN;19480119;-;67;631.7;-18.4;85.7;360;-;-
JUN;19480120;-;63;628.7;-22;63;24;-;-
JUN;19480121;-;30;633.9;-22.2;41;420;-;-
JUN;19480122;-;47;636.7;-18.7;75.7;186;-;-
JUN;19480123;-;100;639.3;-12;100;0;-;-
JUN;19480124;-;100;641.4;-13.1;98;0;-;-
JUN;19480125;-;100;641;-13.8;100;0;-;-
JUN;19480126;-;100;639;-15.6;100;0;-;-
JUN;19480127;-;100;636;-13.2;100;0;-;-
JUN;19480128;-;60;640.7;-14.6;71;102;-;-
JUN;19480129;-;77;642.8;-11.4;61;120;-;-
JUN;19480130;-;77;654;-11.5;80.3;72;-;-
JUN;19480131;-;83;659.2;-6.2;47.3;366;-;-
JUN;19480201;-;97;658.4;-13.7;86;0;-;-
JUN;19480202;-;77;665.4;-4.9;45.3;432;-;-
JUN;19480203;-;97;661.7;-5.6;98;0;-;-
JUN;19480204;-;100;650.3;-15.6;81.3;0;-;-
JUN;19480205;-;37;651.5;-14.7;50.7;354;-;-
JUN;19480206;-;100;651.1;-13.2;100;0;-;-
JUN;19480207;-;100;652.9;-15.9;100;0;-;-
JUN;19480208;-;97;657.2;-11.6;100;0;-;-
JUN;19480209;-;87;654.6;-13.2;85;42;-;-
JUN;19480210;-;77;652.7;-13.4;73.7;12;-;-
JUN;19480211;-;100;649.5;-14.6;96;0;-;-
JUN;19480212;-;100;651.9;-12.8;88.3;0;-;-
JUN;19480213;-;100;653.5;-13.4;71.3;0;-;-
JUN;19480214;-;67;656.5;-10.9;80;0;-;-
JUN;19480215;-;70;653.6;-11.9;88;252;-;-
JUN;19480216;-;43;645.2;-20.1;87.7;0;-;-
JUN;19480217;-;57;641.5;-23.1;60.3;486;-;-
JUN;19480218;-;0;638.3;-23.4;78.3;504;-;-
JUN;19480219;-;37;634.7;-26.4;85;504;-;-
JUN;19480220;-;100;631.7;-28.3;95;0;-;-
JUN;19480221;-;87;639.3;-19;96.3;0;-;-
JUN;19480222;-;100;636.4;-17.1;98;0;-;-
JUN;19480223;-;100;636.6;-25.4;93.3;72;-;-
JUN;19480224;-;3;648.6;-13.2;58;528;-;-
JUN;19480225;-;3;651.4;-12.7;44;528;-;-
JUN;19480226;-;7;651.4;-16.6;60.3;528;-;-
JUN;19480227;-;13;657.2;-14.3;55;522;-;-
JUN;19480228;-;37;661.8;-10;42.3;438;-;-
JUN;19480229;-;37;663.6;-8.2;39.3;432;-;-
JUN;19480301;-;50;662.8;-9.1;43.7;468;-;-
JUN;19480302;-;37;663.6;-11.2;78;408;-;-
JUN;19480303;-;0;665.4;-10;34.7;528;-;-
JUN;19480304;-;3;667.3;-6.7;43.3;534;-;-
JUN;19480305;-;7;666.8;-6.1;40.3;534;-;-
JUN;19480306;-;23;667.1;-2.4;25;546;-;-
JUN;19480307;-;7;668;-4.9;16.3;552;-;-
JUN;19480308;-;77;668.9;-7.6;90.7;108;-;-
JUN;19480309;-;57;669.6;-3;54;456;-;-
JUN;19480310;-;7;668.2;-3.2;64;564;-;-
JUN;19480311;-;17;663.7;-9.6;80;306;-;-
JUN;19480312;-;23;662.2;-8.6;42.3;606;-;-
JUN;19480313;-;13;664.4;-8.1;70.3;414;-;-
JUN;19480314;-;7;665.3;-8.6;42.3;624;-;-
JUN;19480315;-;83;663.5;-8.4;82.3;198;-;-
JUN;19480316;-;100;661;-6.7;99.3;0;-;-
JUN;19480317;-;100;656.6;-8.5;98.7;0;-;-
JUN;19480318;-;73;654.3;-11.2;73.3;228;-;-
JUN;19480319;-;60;655.9;-12.9;82;156;-;-
JUN;19480320;-;33;662.1;-7.1;62.3;648;-;-
JUN;19480321;-;3;663.8;-3.1;55.3;660;-;-
JUN;19480322;-;10;658.9;-8.7;64.7;420;-;-
JUN;19480323;-;10;654.9;-9.5;41;660;-;-
JUN;19480324;-;10;657.8;-7.8;29.3;660;-;-
JUN;19480325;-;10;659.7;-7.2;43;648;-;-
JUN;19480326;-;10;656.7;-7.1;69.7;672;-;-
JUN;19480327;-;23;655.3;-8.9;74.3;552;-;-
JUN;19480328;-;0;657.6;-7.2;36;672;-;-
JUN;19480329;-;7;656.2;-8.5;49.3;678;-;-
JUN;19480330;-;50;652.9;-10.1;88;486;-;-
JUN;19480331;-;100;652;-9.7;100;0;-;-
JUN;19480401;-;87;647.4;-11.6;97.3;0;-;-
JUN;19480402;-;73;648.1;-12.9;84.3;384;-;-
JUN;19480403;-;100;647.5;-11.6;100;0;-;-
JUN;19480404;-;70;647.4;-10.5;63.7;288;-;-
JUN;19480405;-;100;642.3;-11;98;0;-;-
JUN;19480406;-;93;640.3;-17.6;98;90;-;-
JUN;19480407;-;67;646.1;-13.8;88;192;-;-
JUN;19480408;-;70;650.5;-7.7;97;324;-;-
JUN;19480409;-;100;646.9;-17.2;97.3;0;-;-
JUN;19480410;-;3;648.6;-12.1;61.3;678;-;-
JUN;19480411;-;0;651.9;-8.9;33.7;720;-;-
JUN;19480412;-;13;657.6;-6;38.3;690;-;-
JUN;19480413;-;13;658;-6.2;30;738;-;-
JUN;19480414;-;17;655.9;-4.5;20.7;750;-;-
JUN;19480415;-;43;651.2;-7.9;80;366;-;-
JUN;19480416;-;100;647.3;-10.2;100;168;-;-
JUN;19480417;-;100;651.5;-7.9;100;0;-;-
JUN;19480418;-;70;654.4;-6.5;90.7;0;-;-
JUN;19480419;-;87;654.5;-5.9;100;54;-;-
JUN;19480420;-;63;654.8;-7.1;100;372;-;-
JUN;19480421;-;77;654.9;-4.8;98.7;348;-;-
JUN;19480422;-;100;652.2;-5.3;100;0;-;-
JUN;19480423;-;100;650.9;-7.1;100;132;-;-
JUN;19480424;-;67;653;-7.4;95.7;336;-;-
JUN;19480425;-;40;656.1;-9.1;52;402;-;-
JUN;19480426;-;23;659.9;-7.3;42;780;-;-
JUN;19480427;-;13;661;-9.4;79.3;630;-;-
JUN;19480428;-;13;656.7;-6.2;49.7;780;-;-
JUN;19480429;-;100;648.8;-7.2;100;6;-;-
JUN;19480430;-;100;641.9;-10.3;100;6;-;-
JUN;19480501;-;30;645.8;-11.2;80.3;666;-;-
JUN;19480502;-;100;646.2;-9.6;100;0;-;-
JUN;19480503;-;100;646;-8.1;100;0;-;-
JUN;19480504;-;100;649.3;-5.9;100;0;-;-
JUN;19480505;-;50;654.8;-5.5;99.3;378;-;-
JUN;19480506;-;17;656.6;-5.3;88;690;-;-
JUN;19480507;-;60;661.1;-3.7;86.7;672;-;-
JUN;19480508;-;50;659.3;-4.1;92;510;-;-
JUN;19480509;-;100;656.1;-4.7;100;84;-;-
JUN;19480510;-;80;653;-5.6;100;0;-;-
JUN;19480511;-;100;654.5;-5.1;100;204;-;-
JUN;19480512;-;57;656.9;-2.9;84.7;660;-;-
JUN;19480513;-;60;658.2;-2.4;86;150;-;-
JUN;19480514;-;100;659.4;-1.9;98.3;0;-;-
JUN;19480515;-;77;661.4;-1.1;93.7;0;-;-
JUN;19480516;-;97;660;-1.5;98.7;0;-;-
JUN;19480517;-;23;661.2;-1;83.3;564;-;-
JUN;19480518;-;3;659.3;-0.8;23.3;828;-;-
JUN;19480519;-;33;655;-4.3;55.3;630;-;-
JUN;19480520;-;73;650.8;-6.6;81.3;378;-;-
JUN;19480521;-;40;651.6;-7.9;97;318;-;-
JUN;19480522;-;77;653.6;-6.3;92.3;426;-;-
JUN;19480523;-;63;653;-7.6;92;498;-;-
JUN;19480524;-;100;652.6;-5.1;100;0;-;-
JUN;19480525;-;100;654.8;-4.3;99;0;-;-
JUN;19480526;-;90;656.2;-4.7;96;324;-;-
JUN;19480527;-;73;654.2;-4.4;80.7;372;-;-
JUN;19480528;-;70;652.2;-4.1;77.7;186;-;-
JUN;19480529;-;43;652.9;-6.3;85.3;222;-;-
JUN;19480530;-;100;651.8;-12.2;99.3;78;-;-
JUN;19480531;-;10;655.5;-5.4;72.7;834;-;-
JUN;19480601;-;100;650.5;-9.2;99;0;-;-
JUN;19480602;-;90;651.1;-7.3;74.3;366;-;-
JUN;19480603;-;100;648;-7.6;94.3;0;-;-
JUN;19480604;-;100;650.2;-11.4;96.3;0;-;-
JUN;19480605;-;17;659.9;-5.2;76;786;-;-
JUN;19480606;-;13;661.8;-3.1;54;726;-;-
JUN;19480607;-;30;663.7;0.2;61;678;-;-
JUN;19480608;-;13;664.1;1.7;59.3;726;-;-
JUN;19480609;-;43;663.6;2.2;72.3;606;-;-
JUN;19480610;-;30;662.1;1.5;66;852;-;-
JUN;19480611;-;43;661.3;0.7;70.3;624;-;-
JUN;19480612;-;40;660.5;1.9;77;642;-;-
JUN;19480613;-;60;660.6;1.6;84.3;660;-;-
JUN;19480614;-;47;662.4;0.8;94.7;528;-;-
JUN;19480615;-;80;661.3;0.7;88.7;300;-;-
