stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur
MER;19270501;-;-;-;-;-;-;-;-;4;11.9
MER;19270502;-;-;-;-;-;-;-;-;0;12.1
MER;19270503;-;-;-;-;-;-;-;-;0;14.9
MER;19270504;-;-;-;-;-;-;-;-;0;16.7
MER;19270505;-;-;-;-;-;-;-;-;0;15.8
MER;19270506;-;-;-;-;-;-;-;-;0;15.9
MER;19270507;-;-;-;-;-;-;-;-;0;18.8
MER;19270508;-;-;-;-;-;-;-;-;0;16.9
MER;19270509;-;-;-;-;-;-;-;-;4.8;14.1
MER;19270510;-;-;-;-;-;-;-;-;6.4;12.2
MER;19270511;-;-;-;-;-;-;-;-;0;7.7
MER;19270512;-;-;-;-;-;-;-;-;0;9.8
MER;19270513;-;-;-;-;-;-;-;-;0;9.1
MER;19270514;-;-;-;-;-;-;-;-;0;9.6
MER;19270515;-;-;-;-;-;-;-;-;0;11.4
MER;19270516;-;-;-;-;-;-;-;-;0;16
MER;19270517;-;-;-;-;-;-;-;-;0;17.3
MER;19270518;-;-;-;-;-;-;-;-;2.5;17.5
MER;19270519;-;-;-;-;-;-;-;-;27;14.9
MER;19270520;-;-;-;-;-;-;-;-;1.8;13.1
MER;19270521;-;-;-;-;-;-;-;-;1.8;13.5
MER;19270522;-;-;-;-;-;-;-;-;7.2;11
MER;19270523;-;-;-;-;-;-;-;-;3;6.3
MER;19270524;-;-;-;-;-;-;-;-;0;11.3
MER;19270525;-;-;-;-;-;-;-;-;0;14.5
MER;19270526;-;-;-;-;-;-;-;-;0;14.6
MER;19270527;-;-;-;-;-;-;-;-;0;13
MER;19270528;-;-;-;-;-;-;-;-;0;11.4
MER;19270529;-;-;-;-;-;-;-;-;2;14.1
MER;19270530;-;-;-;-;-;-;-;-;0;19.3
MER;19270531;-;-;-;-;-;-;-;-;3.5;26.3
MER;19270601;-;-;-;-;-;-;-;-;0;19.6
MER;19270602;-;-;-;-;-;-;-;-;0.5;17
MER;19270603;-;-;-;-;-;-;-;-;19;15.9
MER;19270604;-;-;-;-;-;-;-;-;23.6;12.3
MER;19270605;-;-;-;-;-;-;-;-;7;8.6
MER;19270606;-;-;-;-;-;-;-;-;8;8.8
MER;19270607;-;-;-;-;-;-;-;-;0;12.4
MER;19270608;-;-;-;-;-;-;-;-;7.6;13.8
MER;19270609;-;-;-;-;-;-;-;-;0.6;15.4
MER;19270610;-;-;-;-;-;-;-;-;8;12.3
MER;19270611;-;-;-;-;-;-;-;-;13;12.7
MER;19270612;-;-;-;-;-;-;-;-;8.5;12.8
MER;19270613;-;-;-;-;-;-;-;-;0;14.4
MER;19270614;-;-;-;-;-;-;-;-;0;17.1
MER;19270615;-;-;-;-;-;-;-;-;0;17.6
MER;19270616;-;-;-;-;-;-;-;-;0;25.1
MER;19270617;-;-;-;-;-;-;-;-;14;20.7
MER;19270618;-;-;-;-;-;-;-;-;9.5;13.2
MER;19270619;-;-;-;-;-;-;-;-;0;12.9
MER;19270620;-;-;-;-;-;-;-;-;0;15.5
MER;19270621;-;-;-;-;-;-;-;-;0;16.3
MER;19270622;-;-;-;-;-;-;-;-;8.2;18
MER;19270623;-;-;-;-;-;-;-;-;9;15.2
MER;19270624;-;-;-;-;-;-;-;-;2;15.1
MER;19270625;-;-;-;-;-;-;-;-;6.8;12.9
MER;19270626;-;-;-;-;-;-;-;-;4;15.9
MER;19270627;-;-;-;-;-;-;-;-;9;8.9
MER;19270628;-;-;-;-;-;-;-;-;0;11.5
MER;19270629;-;-;-;-;-;-;-;-;0;14.5
MER;19270630;-;-;-;-;-;-;-;-;0;21.3
MER;19270701;-;-;-;-;-;-;-;-;13.2;13.3
MER;19270702;-;-;-;-;-;-;-;-;1.2;14.2
MER;19270703;-;-;-;-;-;-;-;-;0;15.2
MER;19270704;-;-;-;-;-;-;-;-;0;17.9
MER;19270705;-;-;-;-;-;-;-;-;0;20.3
MER;19270706;-;-;-;-;-;-;-;-;0;22.7
MER;19270707;-;-;-;-;-;-;-;-;0;18.3
MER;19270708;-;-;-;-;-;-;-;-;2.8;18.4
MER;19270709;-;-;-;-;-;-;-;-;12.8;14.1
MER;19270710;-;-;-;-;-;-;-;-;36.5;12
MER;19270711;-;-;-;-;-;-;-;-;0;17
MER;19270712;-;-;-;-;-;-;-;-;6.5;15.3
MER;19270713;-;-;-;-;-;-;-;-;2.2;16.5
MER;19270714;-;-;-;-;-;-;-;-;6.6;16.9
MER;19270715;-;-;-;-;-;-;-;-;5.5;15.7
MER;19270716;-;-;-;-;-;-;-;-;6;17.4
MER;19270717;-;-;-;-;-;-;-;-;5;14.9
MER;19270718;-;-;-;-;-;-;-;-;2;15.8
MER;19270719;-;-;-;-;-;-;-;-;0;18.1
MER;19270720;-;-;-;-;-;-;-;-;0.5;16.8
MER;19270721;-;-;-;-;-;-;-;-;0;18.8
MER;19270722;-;-;-;-;-;-;-;-;9;18.5
MER;19270723;-;-;-;-;-;-;-;-;8;15.3
MER;19270724;-;-;-;-;-;-;-;-;2.5;14.3
MER;19270725;-;-;-;-;-;-;-;-;0;15.9
MER;19270726;-;-;-;-;-;-;-;-;0;18.3
MER;19270727;-;-;-;-;-;-;-;-;7;18.8
MER;19270728;-;-;-;-;-;-;-;-;5.5;17
MER;19270729;-;-;-;-;-;-;-;-;20;15.4
MER;19270730;-;-;-;-;-;-;-;-;0;17.6
MER;19270731;-;-;-;-;-;-;-;-;19.5;20.4
MER;19270801;-;-;-;-;-;-;-;-;0;21.3
MER;19270802;-;-;-;-;-;-;-;-;24;17.6
MER;19270803;-;-;-;-;-;-;-;-;0;17
MER;19270804;-;-;-;-;-;-;-;-;0;18.8
MER;19270805;-;-;-;-;-;-;-;-;0;20.2
MER;19270806;-;-;-;-;-;-;-;-;17;19.2
MER;19270807;-;-;-;-;-;-;-;-;0;19.3
MER;19270808;-;-;-;-;-;-;-;-;11;17.4
MER;19270809;-;-;-;-;-;-;-;-;0;16.6
MER;19270810;-;-;-;-;-;-;-;-;0;17.7
MER;19270811;-;-;-;-;-;-;-;-;19;17.4
MER;19270812;-;-;-;-;-;-;-;-;0;15.4
MER;19270813;-;-;-;-;-;-;-;-;0;16
MER;19270814;-;-;-;-;-;-;-;-;5;16.7
MER;19270815;-;-;-;-;-;-;-;-;14.5;14.9
MER;19270816;-;-;-;-;-;-;-;-;1.2;12.9
MER;19270817;-;-;-;-;-;-;-;-;0;13.8
MER;19270818;-;-;-;-;-;-;-;-;11.8;19.1
MER;19270819;-;-;-;-;-;-;-;-;5.4;13.5
MER;19270820;-;-;-;-;-;-;-;-;0;13.4
MER;19270821;-;-;-;-;-;-;-;-;0;15.8
MER;19270822;-;-;-;-;-;-;-;-;1.2;14.7
MER;19270823;-;-;-;-;-;-;-;-;6.2;14.7
MER;19270824;-;-;-;-;-;-;-;-;27;13.2
MER;19270825;-;-;-;-;-;-;-;-;11.8;10.8
MER;19270826;-;-;-;-;-;-;-;-;16;7.3
MER;19270827;-;-;-;-;-;-;-;-;0;11.1
MER;19270828;-;-;-;-;-;-;-;-;0;12.6
MER;19270829;-;-;-;-;-;-;-;-;0;14.8
MER;19270830;-;-;-;-;-;-;-;-;0;16
MER;19270831;-;-;-;-;-;-;-;-;0;15.9
MER;19270901;-;-;-;-;-;-;-;-;0;17.8
MER;19270902;-;-;-;-;-;-;-;-;0;18.4
MER;19270903;-;-;-;-;-;-;-;-;0;17.1
MER;19270904;-;-;-;-;-;-;-;-;10;16
MER;19270905;-;-;-;-;-;-;-;-;0.8;15.7
MER;19270906;-;-;-;-;-;-;-;-;0;14.8
MER;19270907;-;-;-;-;-;-;-;-;18;13.7
MER;19270908;-;-;-;-;-;-;-;-;1.8;13.1
MER;19270909;-;-;-;-;-;-;-;-;2;15.1
MER;19270910;-;-;-;-;-;-;-;-;1.5;16.4
MER;19270911;-;-;-;-;-;-;-;-;18.8;15.8
MER;19270912;-;-;-;-;-;-;-;-;4;12.4
MER;19270913;-;-;-;-;-;-;-;-;0;9.5
MER;19270914;-;-;-;-;-;-;-;-;0;10.9
MER;19270915;-;-;-;-;-;-;-;-;0;16.8
MER;19270916;-;-;-;-;-;-;-;-;19;13.3
MER;19270917;-;-;-;-;-;-;-;-;1;11.7
MER;19270918;-;-;-;-;-;-;-;-;12.8;12
MER;19270919;-;-;-;-;-;-;-;-;3.2;14.4
MER;19270920;-;-;-;-;-;-;-;-;0;15.1
MER;19270921;-;-;-;-;-;-;-;-;0;14.9
MER;19270922;-;-;-;-;-;-;-;-;15.5;14.7
MER;19270923;-;-;-;-;-;-;-;-;0;12.5
MER;19270924;-;-;-;-;-;-;-;-;13;12
MER;19270925;-;-;-;-;-;-;-;-;9.2;10.3
MER;19270926;-;-;-;-;-;-;-;-;0;10
MER;19270927;-;-;-;-;-;-;-;-;6.8;10.4
MER;19270928;-;-;-;-;-;-;-;-;0;9.6
MER;19270929;-;-;-;-;-;-;-;-;0;9.1
MER;19270930;-;-;-;-;-;-;-;-;5;10.4
MER;19271001;-;-;-;-;-;-;-;-;0;8.3
MER;19271002;-;-;-;-;-;-;-;-;0;9.3
MER;19271003;-;-;-;-;-;-;-;-;1.5;12
MER;19271004;-;-;-;-;-;-;-;-;0;10.3
MER;19271005;-;-;-;-;-;-;-;-;0;9.5
MER;19271006;-;-;-;-;-;-;-;-;0;6.3
MER;19271007;-;-;-;-;-;-;-;-;0;6.3
MER;19271008;-;-;-;-;-;-;-;-;0;8.1
MER;19271009;-;-;-;-;-;-;-;-;0;5.8
MER;19271010;-;-;-;-;-;-;-;-;0;7.8
MER;19271011;-;-;-;-;-;-;-;-;0;7.6
MER;19271012;-;-;-;-;-;-;-;-;0;7.5
MER;19271013;-;-;-;-;-;-;-;-;0;7.8
MER;19271014;-;-;-;-;-;-;-;-;0;7
MER;19271015;-;-;-;-;-;-;-;-;0;8.8
MER;19271016;-;-;-;-;-;-;-;-;0.6;9.8
MER;19271017;-;-;-;-;-;-;-;-;0;9.8
MER;19271018;-;-;-;-;-;-;-;-;0;9.3
MER;19271019;-;-;-;-;-;-;-;-;0;9.2
MER;19271020;-;-;-;-;-;-;-;-;0;9.5
MER;19271021;-;-;-;-;-;-;-;-;0;8.8
MER;19271022;-;-;-;-;-;-;-;-;14.5;8.1
MER;19271023;-;-;-;-;-;-;-;-;2.5;6.6
MER;19271024;-;-;-;-;-;-;-;-;0;8.1
MER;19271025;-;-;-;-;-;-;-;-;0;6.1
MER;19271026;-;-;-;-;-;-;-;-;0;6.8
MER;19271027;-;-;-;-;-;-;-;-;0;7
MER;19271028;-;-;-;-;-;-;-;-;0;6.9
MER;19271029;-;-;-;-;-;-;-;-;0;8.3
MER;19271030;-;-;-;-;-;-;-;-;0;7.1
MER;19271031;-;-;-;-;-;-;-;-;0;8
MER;19271101;-;-;-;-;-;-;-;-;0;10
MER;19271102;-;-;-;-;-;-;-;-;0;9
MER;19271103;-;-;-;-;-;-;-;-;0;9.1
MER;19271104;-;-;-;-;-;-;-;-;0;8.7
MER;19271105;-;-;-;-;-;-;-;-;0;7.5
MER;19271106;-;-;-;-;-;-;-;-;0;7.4
MER;19271107;-;-;-;-;-;-;-;-;0;9.6
MER;19271108;-;-;-;-;-;-;-;-;0;14
MER;19271109;-;-;-;-;-;-;-;-;24.8;18.2
MER;19271110;-;-;-;-;-;-;-;-;6.5;4.8
MER;19271111;-;-;-;-;-;-;-;-;4;1
MER;19271112;-;-;-;-;-;-;-;-;14.5;0.1
MER;19271113;-;-;-;-;-;-;-;-;0;0.1
MER;19271114;-;-;-;-;-;-;-;-;0;-1.3
MER;19271115;-;-;-;-;-;-;-;-;0;-4
MER;19271116;-;-;-;-;-;-;-;-;0;-1.1
MER;19271117;-;-;-;-;-;-;-;-;0;0.4
MER;19271118;-;-;-;-;-;-;-;-;0;0.6
MER;19271119;-;-;-;-;-;-;-;-;0;12
MER;19271120;-;-;-;-;-;-;-;-;0.8;13.6
MER;19271121;-;-;-;-;-;-;-;-;0;9.3
MER;19271122;-;-;-;-;-;-;-;-;3;4.4
MER;19271123;-;-;-;-;-;-;-;-;4;5.5
MER;19271124;-;-;-;-;-;-;-;-;0;4.8
MER;19271125;-;-;-;-;-;-;-;-;0;3.6
MER;19271126;-;-;-;-;-;-;-;-;0;2.8
MER;19271127;-;-;-;-;-;-;-;-;0;3.1
MER;19271128;-;-;-;-;-;-;-;-;0;0.6
MER;19271129;-;-;-;-;-;-;-;-;0;2
MER;19271130;-;-;-;-;-;-;-;-;0;2
MER;19271201;-;-;-;-;-;-;-;-;0;2.1
MER;19271202;-;-;-;-;-;-;-;-;0;2.2
MER;19271203;-;-;-;-;-;-;-;-;0;1.8
MER;19271204;-;-;-;-;-;-;-;-;0;4.3
MER;19271205;-;-;-;-;-;-;-;-;0;1.9
MER;19271206;-;-;-;-;-;-;-;-;0;1.3
MER;19271207;-;-;-;-;-;-;-;-;0;2.9
MER;19271208;-;-;-;-;-;-;-;-;0;0.6
MER;19271209;-;-;-;-;-;-;-;-;1;2.6
MER;19271210;-;-;-;-;-;-;-;-;0;2.4
MER;19271211;-;-;-;-;-;-;-;-;1.2;0.7
MER;19271212;-;-;-;-;-;-;-;-;4;2.6
MER;19271213;-;-;-;-;-;-;-;-;2.2;2.5
MER;19271214;-;-;-;-;-;-;-;-;1;0.9
MER;19271215;-;-;-;-;-;-;-;-;14.5;1.6
MER;19271216;-;-;-;-;-;-;-;-;1;-3.7
MER;19271217;-;-;-;-;-;-;-;-;0;-10.6
MER;19271218;-;-;-;-;-;-;-;-;0;-14.5
MER;19271219;-;-;-;-;-;-;-;-;0;-12.6
MER;19271220;-;-;-;-;-;-;-;-;2;-5.2
MER;19271221;-;-;-;-;-;-;-;-;0;-2.1
MER;19271222;-;-;-;-;-;-;-;-;4.2;1.3
MER;19271223;-;-;-;-;-;-;-;-;0;3.3
MER;19271224;-;-;-;-;-;-;-;-;0;2.8
MER;19271225;-;-;-;-;-;-;-;-;0;0.3
MER;19271226;-;-;-;-;-;-;-;-;0;1.8
MER;19271227;-;-;-;-;-;-;-;-;0;2.8
MER;19271228;-;-;-;-;-;-;-;-;0;-0.2
MER;19271229;-;-;-;-;-;-;-;-;0;-0.9
MER;19271230;-;-;-;-;-;-;-;-;0;-1.5
MER;19271231;-;-;-;-;-;-;-;-;0;-0.6
MER;19280101;-;-;-;-;-;-;-;-;0;0
MER;19280102;-;-;-;-;-;-;-;-;0;-3.9
MER;19280103;-;-;-;-;-;-;-;-;0;-3
MER;19280104;-;-;-;-;-;-;-;-;0;-1.8
MER;19280105;-;-;-;-;-;-;-;-;10;1
MER;19280106;-;-;-;-;-;-;-;-;15.5;0.2
MER;19280107;-;-;-;-;-;-;-;-;0;3.8
MER;19280108;-;-;-;-;-;-;-;-;0;0.8
MER;19280109;-;-;-;-;-;-;-;-;1.8;3.1
MER;19280110;-;-;-;-;-;-;-;-;0;3.7
MER;19280111;-;-;-;-;-;-;-;-;0;1.8
MER;19280112;-;-;-;-;-;-;-;-;0;1.2
MER;19280113;-;-;-;-;-;-;-;-;0;0.5
MER;19280114;-;-;-;-;-;-;-;-;0;1.5
MER;19280115;-;-;-;-;-;-;-;-;9;2.4
MER;19280116;-;-;-;-;-;-;-;-;7.2;1
MER;19280117;-;-;-;-;-;-;-;-;1.3;-0.3
MER;19280118;-;-;-;-;-;-;-;-;1.4;0.7
MER;19280119;-;-;-;-;-;-;-;-;20.6;0.8
MER;19280120;-;-;-;-;-;-;-;-;2.5;-0.3
MER;19280121;-;-;-;-;-;-;-;-;0;-3.5
MER;19280122;-;-;-;-;-;-;-;-;3.5;-2.5
MER;19280123;-;-;-;-;-;-;-;-;0;1
MER;19280124;-;-;-;-;-;-;-;-;5.8;0.3
MER;19280125;-;-;-;-;-;-;-;-;2.8;0.5
MER;19280126;-;-;-;-;-;-;-;-;0;-2.4
MER;19280127;-;-;-;-;-;-;-;-;0;0.3
MER;19280128;-;-;-;-;-;-;-;-;0;1.6
MER;19280129;-;-;-;-;-;-;-;-;0;3.8
MER;19280130;-;-;-;-;-;-;-;-;0.2;4.7
MER;19280131;-;-;-;-;-;-;-;-;2;1.3
MER;19280201;-;-;-;-;-;-;-;-;6.4;2.3
MER;19280202;-;-;-;-;-;-;-;-;11.8;0
MER;19280203;-;-;-;-;-;-;-;-;4.5;-3
MER;19280204;-;-;-;-;-;-;-;-;2;0.4
MER;19280205;-;-;-;-;-;-;-;-;1.6;-3.6
MER;19280206;-;-;-;-;-;-;-;-;9;0.7
MER;19280207;-;-;-;-;-;-;-;-;2;-0.9
MER;19280208;-;-;-;-;-;-;-;-;0;-2.9
MER;19280209;-;-;-;-;-;-;-;-;0;-2.7
MER;19280210;-;-;-;-;-;-;-;-;0;0.9
MER;19280211;-;-;-;-;-;-;-;-;16.8;3.5
MER;19280212;-;-;-;-;-;-;-;-;5.4;2.3
MER;19280213;-;-;-;-;-;-;-;-;22.5;2.3
MER;19280214;-;-;-;-;-;-;-;-;31;5.6
MER;19280215;-;-;-;-;-;-;-;-;21.5;5.3
MER;19280216;-;-;-;-;-;-;-;-;0;5.3
MER;19280217;-;-;-;-;-;-;-;-;0;6.2
MER;19280218;-;-;-;-;-;-;-;-;0;2.7
MER;19280219;-;-;-;-;-;-;-;-;0;1.9
MER;19280220;-;-;-;-;-;-;-;-;0;2.8
MER;19280221;-;-;-;-;-;-;-;-;0;1.6
MER;19280222;-;-;-;-;-;-;-;-;0;2.7
MER;19280223;-;-;-;-;-;-;-;-;0;3.2
MER;19280224;-;-;-;-;-;-;-;-;0;3
MER;19280225;-;-;-;-;-;-;-;-;0;2.3
MER;19280226;-;-;-;-;-;-;-;-;0;1.8
MER;19280227;-;-;-;-;-;-;-;-;0;2.2
MER;19280228;-;-;-;-;-;-;-;-;0;5.9
MER;19280229;-;-;-;-;-;-;-;-;0;6.7
MER;19280301;-;-;-;-;-;-;-;-;0;6.9
MER;19280302;-;-;-;-;-;-;-;-;0;7.7
MER;19280303;-;-;-;-;-;-;-;-;0;8.8
MER;19280304;-;-;-;-;-;-;-;-;0;7.3
MER;19280305;-;-;-;-;-;-;-;-;6.4;6.6
MER;19280306;-;-;-;-;-;-;-;-;0;7
MER;19280307;-;-;-;-;-;-;-;-;0;5.1
MER;19280308;-;-;-;-;-;-;-;-;8;5.3
MER;19280309;-;-;-;-;-;-;-;-;0;5.4
MER;19280310;-;-;-;-;-;-;-;-;1.2;4.7
MER;19280311;-;-;-;-;-;-;-;-;1;1.3
MER;19280312;-;-;-;-;-;-;-;-;0;2
MER;19280313;-;-;-;-;-;-;-;-;4.4;2.1
MER;19280314;-;-;-;-;-;-;-;-;0;2.1
MER;19280315;-;-;-;-;-;-;-;-;0;3.5
MER;19280316;-;-;-;-;-;-;-;-;0;2.2
MER;19280317;-;-;-;-;-;-;-;-;0;1.1
MER;19280318;-;-;-;-;-;-;-;-;0;3.3
MER;19280319;-;-;-;-;-;-;-;-;0;4.8
MER;19280320;-;-;-;-;-;-;-;-;0;6.7
MER;19280321;-;-;-;-;-;-;-;-;0;6.4
MER;19280322;-;-;-;-;-;-;-;-;0;11.1
MER;19280323;-;-;-;-;-;-;-;-;0;10.7
MER;19280324;-;-;-;-;-;-;-;-;1.5;7
MER;19280325;-;-;-;-;-;-;-;-;0;7.4
MER;19280326;-;-;-;-;-;-;-;-;9.6;7
MER;19280327;-;-;-;-;-;-;-;-;1.8;6.8
MER;19280328;-;-;-;-;-;-;-;-;3.3;5.5
MER;19280329;-;-;-;-;-;-;-;-;1;4.9
MER;19280330;-;-;-;-;-;-;-;-;0;10
MER;19280331;-;-;-;-;-;-;-;-;8.8;10.9
MER;19280401;-;-;-;-;-;-;-;-;53.8;1.9
MER;19280402;-;-;-;-;-;-;-;-;3.8;2.3
MER;19280403;-;-;-;-;-;-;-;-;0;6
MER;19280404;-;-;-;-;-;-;-;-;3;8.9
MER;19280405;-;-;-;-;-;-;-;-;10;9.4
MER;19280406;-;-;-;-;-;-;-;-;1;7.5
MER;19280407;-;-;-;-;-;-;-;-;0;10.6
MER;19280408;-;-;-;-;-;-;-;-;0;11.2
MER;19280409;-;-;-;-;-;-;-;-;0;12.8
MER;19280410;-;-;-;-;-;-;-;-;0.8;15
MER;19280411;-;-;-;-;-;-;-;-;12.8;12.6
MER;19280412;-;-;-;-;-;-;-;-;4;8.1
MER;19280413;-;-;-;-;-;-;-;-;1.2;8.6
MER;19280414;-;-;-;-;-;-;-;-;3.8;10.1
MER;19280415;-;-;-;-;-;-;-;-;10.5;11.9
MER;19280416;-;-;-;-;-;-;-;-;8.3;7.9
MER;19280417;-;-;-;-;-;-;-;-;3.5;4.5
MER;19280418;-;-;-;-;-;-;-;-;0;5.5
MER;19280419;-;-;-;-;-;-;-;-;1.8;4.8
MER;19280420;-;-;-;-;-;-;-;-;0;5.9
MER;19280421;-;-;-;-;-;-;-;-;2.8;4.7
MER;19280422;-;-;-;-;-;-;-;-;2;5.9
MER;19280423;-;-;-;-;-;-;-;-;0;4
MER;19280424;-;-;-;-;-;-;-;-;0;5.8
MER;19280425;-;-;-;-;-;-;-;-;0;9.1
MER;19280426;-;-;-;-;-;-;-;-;0;11.6
MER;19280427;-;-;-;-;-;-;-;-;0;14
MER;19280428;-;-;-;-;-;-;-;-;5.2;14.3
MER;19280429;-;-;-;-;-;-;-;-;0;12.6
MER;19280430;-;-;-;-;-;-;-;-;3.6;11.9
MER;19280501;-;-;-;-;-;-;-;-;0;12.1
MER;19280502;-;-;-;-;-;-;-;-;0;14.1
MER;19280503;-;-;-;-;-;-;-;-;0;15.1
MER;19280504;-;-;-;-;-;-;-;-;12;14.1
MER;19280505;-;-;-;-;-;-;-;-;6.5;12.4
MER;19280506;-;-;-;-;-;-;-;-;3.3;11.3
MER;19280507;-;-;-;-;-;-;-;-;2.5;12.3
MER;19280508;-;-;-;-;-;-;-;-;25.5;10.8
MER;19280509;-;-;-;-;-;-;-;-;4;4.6
MER;19280510;-;-;-;-;-;-;-;-;0;3.8
MER;19280511;-;-;-;-;-;-;-;-;0;6.4
MER;19280512;-;-;-;-;-;-;-;-;0;8.4
MER;19280513;-;-;-;-;-;-;-;-;0;10.5
MER;19280514;-;-;-;-;-;-;-;-;1.3;12.4
MER;19280515;-;-;-;-;-;-;-;-;11.8;10.8
MER;19280516;-;-;-;-;-;-;-;-;5;7.7
MER;19280517;-;-;-;-;-;-;-;-;3.8;5
MER;19280518;-;-;-;-;-;-;-;-;1.1;10.2
MER;19280519;-;-;-;-;-;-;-;-;8.8;9.8
MER;19280520;-;-;-;-;-;-;-;-;9;6.9
MER;19280521;-;-;-;-;-;-;-;-;8;7.4
MER;19280522;-;-;-;-;-;-;-;-;11.5;7.4
MER;19280523;-;-;-;-;-;-;-;-;3.2;7.2
MER;19280524;-;-;-;-;-;-;-;-;6.2;7.7
MER;19280525;-;-;-;-;-;-;-;-;8.8;6.7
MER;19280526;-;-;-;-;-;-;-;-;0;10
MER;19280527;-;-;-;-;-;-;-;-;0;12.9
MER;19280528;-;-;-;-;-;-;-;-;0;15.1
MER;19280529;-;-;-;-;-;-;-;-;0;17.9
MER;19280530;-;-;-;-;-;-;-;-;0;16.7
MER;19280531;-;-;-;-;-;-;-;-;8.8;15.2
MER;19280601;-;-;-;-;-;-;-;-;3.2;13.4
MER;19280602;-;-;-;-;-;-;-;-;0;13.7
MER;19280603;-;-;-;-;-;-;-;-;0;15.3
MER;19280604;-;-;-;-;-;-;-;-;5;17.1
MER;19280605;-;-;-;-;-;-;-;-;5.8;16.5
MER;19280606;-;-;-;-;-;-;-;-;0;15.8
MER;19280607;-;-;-;-;-;-;-;-;8.5;15.3
MER;19280608;-;-;-;-;-;-;-;-;0;15.8
MER;19280609;-;-;-;-;-;-;-;-;0;22
MER;19280610;-;-;-;-;-;-;-;-;24.2;18
MER;19280611;-;-;-;-;-;-;-;-;15;13.3
MER;19280612;-;-;-;-;-;-;-;-;0;14.2
MER;19280613;-;-;-;-;-;-;-;-;0;17.5
MER;19280614;-;-;-;-;-;-;-;-;6;18.3
MER;19280615;-;-;-;-;-;-;-;-;1.5;14
MER;19280616;-;-;-;-;-;-;-;-;7;10.1
MER;19280617;-;-;-;-;-;-;-;-;2;8.6
MER;19280618;-;-;-;-;-;-;-;-;0;11.1
MER;19280619;-;-;-;-;-;-;-;-;2.5;12.9
MER;19280620;-;-;-;-;-;-;-;-;6.5;12.9
MER;19280621;-;-;-;-;-;-;-;-;0;14.4
MER;19280622;-;-;-;-;-;-;-;-;0;17
MER;19280623;-;-;-;-;-;-;-;-;9;18.1
MER;19280624;-;-;-;-;-;-;-;-;1.5;19.5
MER;19280625;-;-;-;-;-;-;-;-;2.2;21.8
MER;19280626;-;-;-;-;-;-;-;-;5.4;19.1
MER;19280627;-;-;-;-;-;-;-;-;3;13.8
MER;19280628;-;-;-;-;-;-;-;-;0;15
MER;19280629;-;-;-;-;-;-;-;-;0;16.9
MER;19280630;-;-;-;-;-;-;-;-;25.8;17.9
MER;19280701;-;-;-;-;-;-;-;-;0;17.4
MER;19280702;-;-;-;-;-;-;-;-;0;20.3
MER;19280703;-;-;-;-;-;-;-;-;0;22.4
MER;19280704;-;-;-;-;-;-;-;-;0;21.4
MER;19280705;-;-;-;-;-;-;-;-;0;20.5
MER;19280706;-;-;-;-;-;-;-;-;6;19.3
MER;19280707;-;-;-;-;-;-;-;-;0;16.9
MER;19280708;-;-;-;-;-;-;-;-;0;17.7
MER;19280709;-;-;-;-;-;-;-;-;0;18.7
MER;19280710;-;-;-;-;-;-;-;-;0;19.5
MER;19280711;-;-;-;-;-;-;-;-;0;20.7
MER;19280712;-;-;-;-;-;-;-;-;0;22.6
MER;19280713;-;-;-;-;-;-;-;-;0;22.4
MER;19280714;-;-;-;-;-;-;-;-;0;24.2
MER;19280715;-;-;-;-;-;-;-;-;3;22
MER;19280716;-;-;-;-;-;-;-;-;17;20.5
MER;19280717;-;-;-;-;-;-;-;-;20;19.1
MER;19280718;-;-;-;-;-;-;-;-;5;19.9
MER;19280719;-;-;-;-;-;-;-;-;0;20.1
MER;19280720;-;-;-;-;-;-;-;-;0;19.7
MER;19280721;-;-;-;-;-;-;-;-;0;20.2
MER;19280722;-;-;-;-;-;-;-;-;5.5;20.1
MER;19280723;-;-;-;-;-;-;-;-;28;17.3
MER;19280724;-;-;-;-;-;-;-;-;0;18
MER;19280725;-;-;-;-;-;-;-;-;0;20.2
MER;19280726;-;-;-;-;-;-;-;-;0;20.8
MER;19280727;-;-;-;-;-;-;-;-;26;19.5
MER;19280728;-;-;-;-;-;-;-;-;1.8;19.1
MER;19280729;-;-;-;-;-;-;-;-;8;15.5
MER;19280730;-;-;-;-;-;-;-;-;0;17.7
MER;19280731;-;-;-;-;-;-;-;-;0;20.4
MER;19280801;-;-;-;-;-;-;-;-;1.2;20.1
MER;19280802;-;-;-;-;-;-;-;-;0;19.7
MER;19280803;-;-;-;-;-;-;-;-;0;20.7
MER;19280804;-;-;-;-;-;-;-;-;20;20.2
MER;19280805;-;-;-;-;-;-;-;-;23.5;16.1
MER;19280806;-;-;-;-;-;-;-;-;0;14.2
MER;19280807;-;-;-;-;-;-;-;-;0;16.9
MER;19280808;-;-;-;-;-;-;-;-;0;18.2
MER;19280809;-;-;-;-;-;-;-;-;0;18.6
MER;19280810;-;-;-;-;-;-;-;-;0;19.5
MER;19280811;-;-;-;-;-;-;-;-;0;19.3
MER;19280812;-;-;-;-;-;-;-;-;0.5;20.6
MER;19280813;-;-;-;-;-;-;-;-;5;19.3
