stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
LUG;19170111;-;-;7;976.5;0;-1.1;59.7;408;-3.8;5
LUG;19170112;-;-;0;969.7;0;-1.8;55;390;-5.4;4.5
LUG;19170113;-;-;13;965.6;0;-1.9;64;162;-6;4.8
LUG;19170114;-;-;73;968.8;16;-1.9;78.3;0;-6.5;1.8
LUG;19170115;-;-;100;967.7;18;0.8;90;0;-1.5;3
LUG;19170116;-;-;80;962.6;9.5;1.2;89.7;0;0;5
LUG;19170117;-;-;70;966.9;0;1.6;65.7;0;-1;6.2
LUG;19170118;-;-;73;967.9;0;2.4;56.7;0;-2.8;7
LUG;19170119;-;-;67;975.4;0;1.8;70.7;0;0;6
LUG;19170120;-;-;100;986.4;0;3;81.7;0;0;6
LUG;19170121;-;-;100;992.6;0;2.3;86;0;1;4
LUG;19170122;-;-;100;993.2;0;0.7;65;0;0;3
LUG;19170123;-;-;100;987.4;0.4;-0.8;67.3;0;-1.8;2.5
LUG;19170124;-;-;100;978.5;4.8;-1.2;87;0;-2.8;1
LUG;19170125;-;-;100;980;0;0;81.3;0;-2;3
LUG;19170126;-;-;0;975.6;0;-2.7;63.3;462;-6.5;4
LUG;19170127;-;-;100;974.8;2;-2.4;74.7;0;-6.2;1
LUG;19170128;-;-;100;970.5;0;-2.5;71.7;0;-3.8;0
LUG;19170129;-;-;87;967;0;-4.1;71.7;0;-5.2;-1.8
LUG;19170130;-;-;33;970.4;0;-3.6;60.7;462;-9.8;1.5
LUG;19170131;-;-;93;968.1;0;-2.2;61.7;0;-4.5;2
LUG;19170201;-;-;0;972.3;0;-3.2;53.3;468;-7.5;3.2
LUG;19170202;-;-;27;975.4;0;-3.2;60;312;-8.4;2.5
LUG;19170203;-;-;63;974.2;0;-2.6;63.3;216;-5;3.6
LUG;19170204;-;-;7;979.5;0;-1.9;55;450;-8.4;5.5
LUG;19170205;-;-;100;982.7;9;-0.9;79.7;0;-4;1.8
LUG;19170206;-;-;100;977.6;2.5;0.6;85.3;0;-1.6;4.6
LUG;19170207;-;-;33;979;0;1.8;71.3;360;-3.8;8
LUG;19170208;-;-;100;991.7;0;0.1;44;0;-1.4;2.6
LUG;19170209;-;-;27;994.8;0;-2.2;49;270;-4.5;3.5
LUG;19170210;-;-;0;987.1;0;-1.3;62;516;-7;6.5
LUG;19170211;-;-;33;980.4;1.2;1;60;498;-4.8;8.8
LUG;19170212;-;-;67;978.6;1;0.7;85;0;-0.4;5
LUG;19170213;-;-;0;984.6;0;1.7;58.3;540;-3.2;10.6
LUG;19170214;-;-;0;987.3;0;0.9;65;510;-3.6;9
LUG;19170215;-;-;0;991.6;0;0.4;66;534;-4.2;9.5
LUG;19170216;-;-;33;992.3;0;1.1;64;540;-4.5;8
LUG;19170217;-;-;20;991.7;0;1.2;67.3;456;-2.5;8.8
LUG;19170218;-;-;47;987.9;0;2.4;75;102;-2.6;8.5
LUG;19170219;-;-;0;985.6;0;2.2;76.3;540;-1.5;10.5
LUG;19170220;-;-;0;985.1;0;3.1;58.3;486;-2.5;11
LUG;19170221;-;-;20;980.6;0;2.9;66.7;318;-0.4;10.5
LUG;19170222;-;-;33;984.8;0;3.8;75.7;486;-1.4;10
LUG;19170223;-;-;67;993.1;0;2.8;74;108;0.8;8.5
LUG;19170224;-;-;0;992.9;0;2.5;65.7;582;-2.5;12
LUG;19170225;-;-;0;993.1;0;3;58.3;576;-3.2;11.7
LUG;19170226;-;-;0;990.5;0;2.7;65;582;-2.5;11.5
LUG;19170227;-;-;0;984.7;0;6.1;43.3;594;-2;14.5
LUG;19170228;-;-;0;984.8;0;4.9;27.7;600;2.4;12.6
LUG;19170301;-;-;0;982.9;0;2.7;59.3;504;-2;10.5
LUG;19170302;-;-;40;980;1.8;3.6;68.3;468;-2.2;9
LUG;19170303;-;-;100;976.9;1.4;1.3;83;0;-0.5;5
LUG;19170304;-;-;53;975.8;1.8;1.9;69.3;414;-0.5;8.5
LUG;19170305;-;-;100;976.2;4.7;0.6;93.3;0;-1.5;5
LUG;19170306;-;-;37;972.4;0.4;2.1;71.7;384;-4;9.2
LUG;19170307;-;-;100;958.1;27;0.7;95;0;0.2;4
LUG;19170308;-;-;33;955.5;0;5.7;55;246;0;14
LUG;19170309;-;-;33;973.5;0;5.6;30;612;0.2;16
LUG;19170310;-;-;0;981.9;0;4.5;65;612;0;14.5
LUG;19170311;-;-;70;983.5;0;4.2;80.7;30;0;10
LUG;19170312;-;-;100;977.8;9;3;92;0;0.6;6
LUG;19170313;-;-;40;976;0;6.6;65;330;1;14
LUG;19170314;-;-;33;974.1;0.4;5.8;64;0;1.4;14
LUG;19170315;-;-;53;975.8;0;7.8;51.7;234;0.5;16
LUG;19170316;-;-;0;993.8;0;7.6;16;630;5.4;13
LUG;19170317;-;-;0;999.8;0;3.8;47.3;486;-2.5;11
LUG;19170318;-;-;3;993.6;0;7.6;56.7;510;0;16.8
LUG;19170319;-;-;7;986.1;0;8.1;55;504;0;15.6
LUG;19170320;-;-;47;968;0;7.6;50;252;1;13.5
LUG;19170321;-;-;33;962.5;0;6.7;48.3;456;2.4;13.5
LUG;19170322;-;-;53;968.8;4.6;3;78.3;210;0.8;9.5
LUG;19170323;-;-;83;977;6.3;4;77;18;0.2;9
LUG;19170324;-;-;53;976;0;4.2;77.7;312;0.2;12.5
LUG;19170325;-;-;40;978.5;0;6.1;61.7;498;0.2;13.5
LUG;19170326;-;-;33;972.3;0;5.7;63.3;546;0.5;13
LUG;19170327;-;-;67;969.9;0;5.2;65.7;414;2.5;12
LUG;19170328;-;-;60;974.3;9.6;3.7;67.3;342;0;13.5
LUG;19170329;-;-;40;980.5;0;5.8;61;504;0.5;12.2
LUG;19170330;-;-;100;980.5;2.2;5.4;80.7;0;3.5;7.8
LUG;19170331;-;-;100;976.5;4.5;10.6;61.7;30;5;14
LUG;19170401;-;-;100;971.6;13.5;9.6;76;0;6.5;11.8
LUG;19170402;-;-;33;971.5;0;9.3;52.7;480;6.5;17
LUG;19170403;-;-;100;973.3;19;5.1;82.3;0;3;10.2
LUG;19170404;-;-;33;980.8;0;8.1;42;600;0;14.5
LUG;19170405;-;-;100;980.7;1;6.1;70;0;4;10
LUG;19170406;-;-;87;972.7;0;10;56.3;0;4.5;14.5
LUG;19170407;-;-;20;972.4;5.4;9.7;26.3;642;6.2;18.5
LUG;19170408;-;-;80;973.9;0;7.2;67.3;0;3.8;13
LUG;19170409;-;-;67;973.1;0.5;7.7;69.3;408;0.8;15.6
LUG;19170410;-;-;87;975.9;1.8;8.7;67.3;198;3;14
LUG;19170411;-;-;93;982.4;12.4;8.2;71.3;42;6.5;12.4
LUG;19170412;-;-;100;982;12.4;8.1;84;0;5;11
LUG;19170413;-;-;100;979.2;12.8;7.6;89.7;0;6.5;8.8
LUG;19170414;-;-;100;976;14.5;8.5;87.3;0;6;11
LUG;19170415;-;-;100;969;24.5;7.9;87;0;6;12
LUG;19170416;-;-;13;972.2;0;9.7;40.7;630;4;16.5
LUG;19170417;-;-;13;974.6;0;7.5;32.7;570;3;18.5
LUG;19170418;-;-;0;979.8;0;6.8;23.3;690;5;12.6
LUG;19170419;-;-;20;981.3;0;8.2;36.7;522;0.5;14.5
LUG;19170420;-;-;13;982.3;0;9.9;42.3;708;0.6;18
LUG;19170421;-;-;0;982.8;0;10;26;720;8.2;18.5
LUG;19170422;-;-;30;983.7;0;9.2;30;372;2.8;15
LUG;19170423;-;-;0;982.5;0;9.2;28.3;606;5;19
LUG;19170424;-;-;0;983.1;0;9.7;46.3;642;1.4;17.5
LUG;19170425;-;-;0;987.8;0;9.9;56.3;720;6.5;18
LUG;19170426;-;-;0;988.9;0;10.6;49;732;3.5;19
LUG;19170427;-;-;10;987.2;0;10.2;60;582;4.4;16.6
LUG;19170428;-;-;0;983.1;0;13.4;46.7;744;4;23.5
LUG;19170429;-;-;33;986.5;0;13.6;63.3;630;5.5;19.8
LUG;19170430;-;-;60;988.4;0;13.9;56.7;234;8;21
LUG;19170501;-;-;33;988.2;0;14;67.7;492;7.5;21.5
LUG;19170502;-;-;47;990.9;0;13.4;71;258;9;19.6
LUG;19170503;-;-;80;989.4;2.2;14.9;65.7;150;7.5;23
LUG;19170504;-;-;93;990.1;3.4;15.3;69.3;0;11.5;21.5
LUG;19170505;-;-;100;986.8;6.4;12.3;88.3;0;11;14.8
LUG;19170506;-;-;80;981.3;0.4;13.1;81;0;10.4;17
LUG;19170507;-;-;100;982.1;9.2;13.6;83.3;0;11.5;19.5
LUG;19170508;-;-;100;982;51;12;92.3;0;11;13.5
LUG;19170509;-;-;0;983.2;0;13.9;68.3;648;6.8;20.5
LUG;19170510;-;-;0;987;0;15.9;65.7;636;8.5;23
LUG;19170511;-;-;0;988.1;0;18;64;612;10.5;25
LUG;19170512;-;-;7;987.7;0;18.7;62.3;636;12.2;26
LUG;19170513;-;-;27;988.7;0;20.2;66;528;13.5;28.5
LUG;19170514;-;-;33;986.9;0;21.7;67.7;678;15.5;27
LUG;19170515;-;-;47;982.5;46;17.7;66.7;420;14;27
LUG;19170516;-;-;77;979.9;5.5;15.6;74;192;12;23
LUG;19170517;-;-;27;978.4;3.1;17.4;68.3;486;11.5;23.5
LUG;19170518;-;-;100;979.2;31.3;14.1;90;0;9.2;20.5
LUG;19170519;-;-;100;980;12.8;13.4;81.3;0;9;20
LUG;19170520;-;-;100;978.8;6.6;13.7;87.7;0;9;20.5
LUG;19170521;-;-;100;976.7;7.1;15.2;79.7;0;9.5;23
LUG;19170522;-;-;90;981.6;0;16.4;72.3;258;9.5;22.5
LUG;19170523;-;-;43;986.3;0;16.4;66.7;612;10.5;24.5
LUG;19170524;-;-;3;990.1;0;17.8;67;762;10.5;25.5
LUG;19170525;-;-;0;991.2;0;20.2;68.3;714;12;28
LUG;19170526;-;-;0;984.3;0;20.1;55;768;13.5;29.5
LUG;19170527;-;-;33;980.3;12;19;66.7;612;13.5;25
LUG;19170528;-;-;100;983.6;34.6;13.4;88.3;0;12.4;17.4
LUG;19170529;-;-;100;986.3;60.8;11;95.3;0;10.2;13.2
LUG;19170530;-;-;100;984.5;67.2;10.4;85.3;0;9.8;11.5
LUG;19170531;-;-;73;987.2;4.2;14;80;282;9.5;21.5
LUG;19170601;-;-;50;989.9;0;15.1;70;354;9.5;22.5
