stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19680409;-;0;33;576;975.7;0;4.8;1.1;8.8;59.6
GVE;19680410;-;0;3;666;975.7;0;5.1;-2.9;11.4;59.2
GVE;19680411;-;0;7;678;971.8;0;5.4;-2.4;12.2;58.6
GVE;19680412;-;0;23;672;967.8;0;5.1;1.2;8.9;56.4
GVE;19680413;-;0;93;222;964.2;2.9;4.5;0.5;8.3;81.4
GVE;19680414;-;0;100;0;961.7;0;6.6;3.2;10.9;82
GVE;19680415;-;0;37;582;960.7;0;11.2;5.4;18.2;64.5
GVE;19680416;-;0;50;300;963.1;0.4;10.5;2.7;17.7;77.6
GVE;19680417;-;0;50;666;966.2;0;12.7;3.1;20.8;66.5
GVE;19680418;-;0;77;474;969.5;0;14.8;5.1;21.1;65.7
GVE;19680419;-;0;43;654;973;0;15.9;7.5;22.5;65.1
GVE;19680420;-;0;30;750;971.2;0;15.3;7;24;68.4
GVE;19680421;-;0;10;732;969.8;0;16.7;6.7;26.8;61.9
GVE;19680422;-;0;7;756;970.6;0;16.5;6.7;24.8;62.1
GVE;19680423;-;0;40;618;971.6;0;18.1;8.4;25.5;58
GVE;19680424;-;0;97;6;972.3;4.5;12.3;9.9;13.8;88.4
GVE;19680425;-;0;57;174;973.1;0.3;8.9;4.7;14;78.7
GVE;19680426;-;0;37;636;970;0;8.9;0.8;15.5;75.6
GVE;19680427;-;0;87;90;964.3;23;9;2.3;13.7;87.9
GVE;19680428;-;0;60;612;959.2;3.8;13.3;8.1;18.7;69.6
GVE;19680429;-;0;90;258;956.7;5.3;9.8;5.4;14;77.9
GVE;19680430;-;0;90;378;961.5;1.8;9.3;2.3;15;73.6
GVE;19680501;-;0;83;228;964;0.2;12.5;7.8;17.1;53.6
GVE;19680502;-;0;93;48;964.1;6.5;11.9;9.6;14.8;82.6
GVE;19680503;-;0;90;318;964;0;14;9.9;19;77.4
GVE;19680504;-;0;97;186;956.9;2.5;13.8;8.8;19.5;82
GVE;19680505;-;0;43;558;958.9;2;15.6;9.3;20.3;59.6
GVE;19680506;-;0;73;120;959.6;7.1;9.6;7.7;12.7;90.6
GVE;19680507;-;0;63;252;967;6.4;5.9;3.7;9.8;83.5
GVE;19680508;-;0;50;360;964;0;6.7;0;12.5;79
GVE;19680509;-;0;73;438;964.5;0.3;12.1;4.6;18;64.5
GVE;19680510;-;0;53;492;967.6;0;13.4;9;18.9;70.6
GVE;19680511;-;0;93;54;964.6;27.5;11.3;6;15.9;86.9
GVE;19680512;-;0;93;42;968.6;4.9;8.9;7;10.5;89
GVE;19680513;-;0;7;810;974.9;0;10.3;3.3;15.8;66.7
GVE;19680514;-;0;17;822;975.3;0;11.6;2.4;19;67.5
GVE;19680515;-;0;17;792;973.6;0;13.5;4.4;20.6;70.2
GVE;19680516;-;0;23;774;970.9;0;14.8;5.2;22.5;58.9
GVE;19680517;-;0;77;348;969.9;0;12.9;9;16.2;62.9
GVE;19680518;-;0;17;804;968.2;0;9.9;2.9;14.5;57.7
GVE;19680519;-;0;43;768;963.6;0;9.3;1.5;15.5;61
GVE;19680520;-;0;100;0;958.3;6.5;8.4;5.7;10.3;84.2
GVE;19680521;-;0;100;0;959.7;3.2;8.7;6.5;11.5;92.5
GVE;19680522;-;0;63;246;967.3;0;7.8;5;11.1;79
GVE;19680523;-;0;37;792;971.7;0;9.2;-0.6;17;69.1
GVE;19680524;-;0;13;786;969.8;0;14.6;6.6;21.7;65.6
GVE;19680525;-;0;97;0;966.1;3.5;13.3;10.9;15;85.5
GVE;19680526;-;0;73;306;965.1;0;14.4;10.3;19.5;75.4
GVE;19680527;-;0;90;90;964;0;14.7;10.2;19.2;82.2
GVE;19680528;-;0;93;330;968.5;2.4;16.4;10.1;22.7;80.9
GVE;19680529;-;0;67;372;969.6;0;17.6;10.4;23.2;78.2
GVE;19680530;-;0;40;366;966.4;0;16.5;14.5;20.7;77.6
GVE;19680531;-;0;67;0;966.2;0;13.8;11.2;16.4;77.5
GVE;19680601;-;0;20;636;965.5;0;13.3;5.2;19.7;68
GVE;19680602;-;0;33;840;966;6.5;14.4;4;22.4;61.5
GVE;19680603;-;0;87;432;967;14;16.4;12.6;20.8;69.9
GVE;19680604;-;0;67;186;969;0.7;13.5;10.5;17.4;80.7
GVE;19680605;-;0;10;804;968.5;0;14.6;5.2;21.5;67
GVE;19680606;-;0;53;456;967.5;0;16.5;8.2;24.2;68.7
GVE;19680607;-;0;33;750;969.4;0;16;8.8;22.3;64.9
GVE;19680608;-;0;53;588;968.1;0;17.3;9.7;23.4;60.7
GVE;19680609;-;0;47;540;967.5;0;15.8;11.4;20.4;66.7
GVE;19680610;-;0;73;588;968.1;0;14.5;10.2;18.6;59.4
GVE;19680611;-;0;10;858;966.2;0;14.2;9.7;17.6;52.2
GVE;19680612;-;0;47;450;966.7;0;13.7;9.7;17.9;58.2
GVE;19680613;-;0;93;108;965.9;3.7;12.7;9.8;15.9;81.2
GVE;19680614;-;0;57;498;967.3;0.2;14.7;8.4;21.2;72.7
GVE;19680615;-;0;97;78;967.4;4.2;14.1;11.8;17.1;88.4
GVE;19680616;-;0;63;348;966.6;0;16;10.1;21.3;70.9
GVE;19680617;-;0;73;498;966.7;0.9;15.9;8.8;22.6;74
GVE;19680618;-;0;77;438;964.4;0.5;17.3;10.6;23.9;72.6
GVE;19680619;-;0;83;24;965;2.2;17.1;13.9;20.6;82.6
GVE;19680620;-;0;93;6;967.5;10.2;15.3;13.4;19.5;81.7
GVE;19680621;-;0;50;510;971.9;0;13.3;8.8;18.7;69.1
GVE;19680622;-;0;43;750;968.8;0;14.5;4.7;22.3;65
GVE;19680623;-;0;87;270;961.3;21.2;14;9.6;19.9;81.2
GVE;19680624;-;0;77;480;970.1;0.1;14.4;9.2;19.8;70.1
GVE;19680625;-;0;13;894;973;0;17.6;8.5;25.7;67.5
GVE;19680626;-;0;53;528;973.9;0;18.7;10.5;25.4;71.6
GVE;19680627;-;0;33;708;973;0;21.3;14.2;27.7;69.7
GVE;19680628;-;0;47;612;971.8;0;24;16.3;31;64.1
GVE;19680629;-;0;27;852;974.4;0;25.2;18;31.8;54.5
GVE;19680630;-;0;0;888;975.2;0;22.3;12.2;30.7;64.4
GVE;19680701;-;0;27;876;971.2;0;23.1;13.9;30;67.2
GVE;19680702;-;0;53;516;968.1;4.2;23.7;17.6;30;71.4
GVE;19680703;-;0;100;0;972.5;0;18.2;16.3;20;75.9
GVE;19680704;-;0;57;564;970.7;0;19.7;16.3;23.9;75.2
GVE;19680705;-;0;33;768;967.5;2.5;22.1;14;29.6;71.9
GVE;19680706;-;0;43;594;966.5;3;20.9;15.1;25.9;68.1
GVE;19680707;-;0;13;780;966.4;0;21.6;13.5;29.6;71.4
GVE;19680708;-;0;7;840;969.6;0;24.1;16.5;30.5;62.6
GVE;19680709;-;0;43;702;974.1;0;24;16.5;31.3;68.4
GVE;19680710;-;0;63;390;971.2;8.3;24.6;17.8;31.9;70.7
GVE;19680711;-;0;80;402;968.7;7.1;20.9;15.9;24.8;63
GVE;19680712;-;0;37;810;969.9;0;16.7;10.1;21.9;62.7
GVE;19680713;-;0;83;474;966.1;0.4;18.1;9.6;25.2;67.7
GVE;19680714;-;0;63;468;964.3;13.3;18.5;14.9;26.4;83.6
GVE;19680715;-;0;77;318;967;5.5;15.3;11.3;19.4;73.6
GVE;19680716;-;0;80;258;966.9;6;14.3;11;18.6;72.7
GVE;19680717;-;0;97;24;965.3;12;12.1;10.2;14.3;93
GVE;19680718;-;0;67;90;972.2;2.3;13.1;9.9;16.5;84.4
GVE;19680719;-;0;60;444;974.7;0;14.4;8.1;19.5;72.9
GVE;19680720;-;0;20;846;976.3;0;15.6;7.4;21.5;63.4
GVE;19680721;-;0;47;498;975.3;0;15.8;11.5;20.8;64.2
GVE;19680722;-;0;10;816;974.5;0;15.4;7.1;21.5;61.9
GVE;19680723;-;0;77;594;967.7;1;16.7;8;25;65.4
GVE;19680724;-;0;50;372;968.9;0;15.2;10.6;18.9;72.9
GVE;19680725;-;0;27;744;972;0;16.5;9.6;22.5;69.7
GVE;19680726;-;0;10;792;971.4;0;16.3;8.6;22.8;68.6
GVE;19680727;-;0;10;804;972.7;0;16.8;12.3;21.7;59.1
GVE;19680728;-;0;7;780;973.5;0;16.4;7.7;23.1;65
GVE;19680729;-;0;40;762;971.2;0;16.8;8;25.1;69.1
GVE;19680730;-;0;73;378;969.6;3.9;18.4;12;24.8;72.1
GVE;19680731;-;0;60;606;969.3;3.8;19.9;11.9;26;72.1
GVE;19680801;-;0;90;216;969.3;52.6;19.3;13.7;24.5;80
GVE;19680802;-;0;97;0;965.3;32;15.9;13.9;16.8;95.6
GVE;19680803;-;0;100;0;969.3;0.5;14.6;12;16.6;82
GVE;19680804;-;0;37;696;968.9;0;16.9;11.4;21.8;70.9
GVE;19680805;-;0;87;120;967.5;22.2;15.4;10.5;18.5;92.1
GVE;19680806;-;0;63;546;965.2;6.6;18.9;14.5;24.4;73.5
GVE;19680807;-;0;67;234;964.6;0;17;13.6;21.6;76
GVE;19680808;-;0;80;402;962;3.3;15.9;10.3;22;80.9
GVE;19680809;-;0;90;174;963.9;2.9;16.4;12.6;19.8;76.5
GVE;19680810;-;0;83;12;965.9;20.4;14.6;12.8;16.6;92.9
GVE;19680811;-;0;70;222;966.5;0;14.2;7.5;19.3;83.6
GVE;19680812;-;0;60;318;967.5;0;16.6;13.3;21.3;80.9
GVE;19680813;-;0;90;48;963.5;15.6;14;9;18.7;88.1
GVE;19680814;-;0;87;192;959;13.5;15.5;13.4;19.7;81.2
GVE;19680815;-;0;37;378;966.3;0;15.3;10.6;19.9;71.2
GVE;19680816;-;0;73;366;965.1;0;14.3;6;21.2;75.7
GVE;19680817;-;0;90;84;964.5;20.9;16.3;10.1;18.9;80.7
GVE;19680818;-;0;77;300;970.5;10.1;12.6;8;16.8;82
GVE;19680819;-;0;7;750;975.2;0;13.5;7;19;70.1
GVE;19680820;-;0;10;780;974.5;0;14.3;5.7;23.3;72.4
GVE;19680821;-;0;33;726;974.4;0;17.3;9.4;24.8;77.7
GVE;19680822;-;0;30;642;972;0;18.6;11.2;25.6;70.9
GVE;19680823;-;0;7;792;967.9;0;18;12.5;22;63
GVE;19680824;-;0;17;714;969.1;0;16.9;10.1;21.6;67.7
GVE;19680825;-;0;47;540;968.8;0;16.7;10.5;22.5;78.6
GVE;19680826;-;0;17;576;968.4;0;17;10.4;23.2;79.9
GVE;19680827;-;0;43;558;966.9;3.3;17.5;11.1;23.6;80.6
GVE;19680828;-;0;100;0;964.7;15.1;16.3;13.8;18.3;95.7
GVE;19680829;-;0;97;24;959.9;23.2;16.4;15;19.4;93.7
GVE;19680830;-;0;77;216;959.4;1.7;15.7;13.6;20;79.4
GVE;19680831;-;0;83;18;964;3.2;14.4;11.6;16.9;76.7
GVE;19680901;-;0;17;654;966.7;0;16.1;11.4;22.5;76
GVE;19680902;-;0;77;210;966;11;14.4;8.5;19.8;88.1
GVE;19680903;-;0;93;138;966.1;8.6;14.5;10.4;19.9;91.1
GVE;19680904;-;0;80;240;969.9;0;13;11.2;15.7;77.9
GVE;19680905;-;0;10;684;973.7;0;12.4;5.5;18.8;76.9
GVE;19680906;-;0;60;336;974;0;12.9;5.7;18.3;82.2
GVE;19680907;-;0;37;216;972.4;0;14.5;9;19.9;80.9
GVE;19680908;-;0;13;540;972.6;0;14.2;7.8;19.7;83.4
GVE;19680909;-;0;43;414;972.8;0;14.8;9.1;20.6;85.9
GVE;19680910;-;0;53;426;968.3;1.6;15.4;9.2;21.1;85
GVE;19680911;-;0;67;156;966.3;1.7;15.8;14.3;19.2;79.9
GVE;19680912;-;0;73;480;967.3;0;12.4;5.8;19.1;80.7
GVE;19680913;-;0;67;552;965.7;0.7;13.4;6.2;19.8;79.7
GVE;19680914;-;0;87;120;961;53.5;16.2;13;20.4;86.7
GVE;19680915;-;0;100;6;957.1;41.5;13.7;11.5;14.9;98.1
GVE;19680916;-;0;50;396;959.8;1.1;13.1;6.6;20.6;82.1
GVE;19680917;-;0;30;618;964.6;0;14.8;11.5;19.4;67.5
GVE;19680918;-;0;27;576;965.8;0;12.4;5.2;18.9;73
GVE;19680919;-;0;23;594;968.3;0;12.7;7.4;18.3;75
GVE;19680920;-;0;93;264;967.7;11.1;14.3;7.5;20.4;77.6
GVE;19680921;-;0;100;0;962;34;15.6;12.6;16.8;90.4
GVE;19680922;-;0;53;450;962.6;0;14.2;10.4;18.4;70.1
GVE;19680923;-;0;70;174;961.9;2;13.1;8.1;17.8;79.4
GVE;19680924;-;0;83;288;967.2;10.7;12.1;10.4;14.9;71.5
GVE;19680925;-;0;10;630;972.4;0;11.8;4.9;17.3;78.5
GVE;19680926;-;0;73;96;972.4;0;11.7;6;19.2;84.6
GVE;19680927;-;0;3;564;970.3;0;13.8;6.4;22.5;85.9
GVE;19680928;-;0;67;0;973.1;9.6;12.5;8.4;16.3;86.7
GVE;19680929;-;0;97;12;972.1;9.6;8.8;4.5;11.4;91.1
GVE;19680930;-;0;73;210;975.6;0.2;11.1;7.4;16;77.6
GVE;19681001;-;0;63;12;978;0;11.3;6.3;16.3;87.6
GVE;19681002;-;0;37;378;975.5;0;11.4;5.4;18.6;87.6
GVE;19681003;-;0;43;456;972.6;0;12.3;6.8;17.4;84.5
GVE;19681004;-;0;53;426;973.5;0;11.6;6.2;16.8;86.9
GVE;19681005;-;0;57;228;975.5;0;12.8;7.5;17.1;88.7
GVE;19681006;-;0;67;192;974;0;12.4;10;16.5;95.6
GVE;19681007;-;0;37;378;967.2;0;13.3;7.6;20.7;87.7
GVE;19681008;-;0;97;0;963.1;41.1;11.7;9;15.2;95.4
GVE;19681009;-;0;93;120;969.6;0.3;13;9.3;17.4;78.1
GVE;19681010;-;0;73;384;973.7;0;13.8;7.1;20.8;86.6
GVE;19681011;-;0;60;390;976.1;0;15.3;10.5;21.7;78.7
GVE;19681012;-;0;47;540;973.9;0;13;6.3;22.2;85.5
GVE;19681013;-;0;27;582;973.6;0;15.5;8.8;24;80
GVE;19681014;-;0;53;420;971.2;1.3;16.3;9.1;24.7;76.9
GVE;19681015;-;0;87;240;972.3;0;15.6;13.2;19;81.2
GVE;19681016;-;0;40;216;973.2;0;12.2;10.4;15.6;79.7
GVE;19681017;-;0;10;552;975.6;0.6;8.4;2.1;16.8;84.1
GVE;19681018;-;0;77;336;973.9;0;9.2;2;16.6;87.7
GVE;19681019;-;0;40;354;976.1;0;12.9;10;16.4;82.1
GVE;19681020;-;0;80;288;979.8;0;10.3;5.4;14.8;89.4
GVE;19681021;-;0;50;228;979.4;0;10.7;6.4;14.2;89.5
GVE;19681022;-;0;67;156;976.7;0;8.4;4.8;13.5;94.6
GVE;19681023;-;0;77;150;971.4;0;9.8;5.3;13.7;92.9
GVE;19681024;-;0;60;204;963.3;3.3;10.8;7.2;14.5;90.7
GVE;19681025;-;0;73;0;959.8;0.4;10.7;7.1;13;94.7
GVE;19681026;-;0;37;468;963.8;0;10.9;7.1;15.3;86.5
GVE;19681027;-;0;60;210;968.2;0;8.2;4.3;13.9;91.6
GVE;19681028;-;0;83;120;969.3;3;7.9;3.5;15;94.9
GVE;19681029;-;0;67;6;971;0.9;13.1;6;17;91.5
GVE;19681030;-;0;100;0;970.9;0;10.8;6.8;13.7;97
GVE;19681031;-;0;90;144;963.4;0.1;12.3;9.9;16.7;93.4
GVE;19681101;-;0;97;6;953.8;0;10.5;6.3;14.4;94
GVE;19681102;-;0;90;0;947;35;11.1;7.1;13.7;94
GVE;19681103;-;0;100;0;949.9;17.2;9.5;8;11;91.7
GVE;19681104;-;0;100;0;958.7;12;7.5;6;8.2;93.7
GVE;19681105;-;0;93;0;962.5;0;8.1;6;9.6;83.6
GVE;19681106;-;0;47;444;961.7;0;7.2;4.5;11.3;86.2
GVE;19681107;-;0;77;366;961.5;0;7.7;3.1;12.5;90.2
GVE;19681108;-;0;97;0;959.2;0.8;7.8;5.1;8.9;88.1
GVE;19681109;-;0;90;78;964.5;0;7.1;4.7;10.8;91.1
GVE;19681110;-;0;93;36;966.4;0;5.4;0.7;9.2;85.7
GVE;19681111;-;0;60;36;966.6;0;5.4;2.4;10.7;88.1
GVE;19681112;-;0;83;222;968;0;5.9;1.2;9.6;85.4
GVE;19681113;-;0;93;12;966.9;0;7;5.4;8.9;80.7
GVE;19681114;-;0;100;0;966.2;5.3;6.1;4.9;6.3;87.7
GVE;19681115;-;0;100;0;961.3;1.3;2.6;1.1;3.3;86
GVE;19681116;-;0;100;0;954.3;4.8;0.4;0;1;83.6
GVE;19681117;-;4;100;0;956.1;0.7;-0.7;-1.5;-0.1;92.9
GVE;19681118;-;3;100;0;960.3;4.7;-1.5;-2.5;-1;97.4
GVE;19681119;-;6;100;0;967.2;1;-1.4;-3.9;0.6;96.1
GVE;19681120;-;3;97;6;973.9;0;2;-0.5;4.5;93
GVE;19681121;-;0;100;0;977.4;0;3;1.8;3.8;79.6
GVE;19681122;-;0;100;0;977.4;0;2.2;1;5.1;87.1
GVE;19681123;-;0;100;0;974;0.4;2.1;0.3;4.8;94.7
GVE;19681124;-;0;67;12;972.3;5.4;6;1.1;10.3;96
GVE;19681125;-;0;100;0;976.2;0;6.1;0.9;7.7;95
GVE;19681126;-;0;80;246;973.8;0;5.3;3.4;8.8;91.5
GVE;19681127;-;0;100;0;970;0;2.4;0.7;3;100
GVE;19681128;-;0;100;0;967.4;0.1;2.3;1;3.3;99.7
GVE;19681129;-;0;100;0;963.9;0;3;1.6;4;96.7
GVE;19681130;-;0;100;0;964.2;0;3.7;2.3;4.8;92
GVE;19681201;-;0;97;18;970.7;0;3.8;2.8;4.9;91.6
GVE;19681202;-;0;100;0;971.1;0;2.4;1.7;2.8;87
GVE;19681203;-;0;100;0;971.4;0;1.6;0.6;2.5;93.7
GVE;19681204;-;0;100;0;971.4;0;2.6;0.5;4;99.5
GVE;19681205;-;0;97;30;971.3;0;4.5;2.9;6.7;92.4
GVE;19681206;-;0;93;0;969.4;2.5;3.8;3;4.6;87
GVE;19681207;-;0;97;6;966.3;0;4.1;2.6;5.6;91.2
GVE;19681208;-;0;100;0;960.1;0;2.4;1.6;2.7;87.6
GVE;19681209;-;0;100;0;956.5;0;0.9;0.5;1.4;88.7
GVE;19681210;-;0;100;0;957.5;0;1.3;-0.2;2.8;84.2
GVE;19681211;-;0;100;0;963.2;0;1.1;0.7;1.3;83.6
GVE;19681212;-;0;100;0;966.8;0;-0.2;-0.6;0.3;80
GVE;19681213;-;0;97;0;961.4;0;-0.9;-1.7;0.3;75.7
GVE;19681214;-;0;100;0;956.8;2.2;-0.3;-1.8;2.6;87.2
GVE;19681215;-;2;73;300;959.4;0.4;1.4;-4;5.3;87.9
GVE;19681216;-;0;93;0;950.3;2.2;3.2;-1.4;6;87
GVE;19681217;-;0;77;222;944.6;10.8;4.5;0.6;7;80.1
GVE;19681218;-;2;90;150;941.4;3.3;2.7;-0.8;6.3;89.1
GVE;19681219;-;0;90;0;949.6;0.8;5.1;3.2;6;80.1
GVE;19681220;-;0;67;234;964.4;1.5;2.9;-1.8;5.4;77.4
GVE;19681221;-;0;77;24;970;15.5;5.3;3;8.9;85.5
GVE;19681222;-;0;100;0;974.9;14;2.9;-1.7;9.8;95.6
GVE;19681223;-;0;100;0;972.4;12;5.6;4.3;6.3;91.9
GVE;19681224;-;0;100;0;969.2;21.2;3.7;2.3;3.9;94.2
GVE;19681225;-;0;100;0;962.9;28.8;2.9;0.4;5.4;97.9
GVE;19681226;-;0;53;378;963.2;0;2.6;0.9;3.2;66.4
GVE;19681227;-;0;83;96;963.8;1.9;-1.3;-2.5;0.5;75.7
GVE;19681228;-;9;100;6;958.6;1.6;-2.6;-5;-1.2;84
GVE;19681229;-;8;47;324;960.7;0.1;-4.7;-6.3;-1.4;86.7
GVE;19681230;-;5;93;90;964.3;1.9;-7.7;-14;-3.7;86.4
GVE;19681231;-;9;63;390;973.4;0;-6.3;-13.4;-2;81.1
GVE;19690101;-;6;17;420;979.7;0;-4.5;-10.9;0;77.7
GVE;19690102;-;5;97;126;979.2;0.1;-3.7;-10.6;1.4;89.5
GVE;19690103;-;5;33;306;972.5;0;2.2;-2.5;4.4;79.1
GVE;19690104;-;2;100;0;970.2;0;1.5;0.9;1.9;81.2
GVE;19690105;-;0;40;246;967.2;0;-1.4;-3.1;2.2;78.7
GVE;19690106;-;0;97;0;965.4;0;-1.9;-6.6;-0.6;84.1
GVE;19690107;-;0;100;0;962.8;10.8;-1.6;-3.3;1.4;90.9
GVE;19690108;-;4;100;0;963;3.6;0.2;-1.5;2.3;97.2
GVE;19690109;-;3;100;0;968;0;0.5;-2.7;1.5;89.5
GVE;19690110;-;3;100;0;967.3;0;-0.7;-1.3;0.3;81.4
GVE;19690111;-;2;97;6;968.1;0;-1.3;-3.7;0.9;89.4
GVE;19690112;-;2;100;0;958.3;17.1;-0.7;-3.9;0.5;97.7
GVE;19690113;-;2;93;0;947.9;2.3;1.9;0;4.3;96.9
GVE;19690114;-;0;100;0;936.5;4.4;2.2;-1.2;4.5;94.9
GVE;19690115;-;0;90;228;943.9;0;4.2;2.5;6.8;76
GVE;19690116;-;0;80;42;948.4;2.2;3.4;0;5;81.7
GVE;19690117;-;0;57;354;959.9;0.5;2;-1.6;6;81
GVE;19690118;-;0;87;108;959.3;6.3;4.3;1;8;86.2
GVE;19690119;-;0;60;378;967.1;0.8;4.1;1.8;8.1;79.1
GVE;19690120;-;0;57;186;973;0;0.3;-3.8;4.6;84.5
GVE;19690121;-;0;40;282;976.9;0;0.7;-3.6;5.4;87.5
GVE;19690122;-;0;100;0;976.7;0;0.5;-2.5;3.1;98
GVE;19690123;-;0;63;108;976;1.6;1.6;-1;5.7;96.9
GVE;19690124;-;0;100;0;977;0.2;3.6;0.4;5.6;97.1
GVE;19690125;-;0;97;0;977.9;0;3.7;2.7;5;91.2
GVE;19690126;-;0;100;0;977.6;0;2.3;1.8;4.6;89.2
GVE;19690127;-;0;63;12;976.2;0;2.3;0.5;5.5;93.7
GVE;19690128;-;0;97;0;970.7;14.7;2.4;-1.5;7;96.2
GVE;19690129;-;0;87;48;967.5;7;6.2;3;8.8;83.5
GVE;19690130;-;0;60;210;970.8;0;3.9;2.2;8;88.4
GVE;19690131;-;0;67;462;972;0;1.9;-3.7;7.9;82
GVE;19690201;-;0;43;402;968.8;0;3.9;0;9.7;77.1
GVE;19690202;-;0;100;0;963.4;8.7;3.4;-1.4;6;80.6
GVE;19690203;-;0;20;408;961.8;0;0.6;-4;3.1;79.6
GVE;19690204;-;0;23;462;963.8;0;0.6;-1;1.5;55.2
GVE;19690205;-;0;13;504;968.9;0;-0.7;-1.8;0.4;54.5
GVE;19690206;-;0;7;510;970;0;-2.6;-4;0;62.4
GVE;19690207;-;0;37;402;963.9;0;-2.4;-10.5;4.5;64.6
GVE;19690208;-;0;60;216;966.6;0;-0.7;-2.8;0.2;56.5
GVE;19690209;-;0;3;558;976.6;0;-5.3;-11.4;0.1;66.7
GVE;19690210;-;0;50;366;976.1;0;-4.7;-10.2;-0.1;68
GVE;19690211;-;0;80;246;967.8;1.4;-3;-6;0.3;63.2
GVE;19690212;-;6;80;24;948.2;4.8;1;-3.7;3.9;81.1
GVE;19690213;-;0;63;48;948;0;0.9;-1;3.9;76.7
GVE;19690214;-;0;97;54;948.6;0;-1.8;-6.8;1.2;79.4
GVE;19690215;-;0;97;0;946.4;4.1;-2.7;-4;-1.6;82.1
GVE;19690216;-;4;93;12;954;0.2;-5.8;-7.9;-4.1;79.7
GVE;19690217;-;3;83;192;960.4;0;-4.6;-7.9;0.3;77.7
GVE;19690218;-;2;87;30;958.9;5.9;-5.8;-12;-0.6;80.4
GVE;19690219;-;7;93;192;950.4;10.9;0.9;-2.8;5.1;85.9
GVE;19690220;-;2;50;336;955;0.3;3.9;1;10.1;91.1
GVE;19690221;-;0;53;510;958.7;0;2;-3.4;7.8;84.2
GVE;19690222;-;0;97;72;955.5;0;1.8;-2.5;7.3;84.6
GVE;19690223;-;0;83;0;952.7;11.8;1.4;-3.3;4.5;91.1
GVE;19690224;-;0;100;0;953.9;11.4;3.7;1.7;5.7;93.9
GVE;19690225;-;0;90;12;959.8;1;3.6;1.4;6.7;93.9
GVE;19690226;-;0;67;198;962.2;0;3;-1;8.5;87.6
GVE;19690227;-;0;57;384;964.3;0;2.5;-2.6;8.1;79.1
GVE;19690228;-;0;70;288;967.3;0;1.1;-3.8;7.6;83.1
GVE;19690301;-;0;63;198;966.1;0;3.2;1;6.3;79.2
GVE;19690302;-;0;60;348;964.4;0;3.9;0;9.5;77.4
GVE;19690303;-;0;30;342;963.6;0;3.4;-2;9.7;76.9
GVE;19690304;-;0;100;0;963.1;0;1.9;-1.3;3.2;82.7
GVE;19690305;-;0;100;0;961.1;0;2;1.2;2.8;76.4
GVE;19690306;-;0;97;30;963.6;0.8;2.9;1.5;5.1;68.1
GVE;19690307;-;0;50;282;965;0;2.6;0.3;6.8;84.1
GVE;19690308;-;0;3;468;968.7;0;2.2;-3.9;9.2;78
GVE;19690309;-;0;0;576;970.3;0;3.3;-4.5;14.4;68.4
GVE;19690310;-;0;50;474;968.1;0;5.1;-3.7;13.7;67.2
GVE;19690311;-;0;97;0;967;5.8;6.9;4.5;8.7;82.9
GVE;19690312;-;0;67;102;962.9;3.7;9.3;4;14.8;77.2
GVE;19690313;-;0;100;0;952.9;20.4;8.9;5.6;11.9;87.2
GVE;19690314;-;0;100;0;949;12.5;7.9;6.3;9.2;96
GVE;19690315;-;0;90;180;947.1;0;7.7;3.5;12.1;87
GVE;19690316;-;0;83;252;950.4;2.2;9.1;4.1;15.3;81.4
GVE;19690317;-;0;83;78;951.1;5.5;9.2;7.2;13.3;86
GVE;19690318;-;0;67;228;957.1;0;8.6;3.4;14.8;78.4
GVE;19690319;-;0;73;54;955.3;0;7.9;3.5;12.7;77.1
GVE;19690320;-;0;10;438;966.7;0;7;-0.3;13.8;78.6
GVE;19690321;-;0;30;462;967.5;0;6.2;-0.4;12.1;77.6
GVE;19690322;-;0;100;0;963;7;5.6;3.3;7.5;83.7
GVE;19690323;-;0;100;0;959.9;7.4;5.5;4;6.7;91.5
GVE;19690324;-;0;97;0;960.2;0.9;3.2;1.4;4;83.7
GVE;19690325;-;0;90;6;959.7;0.6;2.6;0.5;4.7;76.5
GVE;19690326;-;0;93;216;959.8;0;3.2;-0.5;5.9;69
GVE;19690327;-;0;80;186;961.2;0;3.8;2.2;6.5;70.6
GVE;19690328;-;0;97;96;965.1;0;2.5;1.2;4;64.5
GVE;19690329;-;0;57;252;968.7;0;2.7;1;5.8;57
GVE;19690330;-;0;43;420;969.8;0;3.2;-4.2;9.1;59.1
GVE;19690331;-;0;97;0;966.4;0.9;6.1;3.2;8.9;80.9
GVE;19690401;-;0;83;114;960.5;1.4;8.7;6.8;12.5;68
GVE;19690402;-;0;57;396;965.5;0;4.9;0.3;8.5;71.9
GVE;19690403;-;0;27;630;969.7;0;5.3;1.8;9.2;57.7
GVE;19690404;-;0;0;636;970.6;0;6.9;2.5;11.7;56
GVE;19690405;-;0;97;18;967.2;0.8;5.4;2.5;10.5;66.2
GVE;19690406;-;0;23;522;967.3;0;7.3;-1.7;16.1;69.9
GVE;19690407;-;0;7;708;967.9;0;8.8;-0.6;17.6;57.4
GVE;19690408;-;0;7;690;969.5;0;10;0.5;18.2;55.9
